 Meteorological Profile: 20161103_nam12
 File start time : 16 11  3  0  0
 File ending time: 16 11  3 21  0
 
___________________________________________________ 
 Profile Time:  16 11  3 21  0
 Used Nearest Grid Point ( 149, 204) to Lat:    37.49, Lon:  -121.95
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
  1000   160  1019     0     0  22.2  43.1  -2.5  -1.4  1000  27.2   151  44.9   1.1   596  1144  27.6   294   840     0     0     0     0     0  24.1     0     0     0   281   8.0                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000  -2.0  -1.3   160  20.9   4.8  47.2  0.50    294.1  -1.7  -1.7         
   975  -2.7  -1.2   378  19.0   4.3  49.9   1.1    294.2  -2.4  -1.7         
   950  -3.2 -0.95   600  16.7   1.9  55.8   1.0    294.1  -3.0  -1.6         
   925  -2.8   2.2   827  17.1   3.9  26.5  0.38    296.8  -3.2   1.6         
   900  -1.8   4.8  1060  17.4   2.3  13.7     0    299.4  -2.7   4.4         
   875  -1.1   4.8  1299  16.9  -1.2   7.0     0    301.3  -2.0   4.5         
   850 -0.56   4.9  1545  15.6 -0.99   4.0     0    302.5  -1.5   4.7         
   825 -0.74   2.7  1797  14.9     0   2.0     0    304.4  -1.3   2.5         
   800 -0.98   2.3  2056  13.3   3.6   1.0     0    305.4  -1.4   2.1         
   775 -0.68   1.9  2321  11.7   1.5     0     0    306.4  -1.0   1.7         
   750 -0.44   1.5  2594  10.5     0   1.0     0    308.0  -0.7   1.4         
   725 -0.24   1.1  2874   9.1  -2.2   3.0     0    309.5  -0.4   1.0         
   700  0.12   1.3  3163   7.3  -2.1   9.0     0    310.5  -0.1   1.3         
   650  0.96   2.3  3768   3.4   2.1  19.0     0    312.8   0.5   2.5         
   600   2.0   2.2  4410  -1.3   3.0  19.0     0    314.6   1.5   2.6         
   550   7.4   4.5  5097  -5.6   1.2   9.0  2E-2    317.4   6.4   5.9         
   500  10.2   9.0  5836 -11.2     0   9.0  2E-2    319.4   8.3  10.8         
   450  11.2  10.1  6633 -17.9   1.6  12.3     0    320.7   9.0  12.1         
   400  14.0  10.5  7501 -25.1   2.3  18.0  2E-2    322.3  11.6  13.1         
   350  13.7  11.8  8453 -33.4   3.0  23.1  2E-2    323.7  11.1  14.3         
   300  10.6  12.7  9515 -42.1   3.0  34.4  3E-2    326.1   7.9  14.6         
   250  16.3  11.6 10728 -49.5     0  59.8  2E-2    332.5  13.7  14.6         
   200  16.1  14.8 12160 -56.8  -3.0  50.3  1E-2    342.8  12.8  17.7         
   150  14.3  20.3 13953 -63.3     0  11.5     0    361.1  10.1  22.7         
   100  12.2  12.8 16411 -66.6  0.13   4.5  2E-2    399.1   9.5  14.9         
    50   4.7   5.9 20621 -64.5  0.12   5.2  2E-2    491.5   3.4   6.8         
