 Meteorological Profile: 20161103_nam12
 File start time : 16 11  3  0  0
 File ending time: 16 11  3 21  0
 
___________________________________________________ 
 Profile Time:  16 11  3 21  0
 Used Nearest Grid Point ( 150, 205) to Lat:    37.62, Lon:  -121.85
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
   986   288  1019     0     0  20.8  49.1  -3.3  -1.4   986  83.2   163  55.8  0.94   596   888  25.9   291   400     0     0     0     0     0  24.1     0     0     0   280   7.5                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000  -3.3  -1.2   162  20.2   4.8  53.2  0.75    293.4  -3.0  -1.8         
   975  -3.7  -1.2   379  18.7   5.2  53.9   1.0    294.0  -3.4  -1.9         
   950  -4.0 -0.95   601  16.4   2.8  59.8   1.0    293.9  -3.7  -1.7         
   925  -4.2   2.5   828  16.2   5.7  40.5  0.25    295.9  -4.6   1.7         
   900  -1.4   4.1  1061  17.1   2.3  17.7     0    299.2  -2.2   3.7         
   875 -0.43   3.9  1300  16.6  -1.2  11.0     0    301.1  -1.2   3.7         
   850  0.31   4.1  1545  15.7 -0.99   6.0     0    302.6  -0.5   4.0         
   825 -0.36   3.2  1797  14.8     0   3.0     0    304.2  -1.0   3.1         
   800 -0.73   2.2  2056  13.5     0   1.0     0    305.5  -1.1   2.0         
   775 -0.31   2.3  2322  11.8   1.5   1.0     0    306.5  -0.7   2.2         
   750 -0.19   2.0  2594  10.3     0   1.0     0    307.8  -0.6   2.0         
   725 -0.24   1.5  2875   9.0  -2.2   3.0     0    309.3  -0.5   1.4         
   700  0.12   1.5  3164   7.1  -2.1   7.0     0    310.4  -0.2   1.4         
   650   1.2   2.3  3768   3.4   2.1  19.0     0    312.8   0.7   2.5         
   600   2.0   2.5  4411  -1.3   4.8  20.0     0    314.6   1.5   2.8         
   550   7.1   4.4  5098  -5.6   4.7  10.0  2E-2    317.4   6.1   5.7         
   500  10.4   8.8  5836 -11.3   4.9   8.0  2E-2    319.3   8.4  10.6         
   450  11.4   9.8  6634 -17.9   3.8  12.3     0    320.7   9.2  11.9         
   400  14.1  10.3  7501 -25.1   2.3  18.0  2E-2    322.3  11.8  12.9         
   350  13.8  11.6  8453 -33.4   3.0  23.1  2E-2    323.7  11.3  14.1         
   300  10.4  12.5  9516 -42.1   3.0  33.4  3E-2    326.1   7.7  14.3         
   250  16.1  11.4 10728 -49.5 -0.65  59.8  2E-2    332.5  13.5  14.3         
   200  16.1  14.7 12160 -57.0  -2.1  51.3  1E-2    342.6  12.9  17.6         
   150  14.3  20.4 13954 -63.3     0  10.5     0    361.1  10.0  22.8         
   100  12.4  12.9 16411 -66.6  0.13   4.5  2E-2    399.1   9.6  15.1         
    50   4.8   5.8 20621 -64.4  0.12   5.2  2E-2    491.8   3.6   6.7         
