Altitude (m MSL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%)
1405, 86042, 5.60, 343.40, 17.43, 0
1406, 86028, 5.15, 339.00, 17.43, 0
1407, 86014, 5.35, 342.30, 17.43, 0
1408, 86008, 4.90, 347.30, 17.63, 0
1408, 86002, 4.65, 344.90, 17.63, 0
1409, 85996, 4.90, 344.80, 17.63, 0
1410, 85984, 4.95, 340.40, 17.63, 0
1411, 85973, 4.90, 340.30, 17.53, 0
1412, 85962, 4.90, 344.30, 17.53, 0
1413, 85951, 5.20, 340.90, 17.53, 0
1414, 85940, 4.90, 339.90, 17.53, 0
1414, 85937, 5.10, 339.50, 17.53, 0
1415, 85935, 5.10, 339.40, 17.43, 0
1415, 85934, 4.70, 341.60, 17.53, 0
1415, 85928, 4.85, 343.40, 17.63, 0
1416, 85923, 5.00, 341.60, 17.63, 0
1416, 85918, 4.75, 341.40, 17.63, 0
1418, 85902, 4.95, 341.10, 17.63, 0
1419, 85887, 4.95, 338.60, 17.53, 0
1421, 85872, 4.80, 338.20, 17.53, 0
1422, 85861, 4.15, 339.10, 17.22, 0
1423, 85848, 4.15, 337.50, 17.33, 0
1423, 85846, 4.35, 339.00, 17.73, 0
1423, 85843, 4.10, 340.00, 17.63, 0
1424, 85840, 4.30, 339.00, 17.53, 0
1425, 85826, 4.65, 339.50, 17.33, 0
1426, 85812, 4.60, 338.20, 17.33, 0
1428, 85798, 4.60, 336.60, 17.43, 0
1428, 85796, 4.45, 339.90, 17.43, 0
1428, 85795, 4.30, 338.20, 17.43, 0
1428, 85794, 4.35, 336.60, 17.43, 0
1429, 85790, 4.80, 341.10, 17.63, 0
1429, 85786, 4.70, 337.50, 17.63, 0
1429, 85782, 4.65, 337.70, 17.63, 0
1429, 85779, 4.65, 343.00, 17.73, 0
1430, 85777, 4.50, 340.70, 17.63, 0
1430, 85776, 4.60, 340.40, 17.43, 0
1431, 85764, 4.45, 341.10, 17.33, 0
1432, 85753, 4.45, 335.50, 17.33, 0
1433, 85742, 4.55, 335.90, 17.33, 0
1433, 85739, 4.45, 335.80, 17.53, 0
1434, 85736, 4.55, 339.10, 17.53, 0
1435, 85725, 4.35, 341.90, 17.33, 0
1436, 85714, 4.60, 337.30, 17.22, 0
1437, 85704, 4.75, 337.00, 17.22, 0
1437, 85703, 4.65, 337.80, 17.22, 0
1437, 85702, 4.65, 332.80, 17.33, 0
1437, 85702, 4.85, 335.50, 17.43, 0
1437, 85697, 4.65, 337.80, 17.43, 0
1438, 85693, 4.75, 332.50, 17.53, 0
1438, 85690, 4.80, 335.00, 17.53, 0
1438, 85686, 4.60, 334.40, 17.43, 0
1439, 85682, 4.70, 329.00, 17.43, 0
1439, 85678, 4.70, 331.70, 17.33, 0
1439, 85675, 4.45, 332.50, 17.33, 0
1440, 85672, 4.50, 331.60, 17.33, 0
1440, 85670, 4.75, 336.60, 17.22, 0
1441, 85663, 4.50, 337.30, 17.12, 0
1441, 85656, 4.50, 330.80, 17.12, 0
1442, 85650, 4.65, 334.40, 17.12, 0
1443, 85635, 4.40, 334.00, 17.12, 0
1445, 85621, 4.65, 332.10, 17.12, 0
1446, 85608, 4.45, 334.70, 17.22, 0
1446, 85606, 4.45, 333.80, 17.02, 0
1446, 85603, 4.15, 332.40, 17.02, 0
1447, 85600, 4.70, 331.90, 17.02, 0
1447, 85598, 4.55, 332.10, 17.02, 0
1447, 85595, 4.15, 331.00, 17.02, 0
1447, 85593, 4.40, 336.30, 17.02, 0
1447, 85592, 4.25, 337.70, 17.02, 0
1448, 85584, 4.50, 336.80, 17.02, 0
1449, 85580, 4.20, 336.60, 17.12, 0
1449, 85574, 4.50, 41.00, 17.22, 0
1450, 85569, 4.25, 338.60, 17.33, 0
1450, 85564, 4.15, 339.30, 17.43, 0
1450, 85559, 4.35, 336.20, 17.43, 0
1451, 85555, 4.50, 340.00, 17.33, 0
1451, 85552, 4.35, 340.50, 17.22, 0
1452, 85546, 4.35, 334.70, 17.22, 0
1452, 85541, 4.40, 337.40, 17.12, 0
1453, 85536, 4.10, 336.60, 17.02, 0
1454, 85519, 4.10, 330.50, 17.02, 0
1456, 85503, 4.20, 334.30, 17.02, 0
1457, 85488, 4.10, 336.70, 17.12, 0
1458, 85480, 3.85, 337.50, 17.43, 0
1459, 85467, 3.70, 340.20, 17.33, 0
1461, 85454, 3.85, 332.30, 17.22, 0
1461, 85453, 3.80, 335.90, 17.12, 0
1462, 85442, 3.90, 328.00, 17.12, 0
1462, 85437, 4.25, 334.10, 17.33, 0
1463, 85432, 4.10, 334.30, 17.33, 0
1463, 85428, 4.00, 330.80, 17.33, 0
1464, 85415, 3.75, 337.80, 17.22, 0
1465, 85402, 3.50, 335.20, 17.12, 0
1467, 85390, 3.65, 328.30, 17.12, 0
1467, 85389, 3.75, 334.70, 17.12, 0
1467, 85388, 3.75, 328.30, 17.12, 0
1467, 85388, 3.90, 326.90, 17.22, 0
1467, 85385, 3.90, 335.70, 17.33, 0
1467, 85382, 3.90, 330.20, 17.33, 0
1468, 85380, 3.65, 330.10, 17.22, 0
1469, 85365, 3.65, 340.20, 17.12, 0
1470, 85351, 3.70, 332.60, 17.02, 0
1472, 85338, 3.70, 328.60, 17.02, 0
1472, 85336, 3.45, 337.60, 17.22, 0
1472, 85331, 3.60, 329.00, 17.33, 0
1473, 85326, 3.35, 333.60, 17.33, 0
1473, 85322, 3.25, 337.00, 17.43, 0
1473, 85319, 3.40, 326.20, 17.22, 0
1474, 85316, 3.45, 333.50, 17.12, 0
1475, 85301, 3.40, 338.00, 17.02, 0
1477, 85286, 3.60, 330.50, 17.02, 0
1478, 85272, 3.60, 336.00, 17.02, 0
1478, 85266, 3.55, 338.50, 17.02, 0
1479, 85261, 3.65, 331.70, 17.02, 0
1479, 85256, 3.35, 335.20, 17.02, 0
1480, 85250, 3.35, 330.50, 17.02, 0
1481, 85245, 3.60, 325.30, 17.02, 0
1481, 85240, 3.30, 334.30, 17.02, 0
1482, 85233, 3.30, 330.70, 17.02, 0
1482, 85226, 3.45, 325.00, 17.02, 0
1483, 85220, 3.35, 333.40, 17.02, 0
1484, 85213, 3.30, 329.60, 17.02, 0
1484, 85207, 3.40, 327.40, 17.02, 0
1485, 85202, 2.95, 337.00, 17.02, 0
1485, 85196, 2.90, 330.20, 17.02, 0
1486, 85189, 3.00, 331.30, 17.12, 0
1487, 85182, 3.00, 331.40, 17.22, 0
1487, 85176, 3.00, 335.30, 17.22, 0
1488, 85171, 3.25, 330.60, 17.22, 0
1488, 85167, 3.25, 326.30, 17.12, 0
1488, 85164, 2.95, 327.40, 17.12, 0
1489, 85156, 3.10, 326.60, 17.12, 0
1490, 85148, 2.90, 328.60, 17.12, 0
1491, 85140, 2.70, 333.50, 17.02, 0
1492, 85125, 3.00, 330.90, 16.92, 0
1493, 85111, 2.95, 325.30, 16.82, 0
1495, 85098, 2.75, 327.10, 16.82, 0
1495, 85092, 3.00, 324.00, 16.92, 0
1496, 85087, 2.55, 325.90, 16.92, 0
1496, 85082, 2.40, 325.00, 16.92, 0
1497, 85070, 2.55, 324.00, 17.02, 0
1498, 85058, 2.45, 326.20, 17.02, 0
1500, 85046, 2.60, 330.00, 17.02, 0
1500, 85042, 2.30, 324.50, 16.92, 0
1501, 85036, 2.15, 323.80, 17.02, 0
1501, 85030, 2.35, 321.90, 17.02, 0
1502, 85020, 2.55, 320.60, 17.02, 0
1503, 85011, 2.45, 324.70, 17.02, 0
1504, 85002, 2.50, 323.80, 17.12, 0
1505, 84994, 2.50, 325.60, 17.12, 0
1505, 84987, 2.20, 332.50, 17.22, 0
1506, 84980, 2.20, 331.80, 17.22, 0
1507, 84973, 2.40, 325.40, 17.22, 0
1507, 84966, 2.20, 326.20, 17.22, 0
1508, 84960, 2.10, 327.70, 17.22, 0
1509, 84952, 2.30, 320.40, 17.12, 0
1509, 84945, 2.15, 325.10, 17.02, 0
1510, 84938, 2.30, 329.40, 16.92, 0
1511, 84930, 2.70, 326.70, 16.92, 0
1511, 84922, 2.40, 337.00, 16.82, 0
1512, 84914, 2.45, 332.70, 16.82, 0
1513, 84904, 2.45, 328.20, 16.92, 0
1514, 84895, 2.15, 333.60, 17.02, 0
1515, 84886, 2.15, 331.40, 17.02, 0
1516, 84879, 2.45, 328.80, 17.12, 0
1516, 84872, 2.20, 336.40, 17.12, 0
1517, 84866, 2.50, 335.20, 17.12, 0
1517, 84860, 2.65, 338.50, 17.12, 0
1518, 84855, 2.35, 341.00, 17.02, 0
1518, 84850, 2.40, 333.70, 16.92, 0
1519, 84838, 2.65, 331.90, 16.92, 0
1521, 84827, 2.35, 335.00, 16.92, 0
1522, 84816, 2.45, 326.60, 16.92, 0
1522, 84810, 2.40, 332.40, 16.82, 0
1523, 84805, 2.25, 336.10, 16.82, 0
1523, 84800, 2.45, 333.80, 16.82, 0
1524, 84793, 2.45, 340.50, 16.72, 0
1524, 84786, 2.20, 340.80, 16.72, 0
1525, 84780, 2.20, 333.50, 16.72, 0
1527, 84760, 2.25, 336.60, 16.82, 0
1529, 84741, 1.95, 329.70, 16.82, 0
1531, 84722, 2.20, 326.80, 16.92, 0
1531, 84720, 2.45, 335.00, 17.22, 0
1533, 84699, 2.15, 344.10, 17.02, 0
1535, 84679, 1.85, 332.80, 17.02, 0
1537, 84660, 2.05, 336.60, 17.02, 0
1537, 84659, 2.10, 343.30, 17.12, 0
1537, 84658, 2.10, 334.50, 17.12, 0
1537, 84658, 2.60, 338.40, 17.22, 0
1537, 84656, 2.45, 343.90, 17.33, 0
1537, 84654, 2.30, 335.50, 17.33, 0
1537, 84652, 2.45, 340.80, 17.22, 0
1539, 84635, 2.20, 349.50, 17.02, 0
1541, 84619, 2.00, 339.70, 17.02, 0
1542, 84604, 2.35, 338.80, 17.02, 0
1543, 84594, 2.40, 345.30, 17.02, 0
1544, 84584, 2.40, 338.90, 17.02, 0
1545, 84574, 2.50, 342.60, 17.02, 0
1546, 84562, 2.10, 352.50, 17.02, 0
1547, 84551, 2.10, 342.80, 17.12, 0
1548, 84540, 2.40, 339.60, 17.12, 0
1548, 84539, 2.20, 344.80, 17.02, 0
1548, 84538, 2.35, 348.20, 17.02, 0
1548, 84538, 2.60, 352.80, 17.02, 0
1549, 84531, 2.60, 355.20, 17.02, 0
1549, 84528, 2.45, 16.20, 17.22, 0
1550, 84523, 2.60, 24.80, 17.43, 0
1550, 84519, 2.50, 357.30, 17.43, 0
1551, 84516, 2.60, 8.60, 17.22, 0
1551, 84507, 2.75, 20.10, 17.12, 0
1552, 84498, 2.60, 3.70, 17.12, 0
1553, 84490, 2.45, 19.50, 17.02, 0
1553, 84485, 2.60, 22.50, 17.02, 0
1554, 84480, 2.60, 8.20, 17.02, 0
1554, 84476, 2.75, 25.60, 17.02, 0
1555, 84469, 2.50, 27.10, 17.12, 0
1556, 84462, 2.50, 13.00, 17.12, 0
1556, 84456, 2.30, 14.70, 17.12, 0
1557, 84449, 2.30, 19.20, 17.12, 0
1558, 84442, 2.55, 11.80, 17.02, 0
1558, 84436, 2.60, 24.10, 17.02, 0
1559, 84427, 2.30, 16.30, 17.02, 0
1560, 84419, 2.30, 14.40, 17.02, 0
1561, 84412, 2.55, 24.40, 17.02, 0
1562, 84400, 2.25, 22.70, 17.02, 0
1563, 84389, 2.05, 14.40, 16.92, 0
1564, 84378, 2.15, 20.30, 16.92, 0
1566, 84355, 2.35, 10.20, 17.33, 0
1567, 84347, 2.50, 15.40, 17.12, 0
1567, 84340, 2.55, 20.80, 17.02, 0
1568, 84330, 2.20, 13.80, 17.02, 0
1569, 84321, 2.20, 17.20, 17.02, 0
1570, 84312, 2.35, 12.70, 17.02, 0
1570, 84309, 2.40, 3.20, 17.12, 0
1571, 84307, 2.80, 19.30, 17.22, 0
1571, 84306, 3.05, 20.00, 17.22, 0
1572, 84294, 2.60, 14.80, 17.02, 0
1573, 84283, 2.95, 22.90, 16.92, 0
1574, 84272, 2.95, 21.80, 16.82, 0
1575, 84264, 2.70, 22.70, 16.82, 0
1576, 84256, 2.90, 24.40, 16.82, 0
1576, 84248, 2.60, 19.70, 16.82, 0
1577, 84237, 2.35, 15.60, 17.02, 0
1578, 84226, 2.65, 22.80, 17.12, 0
1579, 84216, 2.80, 27.20, 17.22, 0
1580, 84207, 2.80, 27.30, 17.12, 0
1581, 84198, 2.85, 24.00, 17.12, 0
1582, 84190, 2.95, 22.60, 17.02, 0
1583, 84181, 2.95, 17.00, 16.92, 0
1584, 84173, 2.80, 22.70, 16.92, 0
1584, 84166, 2.35, 24.40, 17.02, 0
1586, 84148, 2.30, 23.90, 17.12, 0
1588, 84130, 2.70, 29.30, 17.12, 0
1590, 84112, 2.45, 25.50, 17.12, 0
1590, 84102, 2.90, 33.40, 17.12, 0
1592, 84090, 2.55, 28.80, 17.12, 0
1592, 84083, 2.65, 21.70, 17.02, 0
1593, 84077, 2.60, 23.80, 17.02, 0
1593, 84072, 2.10, 18.30, 16.92, 0
1594, 84064, 2.30, 21.60, 16.92, 0
1595, 84056, 2.30, 35.30, 16.92, 0
1596, 84048, 2.45, 36.30, 16.82, 0
1596, 84042, 2.55, 27.90, 16.82, 0
1597, 84034, 2.85, 35.50, 16.92, 0
1598, 84026, 2.85, 34.20, 17.02, 0
1599, 84016, 2.60, 28.50, 17.02, 0
1600, 84007, 2.80, 35.70, 17.02, 0
1601, 83998, 2.70, 24.70, 17.02, 0
1601, 83990, 2.70, 23.00, 17.02, 0
1602, 83982, 2.85, 29.10, 17.02, 0
1603, 83974, 2.60, 20.40, 17.02, 0
1604, 83960, 2.65, 24.30, 17.02, 0
1606, 83946, 2.75, 31.20, 17.02, 0
1607, 83932, 2.45, 24.10, 16.92, 0
1607, 83928, 2.45, 33.20, 16.62, 0
1608, 83918, 2.65, 40.00, 16.62, 0
1609, 83908, 2.45, 31.90, 16.62, 0
1610, 83900, 2.90, 34.70, 16.51, 0
1611, 83893, 2.90, 35.30, 16.51, 0
1611, 83886, 2.45, 31.30, 16.62, 0
1612, 83879, 2.55, 41.60, 16.62, 0
1613, 83872, 2.40, 42.20, 16.72, 0
1613, 83866, 2.40, 34.30, 16.72, 0
1614, 83859, 3.00, 42.30, 16.72, 0
1615, 83852, 2.50, 35.60, 16.62, 0
1615, 83846, 2.30, 26.40, 16.51, 0
1616, 83836, 2.70, 32.30, 16.51, 0
1617, 83827, 2.60, 35.50, 16.41, 0
1618, 83818, 2.60, 27.00, 16.41, 0
1618, 83812, 3.05, 40.00, 16.51, 0
1619, 83807, 2.55, 39.50, 16.51, 0
1620, 83802, 2.40, 32.90, 16.62, 0
1620, 83792, 2.65, 36.10, 16.62, 0
1621, 83782, 2.40, 33.70, 16.62, 0
1622, 83772, 2.25, 29.30, 16.72, 0
1623, 83765, 2.80, 39.90, 16.72, 0
1624, 83758, 2.45, 35.10, 16.82, 0
1624, 83752, 2.70, 33.20, 16.82, 0
1625, 83748, 3.10, 40.80, 16.82, 0
1625, 83744, 2.50, 34.40, 16.72, 0
1626, 83740, 2.55, 30.80, 16.62, 0
1627, 83725, 2.65, 40.30, 16.51, 0
1628, 83711, 2.25, 33.40, 16.41, 0
1630, 83698, 2.40, 29.40, 16.41, 0
1631, 83686, 2.75, 35.60, 16.51, 0
1632, 83675, 2.60, 26.40, 16.62, 0
1633, 83664, 2.95, 28.30, 16.62, 0
1633, 83658, 2.65, 37.90, 16.72, 0
1634, 83653, 2.25, 28.30, 16.72, 0
1634, 83648, 2.60, 19.70, 16.72, 0
1635, 83642, 2.95, 22.30, 16.82, 0
1636, 83636, 2.95, 19.40, 16.92, 0
1636, 83630, 3.25, 16.50, 16.92, 0
1637, 83624, 3.15, 23.00, 16.82, 0
1637, 83619, 3.00, 23.20, 16.72, 0
1638, 83614, 3.50, 24.20, 16.62, 0
1638, 83609, 3.60, 26.00, 16.62, 0
1639, 83604, 2.95, 17.70, 16.62, 0
1639, 83600, 3.30, 16.70, 16.72, 0
1640, 83591, 2.90, 21.40, 16.72, 0
1641, 83582, 3.05, 22.20, 16.82, 0
1642, 83574, 3.45, 25.00, 16.92, 0
1642, 83570, 3.10, 41.00, 17.02, 0
1642, 83566, 3.15, 15.30, 17.02, 0
1643, 83562, 3.20, 18.50, 17.02, 0
1645, 83543, 2.90, 22.20, 16.92, 0
1646, 83525, 3.25, 18.00, 16.92, 0
1648, 83508, 3.25, 19.50, 16.92, 0
1649, 83503, 3.25, 21.80, 16.82, 0
1649, 83498, 3.40, 18.30, 16.82, 0
1649, 83494, 3.40, 21.50, 16.72, 0
1650, 83485, 3.05, 23.80, 16.72, 0
1651, 83477, 3.05, 16.60, 16.72, 0
1652, 83470, 3.25, 16.70, 16.72, 0
1652, 83468, 3.35, 41.00, 16.92, 0
1652, 83464, 3.40, 22.50, 17.02, 0
1653, 83460, 3.40, 24.30, 17.02, 0
1653, 83458, 3.40, 18.30, 17.02, 0
1653, 83456, 3.60, 19.90, 16.82, 0
1653, 83454, 3.50, 20.70, 16.72, 0
1655, 83436, 3.40, 19.90, 16.51, 0
1656, 83428, 3.20, 21.00, 16.41, 0
1657, 83419, 2.95, 15.50, 16.41, 0
1658, 83410, 3.30, 15.70, 16.41, 0
1658, 83402, 3.30, 14.40, 16.51, 0
1659, 83395, 3.30, 15.10, 16.51, 0
1660, 83388, 3.80, 18.30, 16.51, 0
1660, 83382, 3.55, 14.60, 16.51, 0
1661, 83372, 3.45, 14.50, 16.51, 0
1662, 83368, 3.40, 7.20, 16.62, 0
1663, 83356, 3.15, 6.90, 16.62, 0
1664, 83345, 3.35, 11.50, 16.72, 0
1665, 83334, 3.20, 9.40, 16.72, 0
1665, 83329, 3.35, 9.50, 16.92, 0
1666, 83323, 3.80, 11.00, 16.92, 0
1667, 83318, 3.65, 8.40, 17.02, 0
1667, 83317, 3.40, 8.20, 17.02, 0
1667, 83316, 3.40, 10.70, 16.92, 0
1667, 83316, 3.15, 8.80, 16.92, 0
1667, 83309, 3.15, 9.70, 16.82, 0
1668, 83303, 3.20, 10.40, 16.72, 0
1669, 83298, 3.15, 5.00, 16.62, 0
1670, 83282, 3.25, 3.20, 16.62, 0
1672, 83267, 3.45, 6.10, 16.62, 0
1673, 83252, 3.45, 1.80, 16.72, 0
1673, 83250, 3.40, 10.70, 16.62, 0
1674, 83238, 3.40, 9.00, 16.62, 0
1676, 83226, 3.70, 3.20, 16.72, 0
1676, 83223, 3.75, 7.80, 16.72, 0
1676, 83221, 3.70, 6.90, 16.82, 0
1676, 83220, 3.75, 1.30, 16.92, 0
1677, 83215, 3.75, 4.50, 16.92, 0
1677, 83211, 3.50, 4.10, 16.82, 0
1677, 83208, 3.85, 359.00, 16.82, 0
1678, 83200, 3.65, 3.10, 16.82, 0
1679, 83192, 3.65, 4.70, 16.82, 0
1680, 83184, 4.30, 2.00, 16.82, 0
1680, 83178, 4.00, 3.40, 16.92, 0
1681, 83172, 3.75, 3.20, 16.92, 0
1681, 83166, 4.00, 0.90, 16.92, 0
1683, 83152, 3.65, 3.20, 16.92, 0
1684, 83139, 3.65, 41.00, 16.82, 0
1685, 83126, 3.95, 359.80, 16.82, 0
1685, 83124, 4.30, 3.80, 16.62, 0
1686, 83114, 3.75, 4.20, 16.72, 0
1687, 83105, 3.75, 1.10, 16.82, 0
1688, 83096, 4.10, 358.80, 16.92, 0
1689, 83085, 3.60, 0.70, 16.92, 0
1690, 83075, 3.85, 358.70, 16.92, 0
1691, 83066, 4.30, 356.00, 16.82, 0
1691, 83065, 3.95, 359.20, 16.82, 0
1691, 83064, 4.20, 359.60, 16.82, 0
1691, 83064, 4.40, 358.20, 16.92, 0
1692, 83058, 4.10, 359.90, 16.92, 0
1693, 83052, 4.20, 0.50, 17.02, 0
1693, 83046, 4.20, 358.00, 17.02, 0
1696, 83019, 4.10, 359.40, 16.62, 0
1697, 83003, 4.50, 358.50, 16.62, 0
1699, 82988, 4.50, 356.60, 16.72, 0
1699, 82982, 4.00, 358.80, 16.72, 0
1700, 82977, 4.30, 354.90, 16.72, 0
1700, 82972, 4.25, 353.30, 16.72, 0
1701, 82969, 3.95, 359.80, 16.92, 0
1701, 82962, 4.20, 356.00, 16.82, 0
1702, 82956, 4.20, 354.40, 16.72, 0
1703, 82942, 4.20, 358.40, 16.62, 0
1705, 82929, 4.60, 354.80, 16.62, 0
1706, 82916, 4.45, 352.40, 16.62, 0
1706, 82914, 4.20, 356.20, 16.62, 0
1706, 82913, 4.55, 352.10, 16.72, 0
1706, 82912, 4.45, 350.00, 16.72, 0
1706, 82909, 4.20, 352.50, 16.72, 0
1707, 82906, 4.45, 351.50, 16.82, 0
1707, 82904, 4.15, 353.00, 16.82, 0
1707, 82899, 4.00, 356.80, 16.92, 0
1708, 82895, 4.50, 354.60, 16.92, 0
1708, 82892, 4.30, 354.00, 16.92, 0
1709, 82887, 4.30, 354.90, 16.92, 0
1709, 82882, 4.80, 350.20, 16.92, 0
1710, 82878, 4.35, 351.20, 16.92, 0
1710, 82869, 4.20, 355.80, 16.92, 0
1711, 82860, 4.50, 352.70, 16.92, 0
1712, 82852, 4.10, 355.20, 16.82, 0
1713, 82838, 4.35, 356.40, 16.72, 0
1715, 82825, 4.70, 350.60, 16.72, 0
1716, 82812, 4.25, 351.90, 16.72, 0
1716, 82809, 4.45, 353.20, 16.62, 0
1716, 82807, 4.80, 348.50, 16.62, 0
1717, 82806, 4.25, 350.50, 16.62, 0
1717, 82804, 4.65, 352.10, 16.41, 0
1717, 82802, 4.25, 352.40, 16.51, 0
1718, 82792, 4.25, 353.30, 16.62, 0
1719, 82783, 4.45, 345.90, 16.72, 0
1720, 82774, 4.15, 351.30, 16.82, 0
1721, 82762, 4.40, 350.70, 16.82, 0
1722, 82751, 4.55, 346.00, 16.72, 0
1723, 82740, 4.55, 353.20, 16.72, 0
1724, 82728, 4.30, 351.30, 16.72, 0
1725, 82717, 4.10, 347.60, 16.72, 0
1726, 82706, 4.30, 350.50, 16.72, 0
1727, 82701, 4.60, 348.60, 16.72, 0
1728, 82684, 4.35, 344.80, 16.62, 0
1730, 82668, 4.35, 349.50, 16.62, 0
1731, 82657, 4.70, 346.90, 16.72, 0
1733, 82640, 4.65, 343.60, 16.72, 0
1734, 82624, 4.65, 349.20, 16.62, 0
1735, 82620, 4.45, 349.40, 16.62, 0
1735, 82614, 4.90, 349.00, 16.72, 0
1736, 82608, 4.65, 345.80, 16.82, 0
1737, 82602, 4.65, 350.20, 16.82, 0
1738, 82586, 4.75, 344.90, 16.82, 0
1740, 82570, 4.30, 342.70, 16.72, 0
1741, 82554, 4.40, 347.30, 16.62, 0
1742, 82549, 4.60, 346.30, 16.62, 0
1742, 82544, 4.40, 345.60, 16.51, 0
1743, 82540, 4.55, 352.30, 16.51, 0
1743, 82538, 4.95, 347.90, 16.41, 0
1743, 82537, 4.95, 41.00, 16.41, 0
1743, 82536, 4.65, 348.70, 16.51, 0
1744, 82522, 4.65, 341.60, 16.62, 0
1746, 82509, 4.65, 343.80, 16.62, 0
1747, 82496, 4.75, 349.40, 16.62, 0
1748, 82483, 4.70, 343.10, 16.62, 0
1750, 82468, 4.70, 344.50, 16.62, 0
1751, 82454, 4.85, 345.50, 16.51, 0
1752, 82443, 4.50, 345.10, 16.51, 0
1753, 82432, 4.65, 346.90, 16.62, 0
1754, 82420, 4.55, 342.90, 16.62, 0
1756, 82408, 4.40, 346.20, 16.51, 0
1757, 82396, 4.80, 344.60, 16.51, 0
1757, 82395, 4.90, 340.50, 16.41, 0
1757, 82394, 4.85, 344.90, 16.31, 0
1757, 82394, 5.05, 345.00, 16.31, 0
1759, 82378, 5.05, 342.00, 16.41, 0
1760, 82363, 4.95, 347.00, 16.51, 0
1762, 82348, 4.95, 346.60, 16.51, 0
1762, 82342, 4.60, 339.10, 16.41, 0
1763, 82335, 4.65, 342.40, 16.51, 0
1764, 82328, 4.80, 344.00, 16.51, 0
1765, 82316, 4.85, 341.10, 16.51, 0
1766, 82304, 5.15, 345.30, 16.41, 0
1767, 82292, 5.15, 343.70, 16.41, 0
1767, 82288, 4.90, 341.90, 16.31, 0
1768, 82285, 4.95, 347.50, 16.21, 0
1768, 82282, 4.70, 345.30, 16.31, 0
1769, 82272, 4.60, 343.80, 16.41, 0
1770, 82263, 4.85, 345.30, 16.51, 0
1771, 82254, 4.85, 342.60, 16.51, 0
1773, 82230, 5.20, 343.00, 16.51, 0
1774, 82218, 5.05, 343.90, 16.41, 0
1775, 82206, 4.90, 341.00, 16.41, 0
1777, 82195, 5.05, 344.80, 16.41, 0
1778, 82184, 4.95, 347.30, 16.31, 0
1778, 82178, 4.65, 344.00, 16.31, 0
1779, 82173, 4.90, 345.90, 16.21, 0
1779, 82168, 4.70, 343.10, 16.21, 0
1779, 82166, 4.75, 340.30, 16.21, 0
1780, 82165, 5.10, 343.80, 16.21, 0
1780, 82164, 4.80, 341.30, 16.11, 0
1781, 82155, 4.90, 341.10, 16.11, 0
1781, 82146, 5.15, 345.70, 16.01, 0
1782, 82138, 4.80, 343.30, 16.01, 0
1783, 82130, 4.80, 342.10, 16.01, 0
1784, 82122, 4.95, 344.60, 16.01, 0
1785, 82114, 4.70, 343.30, 16.01, 0
1785, 82105, 4.70, 339.50, 16.01, 0
1786, 82096, 4.85, 343.00, 16.01, 0
1787, 82088, 4.75, 342.40, 16.11, 0
1788, 82079, 4.75, 340.90, 16.01, 0
1789, 82070, 5.15, 345.30, 16.01, 0
1790, 82062, 4.90, 343.50, 16.01, 0
1791, 82053, 4.70, 340.90, 16.01, 0
1791, 82045, 4.80, 343.70, 16.01, 0
1792, 82038, 4.45, 339.80, 16.01, 0
1793, 82026, 4.60, 339.20, 16.01, 0
1794, 82014, 4.75, 342.90, 15.91, 0
1796, 82002, 4.75, 340.70, 15.91, 0
1797, 81991, 5.10, 344.20, 16.01, 0
1798, 81980, 4.80, 343.40, 16.01, 0
1799, 81970, 4.55, 341.60, 16.01, 0
1800, 81962, 4.75, 344.50, 16.01, 0
1800, 81954, 4.35, 342.90, 16.01, 0
1801, 81946, 4.55, 340.10, 16.01, 0
1802, 81936, 4.90, 343.90, 16.11, 0
1803, 81927, 4.65, 342.90, 16.11, 0
1804, 81918, 4.85, 341.30, 16.11, 0
1805, 81911, 4.95, 345.10, 16.11, 0
1805, 81904, 4.55, 343.60, 16.01, 0
1806, 81898, 4.55, 342.50, 16.01, 0
1806, 81892, 4.75, 344.80, 16.01, 0
1807, 81887, 4.45, 342.80, 16.01, 0
1807, 81882, 4.50, 341.60, 16.01, 0
1808, 81872, 4.85, 344.30, 15.91, 0
1809, 81863, 4.55, 342.50, 15.91, 0
1810, 81854, 5.00, 342.90, 15.91, 0
1811, 81847, 4.80, 345.10, 15.91, 0
1812, 81840, 4.45, 343.20, 15.81, 0
1812, 81834, 4.80, 342.20, 15.81, 0
1813, 81823, 4.85, 344.60, 15.81, 0
1814, 81812, 4.45, 340.10, 15.81, 0
1815, 81802, 5.00, 339.90, 15.81, 0
1816, 81792, 4.75, 343.40, 15.91, 0
1817, 81783, 4.50, 340.90, 16.01, 0
1818, 81774, 4.80, 339.50, 16.01, 0
1819, 81764, 4.95, 343.00, 16.11, 0
1820, 81755, 4.65, 341.50, 16.21, 0
1821, 81746, 4.95, 340.40, 16.21, 0
1822, 81734, 4.75, 343.30, 16.21, 0
1823, 81722, 4.50, 338.40, 16.21, 0
1824, 81710, 4.95, 338.30, 16.11, 0
1826, 81698, 4.65, 340.70, 16.11, 0
1827, 81687, 4.50, 336.90, 16.11, 0
1828, 81676, 5.10, 339.60, 16.01, 0
1829, 81665, 4.75, 342.40, 16.01, 0
1830, 81654, 4.65, 340.50, 16.01, 0
1831, 81644, 5.00, 341.80, 16.01, 0
