Altitude (m MSL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%)
144, 100882, 0.45, 279.50, 17.84, 0
146, 100859, 1.25, 254.30, 17.73, 0
148, 100836, 2.20, 242.00, 17.63, 0
150, 100814, 1.10, 248.40, 17.73, 0
152, 100779, 1.75, 250.30, 17.94, 0
155, 100744, 2.15, 262.30, 17.94, 0
158, 100710, 1.35, 251.90, 17.84, 0
159, 100705, 1.60, 210.60, 17.73, 0
159, 100701, 2.25, 234.40, 17.63, 0
159, 100698, 2.25, 245.20, 17.73, 0
160, 100688, 2.90, 220.50, 17.63, 0
161, 100678, 1.40, 255.60, 17.63, 0
162, 100668, 1.55, 235.30, 17.73, 0
164, 100643, 1.30, 232.80, 17.63, 0
166, 100618, 0.90, 264.60, 17.63, 0
168, 100594, 1.65, 235.80, 17.63, 0
169, 100576, 1.40, 264.60, 17.53, 0
171, 100558, 1.70, 262.50, 17.63, 0
172, 100540, 2.55, 255.70, 17.53, 0
173, 100529, 1.20, 253.40, 17.53, 0
174, 100518, 3.00, 256.40, 17.43, 0
175, 100508, 1.40, 283.40, 17.53, 0
177, 100488, 1.95, 281.40, 17.53, 0
178, 100469, 3.95, 247.30, 17.43, 0
180, 100450, 2.25, 230.50, 17.43, 0
181, 100438, 2.20, 236.00, 17.53, 0
182, 100427, 2.45, 237.10, 17.43, 0
183, 100416, 1.15, 215.60, 17.43, 0
185, 100387, 2.75, 257.30, 17.33, 0
188, 100358, 3.30, 235.00, 17.33, 0
190, 100330, 3.05, 237.30, 17.33, 0
191, 100318, 2.30, 242.70, 17.43, 0
192, 100307, 2.10, 237.20, 17.33, 0
193, 100296, 2.75, 245.30, 17.43, 0
195, 100270, 2.50, 244.00, 17.43, 0
197, 100244, 1.95, 222.50, 17.43, 0
199, 100218, 2.60, 247.60, 17.53, 0
201, 100201, 1.95, 263.90, 17.33, 0
202, 100185, 2.10, 237.60, 17.22, 0
203, 100170, 2.90, 254.90, 17.12, 0
206, 100143, 2.10, 247.10, 17.22, 0
208, 100116, 3.90, 229.50, 17.22, 0
210, 100090, 2.40, 243.60, 17.22, 0
211, 100073, 2.05, 257.40, 17.33, 0
213, 100057, 2.10, 245.60, 17.12, 0
214, 100042, 2.05, 264.20, 17.12, 0
216, 100015, 2.75, 239.60, 17.12, 0
218, 99989, 2.35, 269.90, 17.12, 0
221, 99964, 1.85, 261.10, 17.12, 0
223, 99938, 2.60, 245.10, 17.02, 0
225, 99913, 2.55, 273.90, 17.02, 0
227, 99888, 3.30, 252.60, 16.92, 0
231, 99838, 2.85, 243.60, 16.92, 0
235, 99788, 3.30, 249.80, 17.02, 0
240, 99738, 2.75, 253.20, 17.12, 0
242, 99714, 2.55, 263.20, 17.22, 0
244, 99691, 2.50, 268.80, 17.12, 0
246, 99668, 1.70, 225.80, 17.12, 0
248, 99641, 3.25, 251.70, 17.02, 0
250, 99609, 2.40, 256.10, 17.02, 0
253, 99578, 2.35, 250.00, 17.12, 0
254, 99563, 3.20, 247.90, 17.12, 0
255, 99549, 2.40, 246.10, 17.02, 0
257, 99536, 2.70, 244.40, 17.02, 0
258, 99516, 2.55, 239.40, 17.02, 0
259, 99506, 3.30, 230.80, 16.92, 0
260, 99498, 2.90, 230.50, 17.02, 0
260, 99491, 2.90, 41.00, 16.92, 0
261, 99484, 3.95, 234.30, 16.72, 0
263, 99456, 2.55, 256.80, 16.51, 0
266, 99429, 2.95, 234.90, 16.62, 0
268, 99402, 2.95, 233.70, 16.72, 0
270, 99372, 2.65, 243.50, 16.62, 0
273, 99343, 2.75, 236.10, 16.72, 0
275, 99314, 2.85, 258.80, 16.72, 0
276, 99302, 2.60, 226.60, 16.82, 0
277, 99291, 2.35, 238.50, 16.82, 0
278, 99280, 2.10, 245.40, 16.82, 0
279, 99273, 2.85, 243.80, 16.62, 0
279, 99267, 2.15, 258.50, 16.41, 0
280, 99262, 2.15, 238.40, 16.41, 0
282, 99230, 3.10, 245.40, 16.62, 0
285, 99198, 2.50, 242.40, 16.72, 0
288, 99166, 2.75, 244.20, 16.82, 0
289, 99148, 2.20, 242.30, 16.72, 0
291, 99130, 2.45, 257.20, 16.51, 0
292, 99112, 3.15, 249.00, 16.51, 0
293, 99107, 2.25, 259.60, 16.51, 0
293, 99103, 3.60, 235.40, 16.51, 0
293, 99100, 3.00, 232.50, 16.41, 0
295, 99079, 2.80, 247.80, 16.31, 0
297, 99058, 2.80, 41.00, 16.41, 0
299, 99038, 2.85, 228.70, 16.31, 0
300, 99021, 2.35, 251.70, 16.41, 0
302, 99004, 1.95, 232.40, 16.41, 0
303, 98988, 2.70, 247.30, 16.31, 0
306, 98955, 2.15, 260.30, 16.41, 0
308, 98922, 2.30, 262.00, 16.21, 0
311, 98890, 2.40, 253.50, 16.31, 0
314, 98860, 2.30, 231.30, 16.21, 0
316, 98831, 3.00, 248.90, 16.31, 0
319, 98802, 2.25, 228.50, 16.31, 0
321, 98778, 1.75, 228.60, 16.11, 0
323, 98755, 2.20, 245.80, 16.11, 0
325, 98732, 2.95, 218.30, 16.11, 0
326, 98719, 2.00, 207.90, 16.11, 0
327, 98707, 2.60, 211.90, 16.21, 0
328, 98696, 2.80, 207.50, 16.21, 0
328, 98688, 1.90, 210.60, 16.01, 0
329, 98680, 1.45, 199.20, 16.11, 0
330, 98672, 1.70, 223.10, 16.21, 0
331, 98660, 1.40, 219.50, 16.11, 0
332, 98648, 2.25, 194.90, 16.01, 0
333, 98636, 1.60, 235.20, 15.91, 0
336, 98600, 1.85, 199.60, 15.81, 0
337, 98582, 2.35, 265.90, 15.71, 0
339, 98564, 1.60, 213.70, 15.91, 0
340, 98547, 2.50, 236.00, 16.01, 0
342, 98530, 2.00, 267.80, 15.91, 0
344, 98507, 1.25, 200.50, 16.01, 0
346, 98485, 1.65, 263.00, 16.11, 0
347, 98464, 1.55, 221.70, 16.11, 0
349, 98446, 2.70, 216.00, 16.11, 0
350, 98429, 1.80, 250.00, 16.11, 0
352, 98412, 1.10, 249.70, 16.01, 0
352, 98404, 1.10, 263.80, 16.01, 0
353, 98396, 0.80, 297.70, 16.01, 0
354, 98388, 1.20, 271.50, 15.81, 0
357, 98348, 1.20, 301.90, 15.71, 0
361, 98309, 1.20, 265.40, 15.81, 0
364, 98270, 1.65, 235.00, 15.91, 0
365, 98252, 1.15, 289.00, 15.81, 0
367, 98231, 1.40, 270.00, 15.81, 0
369, 98210, 1.50, 290.70, 15.71, 0
370, 98194, 1.60, 257.10, 15.81, 0
372, 98179, 2.45, 269.80, 15.71, 0
373, 98164, 2.05, 274.60, 15.61, 0
376, 98131, 1.85, 243.20, 15.71, 0
378, 98098, 1.30, 249.60, 15.71, 0
381, 98066, 1.90, 233.30, 15.71, 0
383, 98048, 1.60, 253.00, 15.51, 0
384, 98031, 1.20, 297.10, 15.42, 0
386, 98014, 1.75, 262.10, 15.32, 0
388, 97992, 1.85, 270.60, 15.22, 0
389, 97971, 1.20, 285.50, 15.22, 0
391, 97950, 1.90, 244.10, 15.12, 0
393, 97924, 0.50, 276.60, 15.12, 0
395, 97899, 0.65, 272.20, 15.32, 0
398, 97874, 1.40, 272.00, 15.42, 0
399, 97863, 0.95, 332.30, 15.61, 0
399, 97852, 1.20, 303.20, 15.32, 0
400, 97842, 1.65, 268.80, 15.12, 0
402, 97819, 0.75, 8.10, 15.12, 0
404, 97797, 0.90, 292.90, 15.32, 0
406, 97776, 1.15, 269.50, 15.42, 0
407, 97761, 0.15, 145.50, 15.51, 0
409, 97746, 1.10, 242.60, 15.51, 0
410, 97732, 1.20, 241.40, 15.51, 0
412, 97707, 1.15, 299.50, 15.61, 0
414, 97682, 2.00, 289.20, 15.61, 0
416, 97658, 0.90, 263.20, 15.51, 0
416, 97656, 1.95, 238.60, 15.51, 0
416, 97655, 2.10, 288.30, 15.61, 0
416, 97654, 1.05, 253.80, 15.42, 0
418, 97635, 1.85, 268.90, 15.42, 0
420, 97617, 0.60, 257.60, 15.42, 0
421, 97600, 1.35, 238.70, 15.32, 0
422, 97588, 2.10, 281.60, 15.22, 0
423, 97577, 1.30, 265.60, 15.32, 0
424, 97566, 2.45, 262.20, 15.22, 0
425, 97553, 1.85, 277.60, 15.22, 0
426, 97540, 1.45, 252.80, 15.22, 0
427, 97528, 2.25, 245.10, 15.32, 0
429, 97512, 1.40, 255.00, 15.22, 0
430, 97497, 1.30, 243.40, 15.22, 0
431, 97482, 1.20, 265.20, 15.32, 0
436, 97424, 2.40, 255.60, 15.32, 0
437, 97410, 2.05, 277.80, 15.32, 0
439, 97396, 1.60, 256.70, 15.22, 0
440, 97378, 2.55, 262.80, 15.22, 0
442, 97361, 1.70, 265.50, 15.22, 0
443, 97344, 1.65, 244.50, 15.22, 0
444, 97327, 2.50, 274.10, 15.32, 0
446, 97310, 2.30, 259.40, 15.12, 0
447, 97294, 2.55, 242.30, 15.32, 0
448, 97288, 2.50, 257.20, 15.32, 0
448, 97283, 1.80, 243.50, 15.22, 0
449, 97278, 2.00, 267.30, 15.12, 0
449, 97270, 2.05, 263.30, 15.12, 0
450, 97263, 1.55, 248.90, 15.22, 0
451, 97256, 2.35, 261.60, 15.32, 0
451, 97246, 2.70, 263.30, 15.32, 0
452, 97236, 2.10, 252.00, 15.42, 0
453, 97226, 2.05, 266.40, 15.32, 0
457, 97186, 2.70, 250.00, 15.22, 0
458, 97166, 3.15, 255.50, 15.32, 0
459, 97155, 3.05, 246.30, 15.22, 0
460, 97145, 3.20, 248.20, 15.32, 0
461, 97136, 2.15, 256.10, 15.32, 0
463, 97113, 2.55, 242.20, 15.02, 0
465, 97090, 2.60, 249.10, 14.82, 0
467, 97068, 1.90, 267.90, 14.82, 0
468, 97057, 3.15, 262.30, 14.92, 0
468, 97047, 2.60, 246.50, 14.92, 0
469, 97038, 2.45, 259.80, 14.92, 0
470, 97028, 3.80, 257.90, 15.02, 0
471, 97019, 3.10, 265.00, 15.02, 0
472, 97010, 3.10, 272.20, 14.82, 0
473, 96991, 3.15, 254.40, 14.82, 0
475, 96973, 2.30, 251.70, 14.92, 0
476, 96956, 2.70, 261.60, 15.02, 0
477, 96943, 2.20, 254.70, 14.92, 0
478, 96931, 2.60, 255.10, 15.02, 0
479, 96920, 3.05, 269.50, 15.02, 0
480, 96918, 2.20, 248.90, 14.92, 0
481, 96907, 3.00, 248.60, 14.82, 0
482, 96896, 2.60, 266.40, 14.82, 0
483, 96877, 3.00, 238.90, 14.72, 0
485, 96859, 2.30, 262.60, 14.72, 0
486, 96842, 2.55, 263.40, 14.82, 0
487, 96833, 4.25, 244.90, 15.02, 0
488, 96818, 4.70, 246.40, 14.92, 0
489, 96804, 4.05, 246.20, 14.92, 0
490, 96802, 3.45, 245.80, 15.02, 0
490, 96801, 4.30, 243.90, 15.02, 0
490, 96800, 3.60, 232.10, 15.02, 0
490, 96799, 4.05, 235.10, 15.02, 0
490, 96798, 4.10, 257.50, 15.12, 0
490, 96798, 3.20, 247.80, 15.02, 0
491, 96783, 3.95, 220.80, 15.02, 0
492, 96769, 4.90, 235.90, 15.02, 0
494, 96756, 4.90, 220.00, 14.92, 0
495, 96737, 3.35, 225.40, 14.63, 0
497, 96718, 3.45, 227.10, 14.82, 0
497, 96717, 5.00, 243.40, 14.82, 0
497, 96710, 5.00, 234.40, 14.82, 0
498, 96704, 5.70, 239.30, 14.92, 0
499, 96698, 5.55, 246.10, 15.02, 0
500, 96684, 5.05, 239.00, 15.02, 0
501, 96671, 4.50, 245.80, 14.92, 0
502, 96659, 5.60, 241.80, 14.82, 0
503, 96648, 5.25, 237.30, 14.82, 0
503, 96642, 5.85, 251.20, 14.63, 0
505, 96626, 6.00, 238.60, 14.72, 0
506, 96610, 6.05, 245.40, 14.72, 0
507, 96594, 5.40, 252.60, 14.63, 0
509, 96579, 4.70, 231.00, 14.72, 0
510, 96564, 5.75, 244.30, 14.63, 0
511, 96553, 5.75, 240.80, 14.72, 0
512, 96542, 5.55, 232.70, 14.72, 0
513, 96532, 5.55, 250.20, 14.63, 0
515, 96513, 6.15, 228.20, 14.63, 0
516, 96494, 6.85, 232.60, 14.72, 0
518, 96476, 7.60, 239.30, 14.82, 0
518, 96470, 6.50, 227.90, 14.72, 0
519, 96464, 6.50, 236.80, 14.82, 0
519, 96458, 6.80, 234.30, 14.82, 0
520, 96447, 7.30, 231.20, 14.82, 0
521, 96436, 7.35, 242.60, 14.82, 0
522, 96426, 7.60, 242.30, 14.63, 0
524, 96403, 7.00, 241.10, 14.43, 0
526, 96381, 7.55, 243.80, 14.43, 0
528, 96360, 7.85, 229.50, 14.53, 0
529, 96346, 6.35, 242.40, 14.53, 0
530, 96333, 7.00, 242.30, 14.53, 0
531, 96320, 7.65, 233.10, 14.53, 0
533, 96302, 7.30, 245.60, 14.63, 0
534, 96284, 6.85, 243.10, 14.82, 0
536, 96266, 6.75, 242.20, 14.92, 0
537, 96248, 7.70, 241.60, 14.82, 0
539, 96231, 6.10, 235.10, 14.92, 0
540, 96214, 6.40, 239.20, 14.92, 0
541, 96201, 6.75, 242.50, 15.02, 0
542, 96189, 5.15, 244.60, 14.92, 0
544, 96178, 6.10, 242.80, 14.63, 0
546, 96150, 6.60, 239.40, 14.43, 0
548, 96122, 5.20, 243.00, 14.33, 0
551, 96094, 5.60, 238.60, 14.43, 0
552, 96084, 6.15, 231.00, 14.53, 0
552, 96075, 6.10, 242.70, 14.63, 0
553, 96066, 7.25, 241.00, 14.53, 0
558, 96009, 5.55, 243.70, 14.33, 0
561, 95982, 6.25, 238.20, 14.53, 0
561, 95977, 6.55, 248.00, 14.53, 0
562, 95962, 6.65, 246.50, 14.43, 0
563, 95948, 6.00, 235.40, 14.53, 0
566, 95922, 5.60, 245.20, 14.53, 0
568, 95897, 6.85, 240.40, 14.43, 0
570, 95872, 6.10, 235.90, 14.53, 0
570, 95867, 6.45, 245.10, 14.43, 0
572, 95851, 6.20, 238.90, 14.43, 0
573, 95836, 6.00, 235.60, 14.53, 0
581, 95750, 6.15, 237.90, 14.63, 0
582, 95738, 5.25, 241.40, 14.63, 0
583, 95726, 6.60, 242.10, 14.63, 0
585, 95704, 6.35, 240.20, 14.33, 0
586, 95683, 6.50, 236.40, 14.23, 0
588, 95662, 7.60, 238.70, 14.33, 0
591, 95635, 6.15, 240.80, 14.43, 0
593, 95608, 7.00, 242.80, 14.23, 0
595, 95582, 7.25, 242.00, 14.43, 0
597, 95568, 6.65, 234.40, 14.23, 0
598, 95554, 8.10, 236.20, 14.33, 0
599, 95540, 7.35, 236.10, 14.33, 0
607, 95448, 7.25, 234.50, 14.43, 0
610, 95413, 6.90, 235.50, 14.43, 0
613, 95378, 6.70, 248.30, 14.53, 0
614, 95370, 8.25, 249.10, 14.33, 0
614, 95362, 7.60, 236.80, 14.33, 0
615, 95354, 7.95, 247.80, 14.43, 0
617, 95333, 7.55, 242.60, 14.43, 0
619, 95312, 7.20, 241.20, 14.53, 0
621, 95292, 9.45, 250.40, 14.72, 0
622, 95273, 7.95, 241.80, 14.63, 0
624, 95254, 8.05, 248.80, 14.72, 0
625, 95236, 8.75, 250.80, 14.82, 0
628, 95211, 7.70, 246.20, 14.72, 0
630, 95187, 8.00, 252.00, 14.82, 0
632, 95164, 7.45, 246.30, 14.72, 0
633, 95150, 7.75, 248.50, 14.72, 0
634, 95137, 8.50, 250.60, 14.72, 0
635, 95124, 7.10, 241.90, 14.63, 0
638, 95092, 8.25, 245.60, 14.63, 0
641, 95061, 8.25, 41.00, 14.63, 0
643, 95030, 7.30, 242.50, 14.72, 0
646, 95001, 8.70, 249.20, 14.23, 0
649, 94966, 8.05, 244.40, 14.14, 0
652, 94932, 9.20, 242.30, 14.43, 0
652, 94927, 8.25, 252.80, 14.53, 0
653, 94923, 6.95, 253.10, 14.53, 0
653, 94920, 8.50, 255.20, 14.33, 0
655, 94894, 7.90, 254.00, 14.14, 0
658, 94869, 7.45, 251.10, 14.04, 0
660, 94844, 8.90, 257.00, 14.14, 0
661, 94828, 8.20, 252.30, 14.23, 0
663, 94812, 9.00, 248.00, 14.33, 0
664, 94796, 8.20, 253.70, 14.33, 0
666, 94776, 7.85, 248.60, 14.33, 0
667, 94756, 9.10, 249.90, 14.33, 0
669, 94736, 7.80, 250.90, 14.23, 0
672, 94703, 7.05, 246.50, 14.23, 0
675, 94670, 7.70, 252.80, 14.23, 0
678, 94638, 7.00, 245.70, 14.23, 0
685, 94557, 7.95, 247.00, 14.14, 0
687, 94537, 7.40, 244.70, 14.04, 0
688, 94518, 7.10, 237.70, 14.04, 0
689, 94506, 8.40, 248.00, 13.94, 0
690, 94495, 7.30, 247.40, 14.04, 0
691, 94484, 7.55, 240.80, 14.04, 0
693, 94459, 7.00, 249.50, 13.94, 0
696, 94435, 7.45, 247.50, 14.04, 0
698, 94412, 8.35, 246.30, 14.14, 0
699, 94394, 6.85, 238.60, 14.23, 0
701, 94377, 6.10, 236.50, 14.04, 0
702, 94360, 5.65, 241.30, 14.04, 0
703, 94353, 6.60, 240.00, 14.23, 0
704, 94344, 6.20, 241.50, 14.23, 0
704, 94337, 7.40, 250.40, 14.43, 0
705, 94330, 6.00, 247.60, 14.43, 0
705, 94327, 6.00, 247.90, 14.43, 0
706, 94318, 6.65, 244.20, 14.43, 0
706, 94316, 7.70, 250.50, 14.43, 0
706, 94315, 5.80, 251.80, 14.53, 0
706, 94314, 7.35, 247.50, 14.53, 0
706, 94311, 6.05, 253.60, 14.33, 0
707, 94309, 6.85, 250.50, 14.33, 0
707, 94308, 6.95, 250.00, 14.14, 0
708, 94292, 5.65, 247.70, 14.23, 0
710, 94277, 8.15, 257.10, 14.23, 0
711, 94262, 7.00, 254.60, 14.14, 0
712, 94244, 7.50, 253.30, 14.23, 0
714, 94224, 5.95, 253.10, 14.33, 0
715, 94216, 6.35, 243.20, 14.04, 0
717, 94194, 6.35, 251.10, 14.23, 0
717, 94192, 7.35, 245.50, 14.04, 0
718, 94176, 6.30, 251.50, 14.04, 0
720, 94160, 8.15, 251.90, 14.23, 0
721, 94151, 7.00, 249.20, 14.23, 0
721, 94142, 6.40, 256.90, 14.33, 0
722, 94134, 7.40, 255.20, 14.43, 0
723, 94130, 7.75, 252.50, 14.43, 0
723, 94128, 7.50, 259.20, 14.43, 0
724, 94117, 6.85, 254.40, 14.43, 0
725, 94105, 7.20, 264.50, 14.63, 0
726, 94094, 6.55, 257.60, 14.72, 0
727, 94076, 6.95, 261.40, 14.82, 0
729, 94058, 6.40, 271.40, 14.72, 0
730, 94040, 6.45, 262.80, 14.63, 0
733, 94016, 6.55, 262.60, 14.72, 0
735, 93993, 7.80, 260.10, 14.63, 0
737, 93970, 6.50, 256.20, 14.63, 0
737, 93969, 5.95, 272.60, 14.72, 0
737, 93968, 7.45, 263.80, 14.72, 0
737, 93968, 6.60, 264.50, 14.82, 0
739, 93940, 7.20, 264.70, 14.63, 0
741, 93926, 6.95, 268.30, 14.82, 0
741, 93921, 7.90, 275.20, 14.82, 0
741, 93917, 7.10, 264.10, 14.63, 0
742, 93914, 6.60, 266.50, 14.63, 0
742, 93907, 7.95, 271.00, 14.63, 0
743, 93900, 7.40, 271.00, 14.72, 0
743, 93894, 7.20, 279.40, 14.72, 0
744, 93884, 7.60, 270.70, 14.53, 0
745, 93874, 6.30, 263.40, 14.63, 0
746, 93864, 7.80, 270.80, 14.72, 0
747, 93858, 7.85, 272.40, 14.63, 0
748, 93838, 7.30, 271.10, 14.63, 0
750, 93819, 8.25, 268.90, 14.53, 0
752, 93800, 6.70, 268.50, 14.53, 0
752, 93795, 5.80, 268.70, 14.43, 0
752, 93791, 7.40, 277.20, 14.33, 0
753, 93788, 6.15, 278.10, 14.43, 0
754, 93770, 6.95, 279.40, 14.23, 0
756, 93752, 7.75, 273.40, 14.23, 0
757, 93734, 6.25, 264.40, 14.33, 0
760, 93704, 7.50, 272.20, 14.53, 0
763, 93675, 7.40, 278.50, 14.63, 0
765, 93646, 6.65, 265.80, 14.63, 0
767, 93628, 7.05, 275.20, 14.63, 0
768, 93611, 5.85, 276.40, 14.43, 0
770, 93594, 6.75, 273.50, 14.63, 0
771, 93586, 7.10, 284.60, 14.23, 0
771, 93577, 6.05, 276.30, 14.33, 0
772, 93568, 6.70, 284.80, 14.43, 0
774, 93552, 6.35, 272.60, 14.53, 0
775, 93536, 5.95, 280.50, 14.63, 0
776, 93520, 6.40, 287.80, 14.63, 0
776, 93519, 6.45, 275.90, 14.53, 0
777, 93518, 7.05, 283.40, 14.63, 0
777, 93518, 6.45, 285.10, 14.72, 0
777, 93509, 6.30, 275.00, 14.72, 0
778, 93501, 6.20, 287.50, 14.72, 0
779, 93494, 6.65, 281.90, 14.72, 0
779, 93489, 7.00, 280.60, 14.63, 0
780, 93484, 6.25, 290.40, 14.72, 0
780, 93480, 7.20, 279.80, 14.82, 0
781, 93463, 6.90, 287.90, 14.82, 0
783, 93447, 6.35, 290.40, 14.63, 0
784, 93432, 7.35, 284.40, 14.72, 0
785, 93418, 6.20, 287.90, 14.72, 0
787, 93405, 6.15, 291.30, 14.72, 0
788, 93392, 7.40, 290.00, 14.72, 0
788, 93387, 6.00, 286.90, 14.72, 0
789, 93382, 6.65, 282.60, 14.72, 0
789, 93378, 7.70, 287.90, 14.82, 0
790, 93367, 6.70, 287.40, 14.82, 0
791, 93357, 7.60, 290.10, 14.72, 0
792, 93348, 8.10, 295.30, 14.63, 0
793, 93331, 7.00, 285.80, 14.63, 0
795, 93314, 7.00, 294.50, 14.63, 0
796, 93298, 7.85, 296.60, 14.53, 0
797, 93293, 7.50, 293.00, 14.63, 0
797, 93288, 7.50, 41.00, 14.72, 0
797, 93284, 7.80, 290.20, 14.72, 0
799, 93265, 6.80, 288.00, 14.82, 0
801, 93246, 6.85, 293.00, 14.82, 0
802, 93228, 7.20, 292.10, 14.82, 0
803, 93222, 7.65, 289.70, 14.82, 0
803, 93216, 7.35, 287.90, 14.72, 0
804, 93210, 6.55, 287.90, 14.63, 0
806, 93183, 6.90, 296.30, 14.53, 0
809, 93157, 6.40, 289.40, 14.53, 0
811, 93132, 6.45, 290.50, 14.63, 0
811, 93130, 7.35, 294.40, 14.72, 0
811, 93128, 7.20, 294.40, 14.72, 0
811, 93126, 7.30, 296.40, 14.72, 0
813, 93112, 7.60, 298.10, 14.82, 0
814, 93099, 6.85, 293.30, 14.72, 0
815, 93086, 6.95, 289.40, 14.63, 0
818, 93055, 7.10, 293.10, 14.53, 0
818, 93047, 6.25, 290.50, 14.53, 0
819, 93040, 6.90, 293.40, 14.63, 0
820, 93027, 7.70, 296.50, 14.63, 0
821, 93014, 6.85, 290.80, 14.53, 0
822, 93002, 7.85, 295.40, 14.63, 0
823, 92996, 7.55, 298.80, 14.72, 0
823, 92990, 7.55, 41.00, 14.63, 0
824, 92984, 7.50, 292.70, 14.63, 0
826, 92966, 7.70, 292.90, 14.63, 0
827, 92949, 6.65, 290.90, 14.63, 0
829, 92932, 7.60, 298.40, 14.53, 0
831, 92907, 6.75, 290.40, 14.43, 0
832, 92889, 6.80, 298.40, 14.33, 0
834, 92872, 7.40, 296.40, 14.33, 0
835, 92861, 7.05, 289.00, 14.43, 0
836, 92850, 7.50, 293.50, 14.23, 0
837, 92840, 7.15, 296.60, 14.33, 0
839, 92815, 7.25, 294.80, 14.43, 0
841, 92791, 7.80, 297.40, 14.53, 0
843, 92768, 7.00, 293.80, 14.53, 0
844, 92759, 7.10, 293.50, 14.53, 0
845, 92750, 6.70, 292.70, 14.53, 0
846, 92742, 6.80, 294.30, 14.53, 0
846, 92732, 7.65, 295.70, 14.63, 0
847, 92723, 6.75, 291.70, 14.53, 0
848, 92714, 7.00, 294.90, 14.53, 0
853, 92660, 7.50, 293.50, 14.63, 0
854, 92647, 6.90, 296.70, 14.63, 0
855, 92634, 7.20, 297.30, 14.43, 0
857, 92618, 7.00, 300.40, 14.23, 0
858, 92603, 7.15, 298.00, 14.33, 0
859, 92588, 7.10, 291.80, 14.43, 0
