 Meteorological Profile: 20161103_nam12
 File start time : 16 11  3  0  0
 File ending time: 16 11  3 21  0
 
___________________________________________________ 
 Profile Time:  16 11  3 15  0
 Used Nearest Grid Point ( 146, 209) to Lat:    37.95, Lon:  -122.49
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
  1016  40.1  1022     0     0  12.6  82.4  -1.2 -0.61  1016  18.8   4.6  14.9   1.9  39.8   256  12.2   283   480     0     0     0     0     0  24.1   4.0     0     0   287  11.9                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000  -3.0 -0.72   181  13.4   1.6  68.3     0    286.6  -2.8  -1.3         
   975  -3.7  -1.7   394  14.4   3.4  60.3     0    289.6  -3.3  -2.4         
   950  -5.0  -2.0   614  14.0   3.9  51.0     0    291.4  -4.5  -3.0         
   925  -5.9  -3.0   839  14.0   4.2  33.2     0    293.7  -5.2  -4.1         
   900  -5.7  -3.6  1069  14.4   1.7  17.0     0    296.3  -4.8  -4.7         
   875  -4.6  -3.3  1306  14.4  0.99   9.1     0    298.8  -3.9  -4.1         
   850  -3.2  -3.9  1550  13.7     0   7.0     0    300.5  -2.4  -4.5         
   825  -1.3  -2.7  1801  13.0     0   7.0     0    302.4  -0.7  -2.9         
   800  0.65 -0.45  2058  12.2     0   9.0     0    304.2   0.7  -0.3         
   775   2.0   1.3  2323  11.2     0  13.0     0    305.8   1.7   1.7         
   750   2.6   2.3  2595   9.9 -0.97  17.0     0    307.3   2.1   2.8         
   725   2.8   3.0  2876   8.2     0  20.0     0    308.5   2.2   3.5         
   700   3.2   3.9  3164   6.4     0  20.0     0    309.6   2.4   4.5         
   650   4.8   5.5  3766   2.5  -1.4  24.0  2E-2    311.8   3.6   6.4         
   600   7.2   5.9  4408  -1.6  -1.2  26.0     0    314.3   5.8   7.3         
   550   9.6   6.5  5093  -6.4   1.6  21.0     0    316.5   8.1   8.2         
   500  14.4   9.7  5830 -11.6   3.2   9.0     0    318.9  12.1  12.4         
   450  14.6  12.2  6627 -18.3  0.86  12.0     0    320.2  11.8  14.9         
   400  14.7  12.2  7493 -25.4   1.5  10.0     0    322.0  11.9  14.9         
   350  17.8  10.5  8444 -33.5   1.6  13.0     0    323.6  15.3  13.9         
   300  12.4  10.3  9507 -42.2   1.2  44.5  2E-2    325.9  10.0  12.5         
   250  10.1  12.5 10716 -50.4   1.2  62.8  2E-2    331.1   7.4  14.2         
   200  15.8  20.2 12145 -57.1   1.0  46.5  3E-2    342.3  11.4  23.0         
   150  15.8  25.8 13941 -63.5   1.0   8.5  2E-2    360.7  10.3  28.5         
   100  12.0  14.6 16400 -66.9  0.22   4.5  2E-2    398.5   8.8  16.7         
    50   5.0   5.5 20603 -64.4  0.33   6.2  2E-2    491.7   3.8   6.4         
