 Meteorological Profile: 20161103_nam12
 File start time : 16 11  3  0  0
 File ending time: 16 11  3 21  0
 
___________________________________________________ 
 Profile Time:  16 11  3 18  0
 Used Nearest Grid Point ( 147, 208) to Lat:    37.87, Lon:  -122.33
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
  1019  32.1  1022     0     0  14.9  77.2  -1.9 -0.69  1019  55.2  26.9  23.2     0   524   543  16.8   273  1000     0     0     0     0     0  24.1   4.0     0     0   285  11.2                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000  -2.8 -0.62   187  14.5   2.3  74.1  0.32    287.6  -2.6  -1.2         
   975  -6.5  -2.3   402  14.2   3.6  61.1     0    289.5  -5.9  -3.5         
   950  -7.8  0.27   621  13.7  0.80  60.0     0    291.1  -7.7  -1.3         
   925  -7.3   2.1   846  15.0  -1.3  39.5     0    294.6  -7.5   0.6         
   900  -6.8   1.4  1078  15.7     0  18.1     0    297.7  -7.0   0.0         
   875  -5.7  0.73  1316  15.8 -0.92   6.0     0    300.2  -5.7  -0.4         
   850  -3.0  0.74  1561  15.8  -1.7   2.0     0    302.7  -3.1   0.1         
   825 -0.22  0.72  1813  14.6  -2.9   2.0     0    304.1  -0.4   0.7         
   800   1.4   1.6  2071  13.0  -2.7   2.0     0    305.0   1.0   1.8         
   775   2.4   2.3  2337  11.6  -3.5   3.0     0    306.3   1.9   2.7         
   750   2.5   3.0  2609  10.4  -3.3   4.0     0    307.9   1.9   3.5         
   725   2.4   3.6  2890   8.8  -2.7   6.0     0    309.1   1.6   4.0         
   700   2.4   4.0  3178   6.5  -1.6  12.0     0    309.7   1.5   4.4         
   650   3.7   3.8  3781   2.5  -1.3  24.0     0    311.8   2.9   4.5         
   600   5.2   2.9  4422  -1.8     0  27.0  2E-2    314.0   4.5   3.9         
   550   7.6   4.4  5107  -6.3   1.5  16.0     0    316.6   6.5   5.9         
   500  11.7   8.9  5845 -11.4   1.3   9.0  2E-2    319.1   9.7  11.1         
   450  10.8  11.0  6641 -17.9   1.9  14.0     0    320.7   8.4  12.9         
   400  13.5  12.1  7509 -25.1   2.6  15.0  3E-2    322.4  10.8  14.6         
   350  15.0  12.4  8462 -33.2   2.8  19.0  1E-2    324.0  12.2  15.2         
   300  11.7  12.8  9526 -41.9   1.7  34.0  2E-2    326.4   8.9  14.9         
   250  12.7  14.0 10736 -50.1     0  61.5  2E-2    331.5   9.6  16.3         
   200  16.2  16.6 12168 -56.4 -0.55  40.3  2E-2    343.5  12.6  19.5         
   150  14.3  21.6 13967 -63.1 -0.14   7.7  2E-2    361.5   9.7  24.0         
   100  10.9  14.1 16427 -66.9 -0.69   4.5  2E-2    398.5   7.9  16.0         
    50   5.7   5.6 20634 -64.3  0.67   5.2  2E-2    492.0   4.5   6.6         
