x1,y1,x2,y2,x3,y3,x4,y4,d1,d2,d3,d4,lat,lon,alt,time_est
147.0,209.0,148.0,209.0,147.0,208.0,148.0,208.0,0.047770048489,0.080756406689,0.057350877089,0.054902088689,37.925928,-122.330683,10.0,0 days 00:34:14.666667000
147.0,209.0,148.0,209.0,147.0,208.0,148.0,208.0,0.046759653649,0.079390375849,0.058411854249,0.055607697849,37.927,-122.329343,110.0,0 days 00:37:01.333333000
147.0,209.0,148.0,209.0,147.0,208.0,148.0,208.0,0.0457538249,0.0781793929,0.0594501289,0.0564409729,37.928043,-122.32857,210.0,0 days 00:39:48.000000000
147.0,209.0,148.0,209.0,147.0,208.0,148.0,208.0,0.045083816289,0.077618994489,0.060102504889,0.057202876489,37.928693,-122.328983,310.0,0 days 00:42:34.666667000
147.0,209.0,148.0,209.0,147.0,208.0,148.0,208.0,0.044985046224,0.077436623424,0.060214661824,0.057231495424,37.928807,-122.328668,410.0,0 days 00:45:21.333333000
147.0,209.0,148.0,209.0,147.0,208.0,148.0,208.0,0.0460205841,0.0783718401,0.0591957121,0.0561123001,37.92779,-122.32829,511.0,0 days 00:48:09.666667000
147.0,209.0,148.0,209.0,147.0,208.0,148.0,208.0,0.048401361764,0.081350298564,0.056724548164,0.054238366564,37.925303,-122.330542,611.0,0 days 00:50:56.333333000
147.0,209.0,148.0,209.0,147.0,208.0,148.0,208.0,0.050218775184,0.084464456384,0.054780782784,0.053590368384,37.92329,-122.335428,713.0,0 days 00:53:46.333333000
146.0,209.0,147.0,209.0,146.0,208.0,147.0,208.0,0.051471381649,0.052257405249,0.087619480849,0.052715875849,37.921082,-122.341193,815.0,0 days 00:56:36.333333000
147.0,208.0,146.0,208.0,147.0,209.0,146.0,209.0,0.051089862449,0.084320257449,0.054007173049,0.051546676649,37.919223,-122.347507,916.0,0 days 00:59:24.666667000
147.0,208.0,146.0,208.0,147.0,209.0,146.0,209.0,0.0484410521,0.0788881521,0.0572151001,0.0519692081,37.91601,-122.35801,1016.0,0 days 01:02:11.333333000
147.0,208.0,146.0,208.0,147.0,209.0,146.0,209.0,0.043858719504,0.072413189504,0.062429671104,0.055289720704,37.910918,-122.365152,1116.0,0 days 01:04:58.000000000
147.0,208.0,146.0,208.0,147.0,209.0,146.0,209.0,0.040112189689,0.067903194689,0.066488991089,0.058584999489,37.906937,-122.368033,1217.0,0 days 01:07:46.333333000
147.0,208.0,146.0,208.0,147.0,209.0,146.0,209.0,0.035333847225,0.062143822225,0.071718000225,0.062832238225,37.901833,-122.371735,1318.0,0 days 01:10:34.666667000
147.0,208.0,146.0,208.0,147.0,209.0,146.0,209.0,0.0301698836,0.0556270336,0.0775933456,0.0673537376,37.896175,-122.37684,1421.0,0 days 01:13:26.333333000
147.0,208.0,146.0,208.0,147.0,209.0,146.0,209.0,0.026682276689,0.050962031689,0.081784928089,0.070367036489,37.892215,-122.381283,1521.0,0 days 01:16:13.000000000
147.0,208.0,146.0,208.0,147.0,209.0,146.0,209.0,0.022159403584,0.045567573584,0.086879791184,0.074589656784,37.887317,-122.384572,1622.0,0 days 01:19:01.333333000
147.0,208.0,146.0,208.0,147.0,209.0,146.0,209.0,0.017294588484,0.040224168484,0.092077090884,0.079308005284,37.882237,-122.386378,1724.0,0 days 01:21:51.333333000
147.0,208.0,146.0,208.0,147.0,209.0,146.0,209.0,0.005376927364,0.028183547364,0.104082280964,0.091190142564,37.870263,-122.386842,1825.0,0 days 01:24:39.666667000
147.0,208.0,146.0,208.0,147.0,207.0,146.0,207.0,0.005563391684,0.024688471684,0.110375449284,0.126193994884,37.866658,-122.386078,1925.0,0 days 01:27:26.333333000
147.0,208.0,146.0,208.0,147.0,207.0,146.0,207.0,0.009000301504,0.021262271504,0.106813269904,0.122744620304,37.86317,-122.385652,2026.0,0 days 01:30:14.666667000
146.0,208.0,147.0,208.0,146.0,209.0,147.0,209.0,0.014944329369,0.015300774369,0.104592982169,0.117358089769,37.856955,-122.386363,2126.0,0 days 01:33:01.333333000
146.0,208.0,147.0,208.0,146.0,209.0,147.0,209.0,0.008277819289,0.021955074289,0.111070334489,0.123982362889,37.850368,-122.386917,2226.0,0 days 01:35:48.000000000
146.0,208.0,147.0,208.0,146.0,207.0,147.0,207.0,0.00816584,0.02798909,0.103772,0.08798576,37.844247,-122.3862,2328.0,0 days 01:38:38.000000000
