 Meteorological Profile: 20160519_nam12
 File start time : 16  5 19  0  0
 File ending time: 16  5 19 21  0
 
___________________________________________________ 
 Profile Time:  16  5 19 18  0
 Used Nearest Grid Point ( 412, 207) to Lat:    39.70, Lon:   -86.14
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
   994   232  1021     0     0  21.1  35.7  -3.3  -1.1   994   317   246  64.5  0.28   997  3194  25.5   288   744     0     0     0     0     0  24.2     0     0     0   280   8.4                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000  -2.8  -1.0   180  19.0  -4.7  36.2   1.3    292.1  -2.9  -0.9         
   975  -3.6  -1.3   397  16.2  -5.6  38.2   3.0    291.5  -3.7  -1.1         
   950  -4.1  -1.7   616  13.7  -2.9  42.2   3.1    291.1  -4.2  -1.4         
   925  -4.4  -1.7   840  11.5  -2.9  45.0   3.1    291.0  -4.5  -1.4         
   900  -4.6  -1.7  1067   9.3  -2.9  51.0   2.9    291.1  -4.7  -1.4         
   875  -4.8  -1.7  1300   7.2  -3.1  60.5   2.8    291.3  -4.9  -1.4         
   850  -4.9  -1.8  1538   4.8  -3.3  70.3   2.2    291.2  -5.0  -1.4         
   825  -5.7  -1.4  1780   3.0  -2.8  47.3   1.6    291.7  -5.8  -1.1         
   800  -6.7  -1.7  2029   2.7  -2.4  21.1  0.62    294.0  -6.8  -1.3         
   775  -6.4  -2.4  2285   2.4  -1.1  27.0     0    296.4  -6.6  -2.0         
   750  -5.1  -2.6  2549   1.1 -0.76  27.6     0    297.7  -5.3  -2.3         
   725  -3.4  -2.7  2821  0.38     0  19.2     0    299.9  -3.6  -2.5         
   700  -1.6  -2.7  3101 -0.32     0  12.6     0    302.1  -1.7  -2.6         
   650   1.2  -2.1  3691  -3.2  0.22   7.4     0    305.3   1.1  -2.1         
   600   3.3  -2.0  4318  -7.3   1.8   7.0     0    307.7   3.2  -2.2         
   550   7.3  -3.8  4990 -11.0   2.0   4.0  2E-2    311.0   7.1  -4.2         
   500  11.9  -4.1  5714 -16.3   3.7   5.0  2E-2    313.2  11.6  -4.9         
   450  16.2  -3.1  6498 -21.4   3.4   8.0  2E-2    316.3  16.0  -4.2         
   400  19.6  -1.9  7354 -28.2   1.9  13.0  2E-2    318.3  19.4  -3.2         
   350  24.0 -0.85  8294 -36.5   1.5  28.0  2E-2    319.6  23.9  -2.4         
   300  29.9   1.9  9343 -45.1  0.75  50.0  2E-2    321.8  30.0  -0.0         
   250  39.8   1.1 10536 -53.2   2.4  36.0  2E-2    327.0  39.8  -1.5         
   200  34.8   4.0 11959 -55.7  0.93  24.0  2E-2    344.5  35.0   1.7         
   150  27.1   4.8 13784 -57.4  -1.1   3.0  2E-2    371.2  27.3   3.0         
   100  16.0   5.1 16332 -59.0 -0.99   1.3  2E-2    413.7  16.3   4.0         
    50   5.1   4.0 20669 -57.9  3E-2   1.3  2E-2    507.1   5.3   3.6         
