 Meteorological Profile: 20160519_nam12
 File start time : 16  5 19  0  0
 File ending time: 16  5 19 21  0
 
___________________________________________________ 
 Profile Time:  16  5 19 21  0
 Used Nearest Grid Point ( 413, 208) to Lat:    39.80, Lon:   -85.99
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
   993   248  1022     0     0  20.3  37.3  -3.7 -0.63   993   195   174  64.4   1.1   674  3204  25.3   297   864     0     0     0     0     0  24.2     0     0     0   281   7.9                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000  -3.5 -0.69   186  19.3   1.2  36.9   1.2    292.5  -3.5  -0.5         
   975  -4.2 -0.72   403  17.5     0  38.9   2.5    292.8  -4.2  -0.4         
   950  -4.4 -0.75   623  15.3   1.7  42.5   2.6    292.7  -4.5  -0.5         
   925  -4.5 -0.69   848  13.0   2.1  48.0   2.5    292.6  -4.5  -0.4         
   900  -4.6 -0.67  1077  10.7   2.7  54.1   2.5    292.6  -4.6  -0.4         
   875  -4.7 -0.76  1311   8.5   5.2  60.5   2.2    292.6  -4.7  -0.4         
   850  -4.7 -0.71  1550   6.1   5.8  69.5   1.9    292.6  -4.7  -0.4         
   825  -5.0 -0.52  1793   3.9   6.5  69.5   1.2    292.7  -5.0  -0.2         
   800  -5.9     0  2043   3.5   8.0  25.6  0.50    294.9  -5.9   0.4         
   775  -5.1  -1.2  2300   2.8   6.4  26.9     0    296.9  -5.2  -0.8         
   750  -3.6  -1.7  2564   1.7   6.6  21.7     0    298.4  -3.7  -1.5         
   725  -2.2  -1.5  2837   1.3   6.4  14.1     0    300.8  -2.3  -1.4         
   700 -0.49  -1.0  3118  0.25   5.4   9.4     0    302.8  -0.6  -1.0         
   650   2.5  0.16  3708  -3.1   5.1   6.4     0    305.5   2.5  -0.0         
   600   4.8  1E-1  4336  -7.0   7.1   6.3     0    308.0   4.8  -0.2         
   550   7.7  -1.6  5009 -11.0   7.9   3.3     0    311.1   7.6  -2.1         
   500  11.8  -1.7  5733 -15.8  10.5   5.4  2E-2    313.8  11.7  -2.5         
   450  15.4  -2.0  6519 -21.3   9.2  10.1  2E-2    316.5  15.3  -3.0         
   400  18.6  -2.3  7374 -28.4   8.9  11.0  2E-2    318.1  18.4  -3.6         
   350  23.7  -1.4  8315 -36.0   8.0  21.0  2E-2    320.2  23.5  -3.0         
   300  33.4  -4.9  9368 -43.4   7.4  16.4  2E-2    324.2  33.0  -7.1         
   250  58.1  -8.0 10575 -50.8   5.3  49.6  2E-2    330.6  57.4 -11.9         
   200  46.1  -9.2 11992 -60.7 -0.84  36.0  1E-2    336.7  45.4 -12.2         
   150  27.5   2.4 13798 -58.6  -1.4   3.0  2E-2    369.2  27.6   0.6         
   100  16.8   4.7 16340 -59.0 -0.45   1.3  2E-2    413.8  17.1   3.5         
    50   6.9   1.7 20683 -57.4   1.1   1.3  2E-2    508.3   7.0   1.2         
