 Meteorological Profile: 20160519_nam12
 File start time : 16  5 19  0  0
 File ending time: 16  5 19 21  0
 
___________________________________________________ 
 Profile Time:  16  5 19 18  0
 Used Nearest Grid Point ( 411, 207) to Lat:    39.70, Lon:   -86.28
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
   993   240  1021     0     0  21.1  35.7  -3.3  -1.1   993   313   246  67.6   1.1   997  3194  25.8   294   864     0     0     0     0     0  24.2     0     0     0   280   8.4                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000  -2.8 -0.80   180  19.0  -5.6  36.2   1.3    292.1  -2.8  -0.6         
   975  -3.6  -1.3   397  16.4  -5.6  38.2   3.0    291.6  -3.7  -1.1         
   950  -4.1  -1.7   616  13.9  -4.7  41.2   3.1    291.3  -4.2  -1.4         
   925  -4.4  -1.8   840  11.6  -4.7  44.0   3.1    291.2  -4.5  -1.5         
   900  -4.6  -1.8  1068   9.4  -2.9  50.0   2.9    291.2  -4.7  -1.5         
   875  -4.8  -1.8  1300   7.3  -3.1  58.5   2.8    291.4  -4.9  -1.5         
   850  -4.8  -1.8  1538   4.9  -3.3  69.3   2.2    291.3  -4.9  -1.5         
   825  -5.7  -1.7  1781   3.0  -2.8  49.3   1.8    291.7  -5.8  -1.3         
   800  -6.8  -1.8  2029   2.7  -2.4  24.1  0.62    294.0  -6.9  -1.4         
   775  -6.4  -2.4  2285   2.4  -1.1  29.0     0    296.4  -6.6  -2.0         
   750  -5.3  -2.5  2549   1.1 -0.76  27.6     0    297.7  -5.4  -2.2         
   725  -3.5  -2.6  2821  0.38     0  20.2     0    299.9  -3.7  -2.4         
   700  -1.7  -2.6  3102 -0.32     0  12.6     0    302.1  -1.8  -2.5         
   650   1.1  -1.9  3691  -3.2  0.22   7.4     0    305.3   1.0  -2.0         
   600   3.3  -1.9  4318  -7.3   1.8   7.0     0    307.7   3.2  -2.1         
   550   7.3  -3.6  4991 -11.0   2.0   4.0  2E-2    311.0   7.1  -4.1         
   500  11.6  -3.9  5714 -16.3   3.7   5.0  2E-2    313.2  11.3  -4.6         
   450  16.0  -2.9  6499 -21.4   3.4   8.0  2E-2    316.3  15.7  -3.9         
   400  19.4  -1.8  7355 -28.2   1.9  13.0  2E-2    318.3  19.2  -3.0         
   350  23.9 -0.85  8295 -36.5   1.5  28.0  2E-2    319.6  23.8  -2.4         
   300  29.7   1.8  9344 -45.0  0.75  49.0  2E-2    322.0  29.7  -0.1         
   250  40.0  0.86 10538 -53.1   3.2  36.0  2E-2    327.2  40.0  -1.7         
   200  34.8   3.6 11960 -55.8  0.93  25.0  2E-2    344.3  35.0   1.4         
   150  26.8   4.6 13784 -57.4  -1.1   3.0  2E-2    371.2  27.1   2.9         
   100  15.8   5.1 16332 -59.0 -0.99   1.3  2E-2    413.7  16.1   4.1         
    50   5.1   4.0 20669 -57.9  3E-2   1.3  2E-2    507.1   5.3   3.6         
