x1,y1,x2,y2,x3,y3,x4,y4,d1,d2,d3,d4,lat,lon,alt,time_est
150.0,204.0,149.0,204.0,150.0,205.0,149.0,205.0,0.051559566864,0.052412203264,0.087003492864,0.052763986064,37.544508,-121.964008,8.0,0 days 21:20:47.666667000
150.0,204.0,149.0,204.0,150.0,205.0,149.0,205.0,0.051767057569,0.052261702969,0.087499168569,0.052901128769,37.544328,-121.965363,109.0,0 days 21:23:36.000000000
149.0,204.0,148.0,204.0,149.0,205.0,148.0,205.0,0.051646459129,0.086565572529,0.053511180929,0.053113379729,37.543647,-121.967923,215.0,0 days 21:26:32.666667000
149.0,204.0,148.0,204.0,149.0,205.0,148.0,205.0,0.051129412209,0.085804404809,0.054032792409,0.053390685609,37.543103,-121.968847,316.0,0 days 21:29:21.000000000
149.0,204.0,148.0,204.0,149.0,205.0,148.0,205.0,0.0509026025,0.0853126025,0.0542684225,0.0533611225,37.542845,-121.96985,418.0,0 days 21:32:11.000000000
149.0,204.0,148.0,204.0,149.0,205.0,148.0,205.0,0.049627922689,0.083619694089,0.055565210489,0.054239365289,37.541517,-121.971433,522.0,0 days 21:35:04.333333000
149.0,204.0,148.0,204.0,149.0,205.0,148.0,205.0,0.0493491584,0.0831699924,0.0558558964,0.0543589844,37.541215,-121.97208,624.0,0 days 21:37:54.333333000
149.0,204.0,148.0,204.0,149.0,205.0,148.0,205.0,0.050207741225,0.084111798225,0.054991300225,0.053577674225,37.542085,-121.971765,726.0,0 days 21:40:44.333333000
148.0,205.0,149.0,205.0,148.0,204.0,149.0,204.0,0.049476379225,0.051815405225,0.086452103225,0.053472746225,37.545212,-121.975265,826.0,0 days 21:43:31.000000000
148.0,205.0,149.0,205.0,148.0,204.0,149.0,204.0,0.043971393424,0.047183732624,0.090340158224,0.058233453824,37.54982,-121.978568,926.0,0 days 21:46:17.666667000
148.0,205.0,149.0,205.0,148.0,204.0,149.0,204.0,0.039328913284,0.043295850084,0.093620652484,0.062267974884,37.553705,-121.981422,1027.0,0 days 21:49:06.000000000
148.0,205.0,149.0,205.0,148.0,204.0,149.0,204.0,0.028979175684,0.034388678884,0.101457356484,0.071546154084,37.562652,-121.986878,1129.0,0 days 21:51:56.000000000
148.0,205.0,149.0,205.0,148.0,204.0,149.0,204.0,0.019616509124,0.026120628324,0.108992593924,0.080175179524,37.57099,-121.991018,1232.0,0 days 21:54:47.666667000
149.0,205.0,148.0,205.0,149.0,204.0,148.0,204.0,0.017486157584,0.018268720784,0.088973032384,0.117353459984,37.579662,-121.992672,1333.0,0 days 21:57:36.000000000
149.0,205.0,148.0,205.0,149.0,204.0,148.0,204.0,0.00874852250001,0.0264430225,0.0979984025,0.1256713025,37.588472,-121.99535,1433.0,0 days 22:00:22.666667000
149.0,205.0,148.0,205.0,149.0,204.0,148.0,204.0,0.003689313609,0.030848086809,0.103451253409,0.130253086009,37.59364,-121.998647,1537.0,0 days 22:03:16.000000000
149.0,205.0,148.0,205.0,149.0,204.0,148.0,204.0,0.000652625283996,0.034162168484,0.106312470084,0.133490787684,37.596627,-121.997222,1638.0,0 days 22:06:04.333333000
149.0,205.0,148.0,205.0,149.0,206.0,148.0,206.0,0.006149655569,0.040420798369,0.099028741369,0.097987821569,37.602872,-121.997163,1741.0,0 days 22:08:56.000000000
149.0,205.0,148.0,205.0,149.0,206.0,148.0,206.0,0.011527951849,0.045258661049,0.093685888049,0.092104125849,37.608178,-121.999207,1844.0,0 days 22:11:47.666667000
149.0,205.0,148.0,205.0,149.0,206.0,148.0,206.0,0.0158939776,0.0490818736,0.0893722836,0.0872472976,37.612463,-122.00126,1946.0,0 days 22:14:37.666667000
149.0,205.0,148.0,205.0,149.0,206.0,148.0,206.0,0.019970533904,0.052791442704,0.085340720704,0.082848469904,37.61648,-122.002648,2046.0,0 days 22:17:24.333333000
149.0,205.0,148.0,205.0,149.0,206.0,148.0,206.0,0.025058902084,0.058071765284,0.080227857284,0.077927706084,37.6216,-122.001922,2146.0,0 days 22:20:11.000000000
149.0,205.0,148.0,205.0,149.0,206.0,148.0,206.0,0.026384459524,0.060508860324,0.078801908324,0.077614135524,37.623088,-121.997718,2246.0,0 days 22:22:57.666667000
150.0,205.0,149.0,205.0,150.0,206.0,149.0,206.0,0.027308042624,0.027394039824,0.112735385024,0.077762418624,37.624218,-121.993768,2347.0,0 days 22:25:46.000000000
150.0,205.0,149.0,205.0,150.0,206.0,149.0,206.0,0.0283726516,0.0292598576,0.1100870836,0.0759159316,37.626155,-121.99074,2447.0,0 days 22:28:32.666667000
150.0,205.0,149.0,205.0,150.0,206.0,149.0,206.0,0.030176787889,0.031691889689,0.107067463489,0.073524681889,37.62863,-121.988367,2548.0,0 days 22:31:21.000000000
150.0,205.0,149.0,205.0,150.0,206.0,149.0,206.0,0.032447367744,0.034029942544,0.104667609344,0.071192351744,37.630972,-121.988112,2648.0,0 days 22:34:07.666667000
150.0,205.0,149.0,205.0,150.0,206.0,149.0,206.0,0.035620694244,0.036429049444,0.102993272644,0.068743210244,37.633318,-121.991038,2749.0,0 days 22:36:56.000000000
150.0,205.0,149.0,205.0,150.0,206.0,149.0,206.0,0.0379566916,0.0383358656,0.1015029796,0.0668234116,37.635188,-121.99266,2849.0,0 days 22:39:42.666667000
150.0,205.0,149.0,205.0,150.0,206.0,149.0,206.0,0.040166563024,0.040262085824,0.099857820624,0.064894387024,37.637087,-121.993732,2949.0,0 days 22:42:29.333333000
