x1,y1,x2,y2,x3,y3,x4,y4,d1,d2,d3,d4,lat,lon,alt,time_est
148.0,207.0,147.0,207.0,148.0,208.0,147.0,208.0,0.025276008569,0.028037530969,0.110011237969,0.077205005569,37.79192,-122.302987,1.0,0 days 20:33:58.333333000
148.0,207.0,147.0,207.0,148.0,208.0,147.0,208.0,0.023527169025,0.026469285025,0.111425090025,0.078799724025,37.790357,-122.302305,102.0,0 days 20:34:54.444444000
148.0,207.0,147.0,207.0,148.0,208.0,147.0,208.0,0.024220109369,0.027193471769,0.110674378769,0.078080306369,37.791082,-122.302187,202.0,0 days 20:35:50.000000000
148.0,207.0,147.0,207.0,148.0,208.0,147.0,208.0,0.025084546409,0.028108220809,0.109717037809,0.077173353409,37.791998,-122.301997,304.0,0 days 20:36:46.666667000
148.0,207.0,147.0,207.0,148.0,208.0,147.0,208.0,0.026409590289,0.029586848689,0.108109285689,0.075719417289,37.79348,-122.301417,406.0,0 days 20:37:43.333333000
148.0,207.0,147.0,207.0,148.0,208.0,147.0,208.0,0.028439804944,0.031677702544,0.105967820544,0.073638682944,37.795572,-122.301188,511.0,0 days 20:38:41.666667000
148.0,207.0,147.0,207.0,148.0,208.0,147.0,208.0,0.031585314329,0.034681543929,0.103082546929,0.070611527329,37.798573,-122.301723,616.0,0 days 20:39:40.000000000
148.0,207.0,147.0,207.0,148.0,208.0,147.0,208.0,0.034902765904,0.037858916304,0.100023538304,0.067412227904,37.801747,-122.302252,716.0,0 days 20:40:35.555556000
148.0,207.0,147.0,207.0,148.0,208.0,147.0,208.0,0.039004204689,0.041757783089,0.096297820089,0.063483631689,37.80564,-122.303017,818.0,0 days 20:41:32.222222000
148.0,207.0,147.0,207.0,148.0,208.0,147.0,208.0,0.043611019569,0.045975341969,0.092419548969,0.059215516569,37.809843,-122.304487,918.0,0 days 20:42:27.777778000
148.0,207.0,147.0,207.0,148.0,208.0,147.0,208.0,0.050061555524,0.051729189124,0.087294537124,0.053392763524,37.81556,-122.307118,1019.0,0 days 20:43:23.888889000
147.0,208.0,148.0,208.0,147.0,207.0,148.0,207.0,0.047959024089,0.082673635689,0.057117572689,0.056261551089,37.820888,-122.310183,1121.0,0 days 20:44:20.555556000
146.0,208.0,147.0,208.0,146.0,207.0,147.0,207.0,0.0423437156,0.0427848656,0.0974370596,0.0622833476,37.82598,-122.31306,1221.0,0 days 20:45:16.111111000
146.0,208.0,147.0,208.0,146.0,207.0,147.0,207.0,0.035913634624,0.037089364624,0.102421775424,0.068002089024,37.831612,-122.315832,1326.0,0 days 20:46:14.444444000
146.0,208.0,147.0,208.0,146.0,207.0,147.0,207.0,0.030274468964,0.031907588964,0.107176504164,0.073213862564,37.836762,-122.317558,1432.0,0 days 20:47:13.333333000
