 Meteorological Profile: 20161102_nam12
 File start time : 16 11  2  0  0
 File ending time: 16 11  2 21  0
 
___________________________________________________ 
 Profile Time:  16 11  2 18  0
 Used Nearest Grid Point ( 149, 210) to Lat:    38.12, Lon:  -122.11
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
  1018  40.1  1023     0     0  13.4  82.7  -2.5 -0.42  1018  59.6   133  51.3  0.94   527   516  18.6   285   504     0     0     0     0     0  24.2   6.0     0     0   288  13.6                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000  -3.2 -0.45   189  11.8     0  90.2  0.90    284.9  -3.0  -1.1         
   975  -4.6     0   402  12.0  0.32  81.6     0    287.3  -4.5  -0.9         
   950  -5.1   1.9   619  11.2   1.1  84.9     0    288.6  -5.4   0.9         
   925  -4.9   3.8   842  10.4   2.5  65.2     0    289.9  -5.5   2.7         
   900  -4.1   3.8  1070  11.1   2.4  35.2     0    293.0  -4.7   2.9         
   875  -2.8   2.7  1305  11.4   2.8  13.1     0    295.6  -3.3   2.1         
   850 -0.68   1.5  1546  11.1   2.7   3.4     0    297.8  -1.0   1.4         
   825  0.96   1.6  1794  10.7   1.3   1.2     0    299.9   0.6   1.8         
   800   1.6   2.4  2050  10.8 -0.70   1.0     0    302.7   1.1   2.7         
   775   1.5   3.1  2314  10.7 -0.99   1.0     0    305.4   0.8   3.3         
   750  0.93   3.2  2586   9.9  -2.1   1.0     0    307.3   0.3   3.3         
   725  0.43   2.9  2866   8.0 -0.91   3.0     0    308.3  -0.2   2.9         
   700 -0.25   2.7  3153   5.6  0.28   4.0     0    308.7  -0.8   2.6         
   650  -1.0   2.9  3752   1.5   2.2   6.0     0    310.7  -1.5   2.6         
   600   1.6   2.8  4393 -0.92   2.2  10.0  2E-2    315.1   1.0   3.0         
   550   6.7   2.8  5082  -4.5  0.53   7.0  2E-2    318.8   6.0   4.1         
   500  11.0   3.2  5825  -9.5 -0.49   9.0  2E-2    321.5  10.1   5.3         
   450  12.2   3.9  6628 -16.2  -1.3  16.0  2E-2    322.9  11.2   6.3         
   400  13.5   3.3  7501 -23.9  -2.0  36.0  2E-2    324.0  12.5   5.9         
   350  13.7   2.0  8458 -32.0 -0.73  61.0  2E-2    325.6  13.0   4.7         
   300  12.2   2.3  9527 -40.8 -0.72  70.0  2E-2    327.9  11.5   4.7         
   250  10.8   3.3 10743 -48.0  0.55  38.0  2E-2    334.7   9.9   5.4         
   200   7.5   2.7 12194 -54.8     0  12.5  2E-2    346.0   6.8   4.2         
   150  13.5   4.4 14000 -62.4  0.61   7.7  2E-2    362.6  12.3   7.0         
   100   9.4   6.9 16443 -70.9   1.1  10.6  2E-2    390.8   7.9   8.6         
    50   3.9   4.8 20600 -65.4 -0.19   7.2  2E-2    489.5   2.8   5.5         
