Altitude (m MSL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%)
797, 93072, 7.85, 303.40, 12.69, 0
798, 93054, 9.10, 296.30, 12.59, 0
801, 93022, 8.40, 293.20, 12.69, 0
802, 93006, 9.55, 301.40, 12.69, 0
804, 92986, 9.50, 295.60, 12.59, 0
805, 92976, 9.70, 305.00, 12.69, 0
806, 92962, 8.10, 294.10, 12.59, 0
807, 92950, 9.65, 303.70, 12.59, 0
809, 92938, 8.50, 303.00, 12.69, 0
810, 92917, 9.30, 297.30, 12.69, 0
812, 92896, 8.30, 305.70, 12.69, 0
814, 92876, 8.65, 295.50, 12.50, 0
816, 92855, 9.55, 305.80, 12.50, 0
818, 92834, 8.45, 298.40, 12.50, 0
820, 92814, 9.50, 298.90, 12.59, 0
820, 92804, 8.10, 306.80, 12.59, 0
821, 92794, 9.40, 296.80, 12.50, 0
822, 92784, 9.40, 303.50, 12.50, 0
824, 92761, 8.60, 298.20, 12.50, 0
826, 92738, 9.50, 298.70, 12.50, 0
828, 92716, 7.90, 305.00, 12.50, 0
830, 92697, 9.40, 298.90, 12.40, 0
832, 92679, 8.95, 304.20, 12.50, 0
833, 92662, 8.30, 297.60, 12.40, 0
834, 92657, 9.70, 303.70, 12.40, 0
834, 92652, 8.55, 302.00, 12.40, 0
834, 92648, 9.20, 298.30, 12.31, 0
836, 92628, 8.90, 306.60, 12.31, 0
838, 92609, 8.65, 297.00, 12.21, 0
840, 92590, 9.60, 301.90, 12.21, 0
841, 92579, 8.00, 304.70, 12.31, 0
841, 92568, 9.90, 298.30, 12.31, 0
842, 92558, 8.80, 303.90, 12.40, 0
844, 92539, 8.25, 296.50, 12.40, 0
846, 92521, 9.55, 307.10, 12.50, 0
847, 92504, 8.35, 299.00, 12.50, 0
849, 92488, 9.30, 299.30, 12.50, 0
850, 92473, 8.10, 306.40, 12.50, 0
851, 92458, 9.40, 296.50, 12.40, 0
853, 92436, 8.65, 303.90, 12.40, 0
855, 92415, 8.55, 297.50, 12.31, 0
857, 92394, 9.65, 303.90, 12.31, 0
858, 92383, 8.15, 299.40, 12.31, 0
859, 92373, 10.30, 302.80, 12.31, 0
860, 92364, 8.20, 305.60, 12.31, 0
866, 92290, 8.90, 296.90, 12.40, 0
868, 92272, 8.40, 306.40, 12.40, 0
870, 92254, 8.65, 297.30, 12.40, 0
871, 92238, 8.00, 297.20, 12.40, 0
872, 92223, 7.80, 299.50, 12.40, 0
874, 92208, 9.20, 297.90, 12.40, 0
875, 92194, 7.50, 303.00, 12.50, 0
876, 92181, 8.65, 297.00, 12.40, 0
877, 92168, 8.40, 304.20, 12.50, 0
880, 92143, 7.80, 296.40, 12.50, 0
882, 92118, 8.80, 301.70, 12.59, 0
884, 92094, 7.00, 301.70, 12.59, 0
884, 92089, 8.45, 299.00, 12.69, 0
885, 92084, 7.50, 304.50, 12.78, 0
885, 92080, 7.65, 294.50, 12.78, 0
887, 92063, 7.85, 304.40, 12.78, 0
888, 92046, 7.50, 299.10, 12.88, 0
890, 92030, 8.15, 301.50, 12.88, 0
891, 92018, 6.20, 307.00, 12.88, 0
892, 92007, 7.15, 301.60, 12.98, 0
893, 91996, 7.25, 302.70, 13.07, 0
895, 91972, 6.45, 302.00, 13.07, 0
897, 91949, 7.60, 310.40, 13.17, 0
899, 91926, 6.50, 304.80, 13.07, 0
901, 91901, 7.70, 304.00, 12.98, 0
903, 91877, 6.75, 309.70, 12.98, 0
906, 91854, 7.30, 306.00, 12.98, 0
906, 91847, 7.80, 308.50, 12.98, 0
907, 91841, 7.20, 302.40, 12.98, 0
907, 91836, 8.10, 308.20, 12.98, 0
914, 91761, 6.20, 303.40, 12.88, 0
916, 91742, 7.40, 307.90, 12.98, 0
917, 91724, 7.15, 309.40, 12.98, 0
917, 91722, 6.85, 301.30, 12.98, 0
918, 91720, 6.45, 315.60, 12.88, 0
918, 91718, 7.35, 304.40, 12.98, 0
920, 91693, 6.85, 311.00, 12.98, 0
922, 91669, 6.30, 306.10, 12.88, 0
924, 91646, 8.15, 312.40, 12.88, 0
926, 91623, 6.40, 304.40, 12.88, 0
928, 91600, 6.85, 308.10, 12.78, 0
930, 91578, 6.80, 314.30, 12.88, 0
931, 91570, 7.60, 306.30, 12.78, 0
932, 91562, 6.80, 313.10, 12.88, 0
933, 91554, 6.30, 302.40, 12.98, 0
935, 91526, 7.80, 314.20, 12.88, 0
938, 91499, 6.30, 312.00, 12.88, 0
940, 91472, 5.80, 300.80, 12.78, 0
941, 91466, 7.00, 313.70, 12.78, 0
941, 91460, 6.80, 306.20, 12.78, 0
942, 91454, 7.45, 308.80, 12.78, 0
949, 91376, 6.15, 311.40, 12.69, 0
950, 91357, 6.75, 322.30, 12.78, 0
952, 91338, 6.60, 306.60, 12.69, 0
953, 91324, 6.40, 313.00, 12.69, 0
955, 91310, 6.50, 324.40, 12.69, 0
956, 91296, 6.45, 309.20, 12.59, 0
958, 91275, 6.95, 316.60, 12.69, 0
960, 91255, 6.05, 318.70, 12.69, 0
961, 91236, 6.15, 316.20, 12.59, 0
966, 91186, 6.55, 318.90, 12.59, 0
967, 91174, 6.75, 310.10, 12.69, 0
968, 91162, 7.10, 323.70, 12.69, 0
970, 91136, 6.00, 312.40, 12.69, 0
973, 91111, 7.10, 312.80, 12.78, 0
975, 91086, 6.05, 319.60, 12.78, 0
977, 91065, 6.15, 315.10, 12.59, 0
979, 91045, 6.60, 320.80, 12.59, 0
980, 91026, 6.60, 307.10, 12.40, 0
982, 91005, 7.10, 322.40, 12.50, 0
984, 90984, 5.80, 316.20, 12.50, 0
986, 90964, 7.35, 320.80, 12.40, 0
987, 90948, 6.15, 322.70, 12.50, 0
989, 90933, 6.90, 307.50, 12.50, 0
990, 90918, 6.30, 322.00, 12.50, 0
999, 90823, 6.60, 311.50, 12.31, 0
1001, 90799, 6.45, 319.40, 12.31, 0
1003, 90776, 6.10, 316.90, 12.21, 0
1005, 90752, 7.45, 320.10, 12.31, 0
1007, 90729, 6.05, 313.30, 12.12, 0
1009, 90706, 7.20, 315.70, 12.12, 0
1011, 90689, 5.35, 326.30, 12.21, 0
1012, 90673, 6.40, 323.70, 12.12, 0
1014, 90658, 6.75, 329.10, 12.21, 0
1015, 90640, 6.85, 320.00, 12.21, 0
1017, 90622, 6.30, 329.80, 12.21, 0
1019, 90604, 6.50, 320.80, 12.31, 0
1021, 90578, 6.30, 41.00, 12.31, 0
1023, 90553, 5.60, 328.90, 12.12, 0
1026, 90528, 7.10, 316.90, 12.12, 0
1027, 90509, 4.90, 327.20, 12.12, 0
1029, 90491, 6.90, 320.70, 12.02, 0
1030, 90474, 6.60, 320.50, 12.12, 0
1034, 90431, 7.15, 323.30, 12.12, 0
1036, 90410, 6.40, 322.80, 12.21, 0
1040, 90375, 5.75, 313.50, 12.12, 0
1043, 90340, 7.25, 318.30, 12.02, 0
1046, 90306, 6.25, 315.30, 12.02, 0
1050, 90256, 6.95, 326.40, 12.02, 0
1051, 90244, 5.25, 317.80, 12.02, 0
1053, 90232, 6.35, 321.30, 11.83, 0
1054, 90219, 6.35, 327.20, 11.93, 0
1055, 90206, 5.65, 316.70, 11.83, 0
1056, 90194, 5.95, 327.70, 11.83, 0
1058, 90174, 5.95, 321.80, 11.93, 0
1060, 90155, 5.80, 322.80, 11.93, 0
1061, 90136, 6.15, 328.90, 12.02, 0
1063, 90113, 5.85, 325.00, 12.02, 0
1065, 90090, 6.30, 321.00, 11.93, 0
1068, 90068, 5.10, 329.90, 11.93, 0
1069, 90051, 5.10, 326.50, 11.74, 0
1070, 90035, 6.25, 330.00, 11.74, 0
1072, 90020, 5.30, 317.60, 11.74, 0
1074, 90001, 6.25, 327.80, 11.74, 0
1075, 89982, 5.15, 326.10, 11.83, 0
1077, 89964, 5.50, 317.90, 11.64, 0
1079, 89942, 6.50, 330.90, 11.64, 0
1081, 89920, 5.20, 316.40, 11.55, 0
1083, 89898, 5.75, 330.10, 11.55, 0
1084, 89890, 6.25, 328.70, 11.64, 0
1084, 89883, 5.55, 310.30, 11.64, 0
1085, 89876, 6.40, 329.90, 11.74, 0
1087, 89854, 5.70, 326.50, 11.83, 0
1089, 89833, 5.05, 323.00, 11.74, 0
1091, 89812, 6.65, 327.20, 11.74, 0
1092, 89797, 4.95, 316.50, 11.64, 0
1094, 89782, 5.70, 323.60, 11.55, 0
1095, 89768, 6.55, 317.30, 11.55, 0
1096, 89760, 4.90, 324.70, 11.55, 0
1096, 89753, 4.90, 325.10, 11.55, 0
1097, 89746, 4.90, 319.00, 11.45, 0
1099, 89725, 5.35, 326.00, 11.45, 0
1101, 89704, 5.30, 318.50, 11.55, 0
1103, 89684, 4.30, 319.40, 11.45, 0
1103, 89680, 5.65, 319.30, 11.55, 0
1103, 89677, 4.30, 311.80, 11.55, 0
1104, 89674, 4.50, 333.00, 11.55, 0
1105, 89657, 5.20, 314.80, 11.55, 0
1107, 89640, 4.50, 316.40, 11.64, 0
1108, 89624, 5.40, 324.60, 11.74, 0
1109, 89612, 4.05, 303.10, 11.74, 0
1110, 89601, 4.65, 320.10, 11.74, 0
1111, 89590, 4.75, 316.40, 11.83, 0
1116, 89543, 4.20, 323.60, 11.93, 0
1117, 89531, 5.05, 305.40, 12.02, 0
1118, 89520, 3.60, 317.80, 12.12, 0
1119, 89507, 4.10, 319.70, 12.21, 0
1120, 89494, 3.70, 303.20, 12.31, 0
1121, 89482, 5.00, 320.70, 12.31, 0
1126, 89431, 4.15, 309.70, 12.50, 0
1127, 89418, 4.85, 326.50, 12.59, 0
1128, 89406, 3.95, 301.70, 12.59, 0
1129, 89401, 4.45, 322.20, 12.69, 0
1129, 89396, 5.05, 312.50, 12.69, 0
1130, 89392, 4.00, 321.60, 12.69, 0
1134, 89342, 5.30, 307.20, 12.78, 0
1135, 89330, 4.35, 321.10, 12.78, 0
1136, 89318, 5.35, 313.90, 12.88, 0
1138, 89300, 3.85, 320.20, 12.88, 0
1140, 89283, 5.25, 317.00, 12.88, 0
1141, 89266, 4.30, 307.60, 12.88, 0
1143, 89250, 5.15, 319.90, 12.98, 0
1144, 89234, 3.65, 317.00, 12.88, 0
1146, 89218, 5.30, 321.70, 12.98, 0
1147, 89200, 4.50, 313.80, 12.98, 0
1149, 89183, 4.50, 325.80, 12.98, 0
1150, 89166, 5.10, 310.80, 12.98, 0
1151, 89155, 4.20, 323.30, 12.98, 0
1152, 89145, 5.65, 324.50, 12.98, 0
1153, 89136, 3.90, 314.50, 12.98, 0
1153, 89133, 4.95, 323.10, 12.98, 0
1154, 89130, 5.25, 313.30, 12.98, 0
1154, 89128, 3.95, 328.00, 12.98, 0
1155, 89111, 5.55, 319.30, 12.98, 0
1157, 89095, 4.15, 322.00, 12.98, 0
1158, 89080, 5.40, 326.10, 12.98, 0
1160, 89061, 4.30, 311.30, 12.98, 0
1162, 89042, 5.10, 330.10, 12.98, 0
1163, 89024, 4.95, 313.70, 12.98, 0
1164, 89018, 4.10, 324.70, 12.98, 0
1164, 89013, 5.85, 325.20, 12.98, 0
1165, 89008, 4.00, 324.60, 12.98, 0
1166, 88998, 4.85, 325.10, 12.98, 0
1167, 88989, 4.95, 312.00, 12.98, 0
1167, 88980, 4.40, 328.40, 12.98, 0
1169, 88962, 5.60, 323.60, 12.98, 0
1171, 88945, 4.20, 331.50, 12.98, 0
1172, 88928, 5.20, 326.70, 13.07, 0
1174, 88913, 4.75, 312.50, 12.98, 0
1175, 88899, 4.55, 334.20, 12.98, 0
1176, 88886, 5.35, 319.70, 12.98, 0
1178, 88867, 4.00, 329.90, 12.98, 0
1179, 88849, 5.00, 328.30, 12.98, 0
1181, 88832, 4.20, 311.60, 12.98, 0
1187, 88770, 5.20, 317.60, 12.98, 0
1188, 88755, 4.25, 334.40, 12.98, 0
1190, 88740, 4.70, 319.70, 12.98, 0
1191, 88722, 3.95, 315.30, 12.88, 0
1193, 88705, 5.20, 331.60, 12.98, 0
1194, 88688, 4.20, 315.00, 12.98, 0
1195, 88687, 4.15, 326.20, 12.98, 0
1195, 88686, 5.25, 318.80, 12.98, 0
1195, 88686, 3.85, 327.30, 12.98, 0
1196, 88671, 4.85, 319.60, 12.98, 0
1197, 88656, 4.45, 313.60, 12.98, 0
1199, 88642, 4.45, 333.60, 12.98, 0
1201, 88615, 3.95, 323.40, 12.88, 0
1202, 88602, 5.30, 322.40, 12.98, 0
1206, 88559, 4.05, 324.00, 12.88, 0
1207, 88548, 4.90, 318.20, 12.88, 0
1208, 88538, 3.05, 317.50, 12.88, 0
1210, 88519, 4.60, 307.20, 12.88, 0
1211, 88510, 3.75, 321.50, 12.88, 0
1213, 88491, 5.10, 319.50, 12.88, 0
1214, 88473, 3.60, 317.20, 12.88, 0
1216, 88456, 4.40, 327.00, 12.98, 0
1217, 88441, 3.90, 325.70, 12.88, 0
1218, 88434, 5.05, 320.00, 12.88, 0
1220, 88413, 3.15, 321.90, 12.88, 0
1222, 88393, 4.30, 320.00, 12.88, 0
1224, 88374, 4.00, 305.90, 12.88, 0
1224, 88368, 4.15, 328.40, 12.88, 0
1225, 88363, 4.70, 312.80, 12.88, 0
1225, 88358, 3.80, 310.50, 12.88, 0
1226, 88347, 5.10, 326.90, 12.88, 0
1227, 88336, 3.85, 306.50, 12.88, 0
1228, 88326, 3.85, 321.80, 12.88, 0
1229, 88317, 4.70, 314.90, 12.88, 0
1230, 88309, 4.15, 326.90, 12.88, 0
1230, 88302, 4.95, 314.40, 12.98, 0
1232, 88281, 3.85, 327.20, 12.98, 0
1234, 88260, 4.70, 322.10, 12.98, 0
1236, 88240, 4.20, 305.70, 12.98, 0
1237, 88225, 5.05, 323.40, 13.07, 0
1239, 88207, 3.45, 308.20, 12.98, 0
1241, 88190, 4.70, 320.70, 13.07, 0
1242, 88175, 4.70, 309.10, 13.07, 0
1243, 88160, 3.90, 329.50, 13.07, 0
1245, 88146, 4.55, 308.10, 13.07, 0
1246, 88131, 3.70, 311.80, 13.07, 0
1247, 88116, 5.15, 323.30, 13.07, 0
1249, 88102, 3.70, 306.40, 13.07, 0
1250, 88093, 5.00, 312.00, 13.07, 0
1251, 88076, 3.80, 309.80, 12.98, 0
1253, 88060, 4.80, 327.70, 13.07, 0
1254, 88043, 4.20, 303.30, 13.07, 0
1256, 88027, 4.20, 319.60, 13.07, 0
1257, 88012, 5.25, 311.60, 13.07, 0
1259, 87995, 3.55, 318.30, 12.98, 0
1260, 87978, 5.10, 317.50, 13.07, 0
1262, 87962, 4.60, 300.30, 13.07, 0
1264, 87943, 5.50, 312.50, 13.07, 0
1264, 87938, 4.50, 302.80, 13.07, 0
1264, 87934, 4.75, 322.90, 13.17, 0
1268, 87892, 4.10, 306.60, 13.07, 0
1270, 87872, 5.30, 317.10, 13.17, 0
1271, 87859, 4.05, 303.80, 13.17, 0
1273, 87847, 4.60, 308.50, 13.07, 0
1274, 87836, 5.60, 307.10, 13.07, 0
1276, 87814, 4.40, 312.70, 13.07, 0
1278, 87793, 5.20, 311.00, 13.07, 0
1280, 87772, 4.90, 304.10, 13.07, 0
1281, 87761, 4.65, 296.00, 13.07, 0
1282, 87748, 4.85, 320.40, 13.07, 0
1283, 87730, 5.15, 303.90, 13.07, 0
1285, 87713, 4.40, 311.90, 12.98, 0
1287, 87696, 5.80, 312.90, 12.98, 0
1289, 87675, 3.95, 299.30, 12.98, 0
1291, 87654, 4.85, 310.40, 12.98, 0
1292, 87634, 5.40, 299.90, 12.98, 0
1293, 87630, 4.10, 315.40, 12.98, 0
1293, 87627, 5.60, 303.90, 12.98, 0
1293, 87624, 4.30, 307.70, 12.98, 0
1294, 87616, 5.20, 317.20, 12.98, 0
1295, 87608, 4.80, 300.60, 12.98, 0
1296, 87600, 4.60, 311.70, 12.98, 0
1297, 87581, 5.70, 305.00, 12.98, 0
1299, 87563, 4.05, 307.20, 12.88, 0
1301, 87546, 5.30, 314.40, 12.98, 0
1302, 87527, 4.85, 296.20, 12.88, 0
1304, 87508, 4.30, 313.40, 12.88, 0
1306, 87490, 5.75, 300.90, 12.88, 0
1307, 87477, 4.40, 306.70, 12.88, 0
1308, 87464, 5.30, 312.20, 12.88, 0
1310, 87452, 4.30, 291.10, 12.88, 0
1314, 87401, 5.45, 308.40, 12.88, 0
1315, 87388, 3.90, 298.00, 12.88, 0
1317, 87376, 5.25, 312.80, 12.88, 0
1318, 87363, 4.65, 295.20, 12.88, 0
1319, 87350, 4.40, 314.30, 12.88, 0
1320, 87338, 5.60, 300.50, 12.88, 0
1322, 87321, 4.15, 306.10, 12.88, 0
1323, 87303, 5.50, 313.90, 12.98, 0
1325, 87286, 4.10, 299.50, 12.98, 0
1325, 87282, 4.85, 312.30, 12.98, 0
1326, 87278, 5.30, 302.60, 12.98, 0
1326, 87274, 4.20, 320.90, 12.98, 0
1328, 87252, 5.15, 308.10, 12.98, 0
1330, 87230, 4.10, 308.90, 12.98, 0
1332, 87208, 5.35, 321.70, 12.98, 0
1334, 87191, 4.40, 303.10, 12.98, 0
1336, 87174, 4.70, 316.50, 12.98, 0
1337, 87158, 5.40, 305.70, 12.98, 0
1338, 87152, 4.10, 320.00, 12.98, 0
1338, 87146, 5.30, 314.40, 12.98, 0
1339, 87140, 3.95, 308.00, 12.98, 0
1340, 87131, 5.30, 323.30, 12.98, 0
1340, 87123, 5.25, 315.40, 12.98, 0
1341, 87116, 3.80, 322.00, 12.98, 0
1343, 87097, 4.90, 313.40, 12.98, 0
1344, 87079, 4.10, 317.10, 12.88, 0
1346, 87062, 5.60, 326.60, 12.98, 0
1347, 87048, 4.40, 310.50, 12.98, 0
1349, 87034, 4.40, 319.70, 12.98, 0
1350, 87020, 5.65, 314.80, 12.98, 0
1351, 87004, 3.60, 324.50, 12.88, 0
1353, 86989, 4.85, 320.50, 12.88, 0
1354, 86974, 4.55, 303.40, 12.88, 0
1355, 86970, 4.30, 324.10, 12.88, 0
1355, 86966, 4.90, 311.90, 12.88, 0
1355, 86962, 4.05, 326.60, 12.88, 0
1357, 86944, 5.40, 320.10, 12.88, 0
1359, 86926, 3.70, 313.20, 12.88, 0
1361, 86908, 5.10, 324.50, 12.88, 0
1362, 86897, 5.10, 311.50, 12.88, 0
1362, 86887, 4.15, 331.20, 12.88, 0
1363, 86878, 5.00, 317.20, 12.88, 0
1365, 86860, 4.05, 314.20, 12.88, 0
1367, 86843, 5.40, 324.10, 12.88, 0
1368, 86826, 4.80, 316.20, 12.88, 0
1369, 86816, 4.35, 329.30, 12.88, 0
1370, 86807, 5.35, 317.10, 12.88, 0
1371, 86798, 3.80, 319.20, 12.78, 0
1372, 86785, 5.40, 329.30, 12.88, 0
1373, 86772, 4.45, 315.30, 12.88, 0
1375, 86760, 3.85, 323.50, 12.88, 0
1376, 86743, 5.10, 321.10, 12.88, 0
1378, 86727, 4.00, 328.30, 12.78, 0
1379, 86712, 5.25, 324.00, 12.88, 0
1386, 86641, 3.90, 326.60, 12.78, 0
1387, 86623, 4.95, 321.10, 12.88, 0
1389, 86606, 5.05, 313.70, 12.78, 0
1389, 86604, 3.55, 327.80, 12.78, 0
1389, 86603, 5.25, 314.90, 12.78, 0
1389, 86602, 4.30, 320.80, 12.78, 0
1390, 86591, 5.15, 331.40, 12.78, 0
1391, 86581, 4.65, 308.00, 12.78, 0
1392, 86572, 4.20, 322.10, 12.78, 0
1394, 86550, 5.25, 325.80, 12.78, 0
1396, 86529, 3.80, 321.20, 12.69, 0
1398, 86508, 5.75, 323.40, 12.69, 0
1401, 86478, 4.90, 328.80, 12.69, 0
1402, 86464, 5.25, 313.30, 12.69, 0
1403, 86458, 4.65, 329.70, 12.69, 0
1403, 86453, 5.70, 322.50, 12.69, 0
1404, 86448, 4.30, 309.90, 12.59, 0
1405, 86438, 4.90, 330.80, 12.69, 0
1406, 86429, 5.05, 311.60, 12.59, 0
1407, 86420, 4.60, 326.00, 12.59, 0
1408, 86401, 5.35, 325.30, 12.59, 0
1410, 86382, 3.70, 324.60, 12.59, 0
1412, 86364, 5.05, 328.00, 12.59, 0
1413, 86352, 4.70, 309.50, 12.59, 0
1414, 86340, 4.85, 327.80, 12.59, 0
1415, 86328, 5.70, 325.00, 12.59, 0
1418, 86304, 3.70, 325.50, 12.59, 0
1420, 86281, 4.95, 319.40, 12.59, 0
1422, 86258, 5.25, 313.50, 12.59, 0
1422, 86254, 4.60, 330.10, 12.59, 0
1423, 86251, 6.00, 317.60, 12.50, 0
1423, 86248, 4.20, 324.30, 12.50, 0
1424, 86237, 5.15, 325.00, 12.59, 0
1425, 86226, 5.15, 309.50, 12.50, 0
1426, 86216, 4.70, 329.80, 12.50, 0
1428, 86198, 5.10, 318.80, 12.50, 0
1429, 86181, 4.45, 317.20, 12.50, 0
1431, 86164, 5.90, 327.10, 12.50, 0
1433, 86144, 4.60, 314.10, 12.50, 0
1434, 86125, 5.10, 320.80, 12.59, 0
1436, 86106, 5.65, 317.00, 12.50, 0
1437, 86099, 4.10, 326.90, 12.50, 0
1438, 86092, 5.65, 323.60, 12.50, 0
1438, 86086, 4.40, 311.00, 12.50, 0
1439, 86076, 5.20, 325.00, 12.50, 0
1440, 86066, 5.20, 319.30, 12.50, 0
1441, 86056, 4.20, 325.90, 12.50, 0
1443, 86039, 5.45, 318.20, 12.50, 0
1444, 86023, 4.15, 320.40, 12.50, 0
1446, 86008, 5.45, 331.20, 12.50, 0
1448, 85986, 4.40, 309.10, 12.50, 0
1450, 85963, 5.30, 331.10, 12.50, 0
1452, 85940, 5.20, 318.50, 12.50, 0
1455, 85913, 5.20, 330.30, 12.50, 0
1455, 85906, 5.20, 41.00, 12.50, 0
1456, 85900, 4.55, 332.60, 12.50, 0
1458, 85882, 5.50, 321.00, 12.50, 0
1459, 85865, 4.25, 325.20, 12.50, 0
1461, 85848, 5.55, 327.20, 12.50, 0
1463, 85828, 4.75, 315.20, 12.50, 0
1464, 85809, 5.35, 333.30, 12.50, 0
1466, 85790, 5.20, 317.20, 12.50, 0
1473, 85715, 5.55, 324.60, 12.50, 0
1474, 85704, 4.75, 315.70, 12.50, 0
1475, 85694, 5.30, 330.50, 12.50, 0
1477, 85677, 4.90, 317.90, 12.50, 0
1479, 85660, 4.90, 323.00, 12.50, 0
1480, 85644, 5.75, 328.90, 12.59, 0
1481, 85630, 3.95, 311.10, 12.50, 0
1483, 85617, 5.05, 322.70, 12.59, 0
1484, 85604, 5.40, 319.00, 12.59, 0
1485, 85596, 4.70, 324.30, 12.50, 0
1486, 85588, 5.95, 316.60, 12.50, 0
1486, 85580, 5.05, 314.40, 12.59, 0
1488, 85567, 4.85, 327.20, 12.59, 0
1489, 85554, 5.10, 309.60, 12.59, 0
1490, 85542, 5.20, 327.90, 12.59, 0
1491, 85529, 5.20, 316.70, 12.59, 0
1492, 85516, 5.05, 317.90, 12.59, 0
1494, 85504, 6.25, 320.90, 12.59, 0
1498, 85460, 4.75, 323.10, 12.59, 0
1499, 85449, 5.50, 318.20, 12.59, 0
1500, 85438, 4.15, 322.30, 12.59, 0
1501, 85422, 5.80, 323.10, 12.59, 0
1503, 85407, 4.65, 313.40, 12.59, 0
1504, 85392, 5.35, 327.00, 12.59, 0
1505, 85381, 5.65, 312.80, 12.59, 0
1506, 85370, 4.80, 329.60, 12.59, 0
1507, 85360, 5.55, 321.10, 12.59, 0
1509, 85337, 4.20, 312.00, 12.59, 0
1511, 85315, 5.30, 323.50, 12.59, 0
1514, 85294, 5.25, 311.80, 12.59, 0
1514, 85288, 4.60, 319.80, 12.59, 0
1515, 85282, 5.30, 315.70, 12.69, 0
1515, 85276, 3.95, 315.80, 12.59, 0
1516, 85270, 5.45, 320.30, 12.69, 0
1516, 85264, 5.15, 308.20, 12.59, 0
1517, 85258, 4.40, 326.50, 12.69, 0
1524, 85188, 4.30, 304.30, 12.59, 0
1525, 85171, 5.10, 319.20, 12.69, 0
1527, 85154, 5.75, 308.40, 12.59, 0
1528, 85145, 4.25, 313.20, 12.59, 0
1529, 85136, 5.80, 314.50, 12.59, 0
1529, 85128, 5.00, 308.40, 12.59, 0
1532, 85097, 5.70, 317.90, 12.59, 0
1533, 85089, 4.20, 304.20, 12.59, 0
1534, 85082, 4.85, 311.20, 12.59, 0
1535, 85069, 5.75, 304.40, 12.59, 0
1536, 85057, 3.90, 317.40, 12.59, 0
1537, 85046, 5.25, 313.50, 12.59, 0
1539, 85025, 4.90, 298.70, 12.59, 0
1541, 85005, 4.80, 319.20, 12.69, 0
1543, 84986, 5.40, 300.50, 12.69, 0
1545, 84970, 4.00, 314.90, 12.59, 0
1546, 84954, 4.55, 316.30, 12.69, 0
1548, 84938, 4.60, 289.10, 12.69, 0
1548, 84934, 4.65, 318.60, 12.69, 0
1548, 84931, 4.25, 306.10, 12.78, 0
1549, 84928, 4.00, 291.00, 12.69, 0
1550, 84912, 4.30, 317.40, 12.78, 0
1552, 84896, 4.00, 297.30, 12.78, 0
1553, 84880, 4.00, 302.50, 12.78, 0
1554, 84874, 4.35, 320.40, 12.88, 0
1554, 84869, 4.05, 289.20, 12.78, 0
1555, 84864, 4.25, 308.30, 12.78, 0
1556, 84848, 4.20, 313.10, 12.78, 0
1558, 84833, 4.20, 294.90, 12.78, 0
1559, 84818, 4.20, 323.10, 12.78, 0
1561, 84800, 4.00, 302.20, 12.69, 0
1562, 84792, 4.20, 325.40, 12.78, 0
1563, 84778, 3.90, 292.70, 12.78, 0
1564, 84765, 3.55, 314.90, 12.78, 0
1565, 84752, 3.30, 315.60, 12.78, 0
1567, 84738, 4.10, 290.80, 12.78, 0
1568, 84725, 3.25, 315.00, 12.78, 0
1569, 84712, 3.50, 297.70, 12.78, 0
1572, 84682, 3.20, 317.10, 12.88, 0
1574, 84668, 3.40, 293.90, 12.88, 0
1575, 84656, 3.95, 310.00, 12.98, 0
1576, 84645, 2.70, 304.70, 12.88, 0
1577, 84634, 4.25, 309.60, 12.88, 0
1578, 84621, 2.70, 314.60, 12.88, 0
1579, 84608, 3.55, 294.50, 12.78, 0
1580, 84596, 3.75, 318.20, 12.78, 0
1582, 84576, 3.15, 302.70, 12.59, 0
1584, 84556, 3.55, 314.00, 12.69, 0
1586, 84536, 2.55, 311.70, 12.78, 0
1589, 84505, 3.20, 323.40, 12.88, 0
1590, 84497, 2.80, 288.10, 12.88, 0
1591, 84490, 3.70, 310.10, 12.88, 0
1593, 84470, 2.45, 322.90, 12.88, 0
1594, 84451, 2.45, 293.50, 12.78, 0
1596, 84432, 3.25, 322.10, 12.88, 0
1597, 84421, 2.30, 305.40, 12.88, 0
1598, 84410, 3.15, 310.30, 12.88, 0
1599, 84400, 2.35, 325.70, 12.98, 0
1600, 84394, 3.50, 306.30, 12.88, 0
1600, 84388, 2.45, 335.00, 12.98, 0
1601, 84382, 2.45, 297.70, 12.98, 0
1602, 84369, 3.15, 309.20, 12.98, 0
1604, 84356, 1.70, 325.30, 12.98, 0
1605, 84344, 3.10, 312.00, 12.98, 0
1607, 84322, 2.20, 315.80, 13.07, 0
1609, 84301, 2.20, 293.10, 12.98, 0
1611, 84280, 2.00, 314.70, 12.98, 0
1613, 84254, 1.75, 291.90, 12.98, 0
1614, 84248, 1.80, 318.30, 12.98, 0
1615, 84242, 1.10, 318.30, 12.98, 0
1616, 84229, 2.65, 311.70, 13.07, 0
1617, 84216, 1.35, 311.70, 12.98, 0
1618, 84204, 2.20, 286.50, 12.98, 0
1620, 84181, 1.55, 343.50, 13.07, 0
1623, 84158, 1.90, 287.30, 13.07, 0
1625, 84136, 2.30, 324.70, 13.07, 0
1626, 84127, 1.10, 324.70, 12.98, 0
1626, 84119, 1.50, 295.20, 12.98, 0
1627, 84112, 1.90, 335.80, 13.07, 0
1628, 84107, 0.10, 335.80, 12.98, 0
