 Meteorological Profile: 20160518_nam12
 File start time : 16  5 18  0  0
 File ending time: 16  5 18 21  0
 
___________________________________________________ 
 Profile Time:  16  5 18 21  0
 Used Nearest Grid Point ( 412, 207) to Lat:    39.70, Lon:   -86.14
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
   993   232  1020     0     0  18.7  40.5  -2.2  -4.4   993   263   143  60.6  0.28   672  2822  22.5   291   744     0     0     0     0     0  24.2     0     0     0   281   8.2                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000  -2.0  -4.0   173  17.8  1.00  39.1   1.1    291.0  -2.3  -3.9         
   975  -2.4  -4.9   389  16.1   1.9  40.1   2.3    291.4  -2.8  -4.8         
   950  -2.5  -5.2   608  13.8   3.8  44.1   2.4    291.2  -2.9  -5.0         
   925  -2.6  -5.2   832  11.7   3.9  49.2   2.4    291.3  -2.9  -5.1         
   900  -2.6  -5.4  1060   9.4   4.7  55.9   2.2    291.2  -2.9  -5.2         
   875  -2.7  -5.4  1293   7.1   6.0  62.7   2.0    291.2  -3.0  -5.2         
   850  -2.7  -5.4  1530   4.8   6.9  70.8   1.8    291.2  -3.0  -5.2         
   825  -3.0  -5.4  1773   2.8   7.0  53.2   1.2    291.5  -3.4  -5.2         
   800  -2.7  -5.2  2020   1.2   6.1  45.2  0.40    292.5  -3.1  -5.0         
   775  -1.5  -4.6  2275 -0.39   6.2  55.0  1E-1    293.4  -1.8  -4.5         
   750     0  -3.6  2536  -2.0   6.3  59.2     0    294.4  -0.2  -3.6         
   725   1.7  -2.4  2805  -3.3   3.2  54.0     0    295.8   1.5  -2.5         
   700   3.4  -2.6  3081  -4.6   4.5  30.6     0    297.4   3.2  -2.8         
   650   6.6  -3.5  3663  -5.7   2.7   3.2     0    302.5   6.4  -3.9         
   600  10.4  -2.4  4286  -8.4   8.0   4.7     0    306.4  10.2  -3.1         
   550  13.2  -1.5  4954 -13.1   6.2   9.0     0    308.5  13.1  -2.3         
   500  18.9 -0.63  5674 -16.9   3.4   3.0  2E-2    312.5  18.9  -1.9         
   450  27.2   1.8  6457 -21.4   3.0   2.0  2E-2    316.3  27.3   0.1         
   400  29.9   5.1  7314 -28.2   3.2   5.1  2E-2    318.4  30.1   3.1         
   350  30.2   6.5  8256 -35.6   3.6  10.2  2E-2    320.7  30.6   4.5         
   300  32.9   6.7  9308 -44.6   1.5  35.4  2E-2    322.5  33.3   4.6         
   250  38.7   6.1 10505 -52.3     0  27.1  2E-2    328.3  39.0   3.6         
   200  34.0   6.3 11934 -54.6  0.85   8.0  2E-2    346.3  34.3   4.0         
   150  27.2   6.0 13770 -55.8     0     0  2E-2    374.0  27.5   4.2         
   100  16.4   4.1 16331 -59.0 -0.19   1.3  2E-2    413.7  16.7   3.0         
    50   4.5   1.3 20663 -56.9  1E-1   1.3  2E-2    509.4   4.6   1.0         
