x1,y1,x2,y2,x3,y3,x4,y4,d1,d2,d3,d4,lat,lon,alt,time_est
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.01630241,0.03043116,0.09226561,0.09512764,39.78757,-86.1733,216.0,0 days 20:40:28.125000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.018406966864,0.032478516864,0.090192422864,0.092997336064,39.785483,-86.173508,316.0,0 days 20:41:30.625000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.021005283329,0.034866458329,0.087710969329,0.090305813529,39.78295,-86.174273,429.0,0 days 20:42:41.250000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.022888253409,0.036261578409,0.086108007409,0.088215711209,39.781223,-86.176047,530.0,0 days 20:43:44.375000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.02495461,0.03776336,0.08438141,0.08592536,39.779345,-86.1781,632.0,0 days 20:44:48.125000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.027034594384,0.039163544384,0.082732898384,0.083598037184,39.777503,-86.180572,734.0,0 days 20:45:51.875000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.028730856784,0.040404406784,0.081339352784,0.081749753984,39.775973,-86.182228,835.0,0 days 20:46:55.000000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.030532433089,0.041929608089,0.079726839089,0.079861267289,39.774275,-86.183233,936.0,0 days 20:47:58.125000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.032796742864,0.043843292864,0.077708198864,0.077492512064,39.772145,-86.184508,1040.0,0 days 20:49:03.125000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.034768667169,0.045483842169,0.075974433169,0.075427853369,39.770303,-86.185713,1147.0,0 days 20:50:10.000000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.036951620624,0.047239170624,0.074107396624,0.073133813824,39.768292,-86.187268,1253.0,0 days 20:51:16.250000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.038616509289,0.048574334289,0.072692703289,0.071389875089,39.766763,-86.188467,1356.0,0 days 20:52:20.625000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.040440415044,0.050021215044,0.071161931044,0.069482626244,39.765098,-86.189838,1458.0,0 days 20:53:24.375000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.041905868484,0.051243568484,0.069889472484,0.067967421284,39.763737,-86.190722,1566.0,0 days 20:54:31.875000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.0430317089,0.0521472089,0.0689427689,0.0667988409,39.762708,-86.19153,1673.0,0 days 20:55:38.750000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.044406317504,0.053269367504,0.067774853504,0.065378842704,39.761445,-86.192448,1779.0,0 days 20:56:45.000000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.046192883369,0.054515558369,0.066442049369,0.063506449569,39.759903,-86.194413,1882.0,0 days 20:57:49.375000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.048546431209,0.056321856209,0.064563777209,0.061081723409,39.757805,-86.196403,1983.0,0 days 20:58:52.500000000
412.0,208.0,411.0,208.0,412.0,207.0,411.0,207.0,0.051573468689,0.058749393689,0.062075574689,0.057994892889,39.755067,-86.198583,2083.0,0 days 20:59:55.000000000
411.0,207.0,412.0,207.0,411.0,208.0,412.0,208.0,0.051639803009,0.056934216809,0.063826095809,0.057865670809,39.74939,-86.203003,2185.0,0 days 21:00:58.750000000
411.0,207.0,412.0,207.0,411.0,208.0,412.0,208.0,0.047200234225,0.053437075225,0.067326930225,0.062310305225,39.74545,-86.206435,2288.0,0 days 21:02:03.125000000
