 Meteorological Profile: 20160518_nam12
 File start time : 16  5 18  0  0
 File ending time: 16  5 18 21  0
 
___________________________________________________ 
 Profile Time:  16  5 18 18  0
 Used Nearest Grid Point ( 412, 208) to Lat:    39.80, Lon:   -86.13
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
   993   248  1021     0     0  19.6  37.6  -2.8  -3.3   993   191   319  82.6   1.1   981  3463  27.1   294   864     0     0     0     0     0  24.2     0  28.0     0   280   7.7                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000  -2.3  -2.6   181  17.5  -4.1  42.1   1.8    290.7  -2.5  -2.5         
   975  -3.2  -3.4   397  15.2  -2.8  45.1   3.5    290.5  -3.4  -3.2         
   950  -4.0  -3.7   616  12.6  -3.0  51.1   3.7    290.0  -4.3  -3.4         
   925  -4.4  -3.9   838   9.8  -2.8  54.5   3.8    289.4  -4.7  -3.6         
   900  -4.6  -4.0  1065   7.7  -2.9  62.4   3.5    289.5  -4.9  -3.7         
   875  -4.6  -4.1  1296   5.7  -1.5  71.7   3.2    289.7  -4.9  -3.8         
   850  -4.6  -4.2  1532   3.4  -1.4  79.9   2.8    289.7  -4.8  -3.9         
   825  -5.2  -4.7  1774   1.7  -1.5  73.1   2.3    290.5  -5.4  -4.3         
   800  -5.7  -5.2  2021  0.58 -0.72  59.3   1.3    291.8  -6.0  -4.9         
   775  -4.8  -5.3  2275 -0.68     0  59.1  0.39    293.1  -5.2  -5.0         
   750  -3.2  -4.7  2536  -2.4     0  67.0     0    294.0  -3.5  -4.5         
   725  -1.4  -3.7  2804  -3.8  -1.1  67.6     0    295.3  -1.7  -3.6         
   700  0.80  -3.0  3081  -5.2     0  50.1     0    296.8   0.6  -3.0         
   650   5.9  -2.6  3660  -6.6 -0.68   7.0     0    301.5   5.7  -3.0         
   600   9.7  -1.6  4282  -9.0  0.58   6.0     0    305.7   9.6  -2.3         
   550  12.0 -0.59  4950 -13.2   2.0   5.0  2E-2    308.4  11.9  -1.4         
   500  17.0   1.2  5669 -17.2  0.65   3.0  2E-2    312.1  17.1   0.1         
   450  24.9   4.5  6451 -21.5   1.8   3.0  2E-2    316.2  25.2   2.9         
   400  27.8   6.6  7308 -28.1   2.0  14.0  2E-2    318.5  28.2   4.7         
   350  27.5   8.0  8248 -36.4   2.5  21.0  2E-2    319.7  27.9   6.2         
   300  28.2   8.5  9297 -45.3  0.51  33.0  2E-2    321.6  28.7   6.6         
   250  34.1   6.5 10490 -52.2  0.45  27.0  2E-2    328.4  34.5   4.3         
   200  30.8   7.7 11924 -54.4 -0.43   2.0  2E-2    346.6  31.2   5.6         
   150  23.4   5.4 13765 -54.6  0.15     0  2E-2    376.0  23.7   3.8         
   100  16.6   2.7 16335 -58.9 -0.19   1.3  2E-2    414.0  16.7   1.6         
    50   5.5   2.1 20667 -57.2 -0.53   1.4  2E-2    508.7   5.6   1.7         
