 Meteorological Profile: 20160518_nam12
 File start time : 16  5 18  0  0
 File ending time: 16  5 18 21  0
 
___________________________________________________ 
 Profile Time:  16  5 18 18  0
 Used Nearest Grid Point ( 411, 208) to Lat:    39.81, Lon:   -86.27
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
   992   248  1022     0     0  19.4  39.6  -2.9  -3.0   992   263   287  73.2   1.1   981  3463  25.8   294   864     0     0     0     0     0  24.2     0  28.0     0   280   7.7                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000  -2.4  -2.2   182  17.5  -4.1  43.1   1.6    290.7  -2.6  -2.1         
   975  -3.3  -3.0   397  15.2  -2.8  45.1   3.3    290.5  -3.5  -2.8         
   950  -4.1  -3.3   616  12.6  -3.0  51.1   3.5    290.0  -4.3  -3.1         
   925  -4.6  -3.5   839   9.9  -2.8  55.5   3.5    289.5  -4.8  -3.2         
   900  -4.7  -3.7  1065   7.7  -2.9  62.4   3.3    289.5  -5.0  -3.4         
   875  -4.7  -3.8  1297   5.7  -2.8  71.7   3.1    289.7  -5.0  -3.5         
   850  -4.7  -3.9  1533   3.5  -2.7  79.9   2.8    289.8  -4.9  -3.6         
   825  -5.2  -4.3  1774   1.7  -1.5  77.1   2.4    290.5  -5.4  -3.9         
   800  -5.9  -5.1  2022  0.46  -2.0  60.3   1.5    291.7  -6.2  -4.7         
   775  -5.1  -5.2  2276 -0.68  -1.8  58.1  0.46    293.1  -5.4  -4.8         
   750  -3.4  -4.6  2537  -2.4     0  68.0  1E-1    294.0  -3.6  -4.3         
   725  -1.3  -3.5  2805  -3.8  -1.1  67.6     0    295.3  -1.5  -3.5         
   700   1.1  -2.9  3081  -5.2  -1.7  48.1     0    296.8   0.9  -2.9         
   650   5.9  -2.8  3661  -6.4 -0.68   5.0     0    301.7   5.7  -3.1         
   600   9.6  -1.7  4283  -9.0   1.9   7.0     0    305.7   9.4  -2.4         
   550  12.0 -0.84  4951 -13.2   2.0   6.0  2E-2    308.4  11.9  -1.6         
   500  16.9  0.99  5669 -17.3   1.7   4.0  2E-2    311.9  16.9  -0.1         
   450  24.8   4.4  6451 -21.7   1.8   3.0  2E-2    316.0  25.0   2.8         
   400  27.7   6.4  7308 -28.2   2.0  12.0  2E-2    318.3  28.1   4.6         
   350  27.2   7.6  8248 -36.4   2.5  20.0  2E-2    319.7  27.6   5.8         
   300  27.7   8.0  9297 -45.3  0.51  33.0  2E-2    321.6  28.2   6.2         
   250  33.6   6.3 10490 -52.2  0.45  27.0  2E-2    328.4  34.0   4.1         
   200  30.4   7.4 11924 -54.3 -0.43   2.0  2E-2    346.8  30.8   5.4         
   150  23.4   5.4 13765 -54.6  0.15     0  2E-2    376.0  23.7   3.8         
   100  16.7   2.8 16335 -58.9 -0.19   1.3  2E-2    414.0  16.9   1.7         
    50   5.5   2.1 20668 -57.2 -0.53   1.4  2E-2    508.7   5.6   1.8         
