 Meteorological Profile: 20160519_nam12
 File start time : 16  5 19  0  0
 File ending time: 16  5 19 21  0
 
___________________________________________________ 
 Profile Time:  16  5 19 21  0
 Used Nearest Grid Point ( 412, 207) to Lat:    39.70, Lon:   -86.14
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
   994   232  1022     0     0  20.1  39.3  -3.9 -0.63   994   255   134  55.0  0.28   674  2820  23.8   291   720     0     0     0     0     0  24.2     0     0     0   281   8.0                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000  -3.5 -0.57   185  19.2     0  36.9   1.0    292.4  -3.5  -0.3         
   975  -4.3 -0.72   402  17.5     0  38.9   2.2    292.8  -4.4  -0.4         
   950  -4.6 -0.75   622  15.3   1.7  42.5   2.2    292.7  -4.6  -0.5         
   925  -4.6 -0.69   848  13.0   2.1  48.0   2.2    292.6  -4.7  -0.4         
   900  -4.7 -0.80  1077  10.7   4.4  54.1   2.1    292.6  -4.8  -0.5         
   875  -4.7 -0.76  1310   8.5   5.2  60.5   2.0    292.6  -4.7  -0.4         
   850  -4.7 -0.84  1549   6.1   5.8  69.5   1.8    292.6  -4.7  -0.5         
   825  -5.0 -0.64  1793   3.9   6.5  66.5   1.2    292.7  -5.0  -0.3         
   800  -6.0     0  2042   3.8   4.5  21.6  0.38    295.2  -6.0   0.4         
   775  -5.2  -1.3  2299   3.0   6.4  25.9     0    297.0  -5.3  -1.0         
   750  -3.8  -1.6  2564   2.0   6.6  20.7     0    298.7  -3.8  -1.3         
   725  -2.0  -1.3  2837   1.5   6.4  14.1     0    301.1  -2.0  -1.1         
   700 -0.36 -0.77  3118  0.38   5.4   9.4     0    302.9  -0.4  -0.7         
   650   2.5  0.41  3708  -3.0     0   6.4     0    305.6   2.5   0.2         
   600   4.8  0.21  4336  -6.9   3.6   6.3     0    308.2   4.9  -0.1         
   550   7.8  -1.5  5010 -10.7   7.9   3.3     0    311.4   7.7  -2.0         
   500  11.4  -1.3  5734 -15.7  10.5   5.4  2E-2    313.9  11.3  -2.0         
   450  15.4  -1.7  6521 -21.1   9.2   8.1  2E-2    316.7  15.3  -2.7         
   400  19.1  -2.1  7377 -28.2   8.9  11.0  2E-2    318.4  19.0  -3.3         
   350  24.3  -1.2  8318 -35.9   8.0  26.0  2E-2    320.4  24.2  -2.8         
   300  35.1  -5.7  9373 -43.2   7.4  17.4  2E-2    324.6  34.7  -7.9         
   250  57.4  -6.8 10580 -50.8   4.4  53.6  2E-2    330.6  56.9 -10.5         
   200  46.7  -9.7 11997 -60.7 -0.84  33.0  1E-2    336.7  46.0 -12.7         
   150  28.1   2.7 13801 -58.7  -1.4   3.0  2E-2    369.0  28.2   0.8         
   100  16.7   4.5 16341 -59.1 -0.45   1.3  2E-2    413.5  16.9   3.4         
    50   6.9   1.7 20683 -57.4   1.1   1.3  2E-2    508.3   7.0   1.2         
