 Meteorological Profile: 20161103_nam12
 File start time : 16 11  3  0  0
 File ending time: 16 11  3 21  0
 
___________________________________________________ 
 Profile Time:  16 11  3  0  0
 Used Nearest Grid Point ( 152, 209) to Lat:    38.08, Lon:  -121.69
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
  1019  16.1  1021     0     0  19.8  59.3 -0.68  -1.5  1019  27.5  10.5  19.7  0.28   125  1539  20.2   293   384     0     0     0     0     0  24.2     0     0     0   283   9.9                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000 -0.43  -2.1   177  17.7  -2.6  64.2  0.34    290.9  -0.0  -2.2         
   975 -0.43  -1.8   394  15.5  -2.7  69.8  0.25    290.7  -0.1  -1.8         
   950  0.10 -0.43   614  13.9  -2.4  70.4  0.38    291.3   0.2  -0.4         
   925   1.0   2.7   839  13.8 -0.92  53.3  0.12    293.4   0.5   2.8         
   900  0.95   3.2  1069  13.1     0  50.9     0    295.0   0.3   3.3         
   875  0.11   3.0  1305  12.7     0  35.0     0    297.0  -0.5   3.0         
   850 -0.25   1.9  1548  12.2     0  15.0     0    299.0  -0.6   1.8         
   825 -0.18  0.44  1797  11.1     0   5.1     0    300.3  -0.3   0.4         
   800  0.80 -0.13  2053  10.4     0   3.0     0    302.3   0.8   0.0         
   775   2.3 -1E-1  2316  10.1 -0.63   2.0     0    304.6   2.3   0.4         
   750   3.0  0.30  2587   9.1  -2.9   2.0     0    306.4   2.9   0.9         
   725   2.7  0.51  2866   7.5  -3.2   3.0  3E-2    307.7   2.6   1.0         
   700   2.4  0.62  3153   5.5  -3.3   3.0  2E-2    308.6   2.2   1.1         
   650   3.7   3.0  3753   2.2  -2.0   4.0  2E-2    311.4   3.1   3.7         
   600   4.7   6.1  4396 -5E-2  0.55   5.0  2E-2    316.1   3.5   6.9         
   550   6.2   5.6  5086  -4.3   2.4   9.0     0    319.0   5.0   6.7         
   500   8.9   4.1  5829  -9.6   2.6  10.0  2E-2    321.4   8.0   5.8         
   450  11.2   7.1  6632 -15.9   2.4  12.0  2E-2    323.3   9.6   9.1         
   400  10.3   7.1  7506 -23.9  0.34  25.0  2E-2    324.0   8.7   9.0         
   350  14.2   5.5  8463 -32.0  0.76  33.0     0    325.6  12.8   8.2         
   300  17.3   7.0  9530 -41.4   1.0  36.0  2E-2    327.0  15.6  10.2         
   250  10.7   8.0 10742 -49.1 -0.38  43.0  2E-2    333.0   8.9   9.9         
   200   8.1   7.8 12189 -54.6  0.29  14.3  2E-2    346.3   6.5   9.2         
   150  13.8  10.6 14001 -61.9 -0.28   5.5  2E-2    363.4  11.4  13.1         
   100   7.5  12.1 16444 -70.8   1.3   9.5  2E-2    391.0   4.9  13.3         
    50   2.8   4.9 20598 -65.3 -0.27   7.2  2E-2    489.7   1.8   5.4         
