Altitude (m MSL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%)
784, 93102, 6.50, 323.90, 14.04, 0
784, 93097, 6.35, 321.70, 13.94, 0
785, 93092, 6.60, 322.60, 14.14, 0
785, 93084, 6.80, 322.40, 14.14, 0
786, 93076, 6.20, 320.80, 14.14, 0
787, 93068, 7.00, 322.00, 14.04, 0
789, 93044, 6.60, 314.00, 14.14, 0
791, 93022, 6.00, 320.70, 14.23, 0
793, 93000, 6.60, 316.50, 14.23, 0
795, 92979, 6.85, 323.60, 14.33, 0
796, 92958, 6.60, 323.00, 14.33, 0
797, 92956, 7.05, 321.50, 14.23, 0
798, 92944, 6.50, 324.90, 14.14, 0
799, 92932, 6.50, 320.70, 14.14, 0
800, 92919, 7.35, 316.30, 14.14, 0
801, 92907, 6.80, 324.60, 14.14, 0
802, 92896, 7.25, 320.50, 14.23, 0
803, 92887, 7.05, 324.40, 14.43, 0
804, 92878, 7.25, 326.60, 14.43, 0
804, 92870, 7.55, 322.10, 14.53, 0
805, 92866, 7.10, 323.50, 14.53, 0
805, 92862, 7.70, 325.10, 14.53, 0
805, 92858, 6.90, 324.50, 14.53, 0
806, 92848, 7.35, 329.10, 14.43, 0
807, 92839, 7.35, 41.00, 14.33, 0
808, 92830, 6.80, 322.20, 14.33, 0
809, 92819, 8.10, 324.20, 14.43, 0
810, 92809, 7.55, 323.40, 14.53, 0
811, 92800, 7.10, 327.00, 14.53, 0
811, 92794, 7.40, 323.10, 14.43, 0
811, 92789, 6.45, 331.20, 14.33, 0
812, 92784, 7.30, 327.10, 14.33, 0
813, 92774, 7.45, 323.70, 14.23, 0
814, 92766, 7.05, 327.90, 14.23, 0
814, 92758, 7.70, 323.00, 14.23, 0
816, 92736, 7.20, 328.80, 14.23, 0
818, 92713, 7.20, 41.00, 14.33, 0
820, 92690, 7.85, 321.10, 14.33, 0
821, 92684, 8.10, 328.50, 14.63, 0
822, 92676, 8.80, 326.00, 14.63, 0
823, 92659, 8.40, 328.50, 14.82, 0
824, 92643, 8.00, 326.80, 14.82, 0
826, 92628, 9.15, 322.40, 14.82, 0
826, 92625, 8.30, 327.20, 14.82, 0
826, 92623, 8.40, 326.10, 14.72, 0
826, 92622, 8.70, 325.90, 14.82, 0
827, 92613, 7.95, 329.40, 14.82, 0
828, 92604, 9.00, 324.80, 14.92, 0
829, 92596, 8.90, 328.70, 15.02, 0
829, 92589, 8.75, 326.50, 15.02, 0
830, 92582, 8.95, 324.10, 15.12, 0
831, 92576, 7.65, 326.50, 15.22, 0
833, 92552, 8.35, 325.00, 15.12, 0
835, 92529, 8.40, 325.10, 15.02, 0
837, 92506, 8.60, 328.20, 15.02, 0
837, 92505, 8.20, 328.00, 14.92, 0
838, 92496, 9.25, 324.80, 14.92, 0
840, 92468, 8.20, 326.30, 15.02, 0
843, 92440, 8.00, 327.90, 15.02, 0
845, 92412, 8.75, 323.10, 15.02, 0
846, 92405, 8.20, 41.00, 14.82, 0
847, 92393, 8.65, 322.50, 14.92, 0
848, 92382, 8.50, 324.70, 15.02, 0
849, 92369, 8.30, 326.00, 15.02, 0
850, 92357, 8.25, 326.20, 15.12, 0
851, 92346, 8.00, 323.40, 15.22, 0
852, 92336, 8.30, 322.70, 15.22, 0
853, 92327, 8.60, 326.80, 15.12, 0
854, 92318, 8.35, 324.90, 15.12, 0
855, 92301, 8.05, 324.30, 15.02, 0
856, 92294, 8.40, 323.20, 15.02, 0
857, 92280, 8.15, 324.50, 15.02, 0
858, 92266, 8.10, 321.10, 14.92, 0
860, 92252, 8.65, 325.10, 14.82, 0
860, 92245, 8.15, 327.70, 14.72, 0
861, 92238, 8.40, 325.60, 14.72, 0
861, 92232, 8.05, 328.30, 14.72, 0
863, 92211, 8.00, 322.40, 14.72, 0
865, 92190, 8.90, 326.90, 14.72, 0
867, 92170, 7.95, 326.90, 14.82, 0
867, 92166, 8.75, 325.20, 14.82, 0
868, 92162, 8.75, 329.40, 14.82, 0
868, 92158, 7.95, 328.40, 14.72, 0
869, 92143, 8.55, 324.60, 14.82, 0
871, 92128, 7.45, 325.70, 14.92, 0
872, 92114, 8.30, 323.80, 14.72, 0
873, 92100, 8.10, 327.30, 14.82, 0
874, 92087, 7.60, 328.60, 14.82, 0
876, 92074, 8.60, 324.80, 14.82, 0
876, 92066, 7.70, 323.50, 14.72, 0
877, 92059, 7.85, 325.40, 14.63, 0
878, 92052, 7.90, 329.00, 14.63, 0
879, 92039, 7.55, 327.90, 14.72, 0
880, 92025, 8.40, 328.50, 14.72, 0
881, 92012, 7.95, 328.20, 14.72, 0
882, 91997, 7.70, 322.40, 14.82, 0
884, 91982, 8.45, 325.10, 14.82, 0
885, 91968, 7.85, 327.20, 14.82, 0
886, 91957, 8.35, 324.30, 14.63, 0
887, 91947, 7.70, 331.50, 14.63, 0
888, 91938, 7.95, 323.30, 14.43, 0
889, 91922, 8.40, 328.50, 14.43, 0
891, 91906, 8.05, 330.40, 14.53, 0
892, 91890, 8.75, 324.90, 14.63, 0
894, 91874, 7.70, 331.80, 14.63, 0
895, 91858, 7.80, 327.60, 14.63, 0
896, 91842, 8.50, 327.10, 14.63, 0
898, 91825, 7.50, 333.00, 14.63, 0
899, 91809, 8.15, 326.70, 14.63, 0
901, 91794, 7.90, 332.20, 14.63, 0
903, 91763, 7.50, 329.20, 14.53, 0
906, 91731, 7.80, 329.50, 14.53, 0
909, 91700, 6.85, 330.70, 14.53, 0
910, 91686, 8.10, 328.40, 14.43, 0
912, 91663, 7.00, 332.30, 14.43, 0
915, 91640, 7.60, 330.00, 14.43, 0
915, 91636, 8.15, 331.90, 14.43, 0
915, 91633, 7.30, 333.40, 14.43, 0
915, 91630, 8.25, 329.20, 14.43, 0
916, 91621, 6.90, 332.10, 14.43, 0
917, 91612, 7.55, 329.80, 14.43, 0
918, 91604, 7.70, 327.30, 14.33, 0
923, 91543, 8.05, 331.60, 14.43, 0
926, 91514, 6.65, 333.70, 14.33, 0
926, 91511, 7.30, 333.90, 14.33, 0
926, 91508, 7.55, 327.70, 14.33, 0
927, 91506, 6.70, 332.10, 14.43, 0
928, 91494, 7.80, 331.50, 14.43, 0
929, 91483, 6.85, 330.20, 14.33, 0
930, 91472, 7.05, 334.20, 14.23, 0
931, 91458, 7.90, 326.20, 14.23, 0
932, 91444, 6.55, 335.30, 14.23, 0
934, 91430, 7.55, 334.20, 14.23, 0
936, 91399, 7.00, 332.00, 14.23, 0
939, 91368, 6.50, 334.50, 14.23, 0
942, 91338, 7.30, 322.90, 14.23, 0
943, 91324, 7.20, 332.80, 14.23, 0
944, 91313, 7.65, 333.00, 14.23, 0
945, 91302, 7.40, 327.10, 14.23, 0
946, 91290, 7.30, 335.70, 14.14, 0
947, 91277, 7.60, 330.80, 14.14, 0
949, 91264, 6.90, 336.90, 14.14, 0
949, 91256, 7.85, 335.70, 14.14, 0
950, 91249, 7.70, 330.60, 14.14, 0
951, 91242, 7.40, 341.90, 14.14, 0
952, 91226, 7.80, 333.70, 14.14, 0
953, 91211, 6.75, 331.30, 14.14, 0
955, 91196, 7.25, 336.00, 14.04, 0
956, 91180, 7.45, 330.90, 13.94, 0
957, 91165, 7.25, 341.90, 14.04, 0
959, 91150, 7.60, 335.40, 14.04, 0
961, 91127, 6.80, 329.90, 13.94, 0
963, 91105, 7.65, 338.10, 13.94, 0
965, 91084, 7.35, 332.80, 13.94, 0
967, 91063, 6.80, 340.50, 13.94, 0
969, 91040, 6.70, 338.20, 14.04, 0
971, 91018, 6.90, 327.80, 13.94, 0
973, 90993, 7.20, 339.10, 13.94, 0
975, 90969, 6.95, 335.30, 13.94, 0
977, 90946, 6.95, 335.30, 13.94, 0
978, 90934, 6.95, 340.80, 13.85, 0
979, 90923, 6.85, 330.70, 13.85, 0
980, 90912, 6.60, 336.80, 13.85, 0
985, 90859, 6.95, 329.10, 13.94, 0
986, 90846, 7.20, 335.70, 13.85, 0
988, 90834, 6.60, 338.70, 13.85, 0
988, 90832, 6.75, 332.00, 13.85, 0
988, 90831, 6.10, 338.10, 13.75, 0
988, 90830, 6.35, 333.10, 13.75, 0
989, 90819, 6.65, 333.70, 13.75, 0
990, 90808, 6.45, 341.20, 13.75, 0
991, 90798, 6.90, 335.10, 13.65, 0
992, 90779, 6.40, 339.30, 13.65, 0
994, 90760, 6.45, 337.30, 13.65, 0
996, 90742, 6.25, 332.60, 13.75, 0
997, 90727, 5.75, 337.80, 13.85, 0
998, 90715, 6.30, 331.50, 13.85, 0
999, 90704, 6.65, 333.90, 13.75, 0
1003, 90666, 6.75, 333.20, 13.75, 0
1005, 90646, 6.10, 337.60, 13.75, 0
1007, 90623, 5.95, 337.20, 13.75, 0
1009, 90601, 6.45, 332.90, 13.65, 0
1011, 90580, 6.10, 331.90, 13.65, 0
1012, 90564, 6.65, 333.50, 13.65, 0
1013, 90549, 6.25, 339.40, 13.65, 0
1015, 90534, 5.90, 334.10, 13.65, 0
1016, 90525, 6.30, 335.10, 13.65, 0
1016, 90516, 6.10, 340.80, 13.55, 0
1017, 90508, 6.35, 335.60, 13.55, 0
1018, 90498, 6.55, 341.00, 13.55, 0
1019, 90489, 5.85, 333.20, 13.46, 0
1020, 90480, 6.60, 336.50, 13.36, 0
1021, 90463, 6.60, 337.70, 13.36, 0
1023, 90446, 6.65, 327.80, 13.46, 0
1024, 90430, 6.80, 340.10, 13.55, 0
1025, 90419, 5.70, 334.60, 13.55, 0
1026, 90408, 5.95, 339.50, 13.46, 0
1027, 90398, 7.20, 336.90, 13.46, 0
1028, 90385, 6.30, 333.10, 13.36, 0
1029, 90373, 6.00, 345.20, 13.36, 0
1030, 90362, 5.85, 335.70, 13.36, 0
1031, 90351, 6.35, 334.30, 13.36, 0
1032, 90341, 6.10, 336.90, 13.36, 0
1033, 90332, 5.95, 331.60, 13.36, 0
1038, 90284, 5.80, 337.50, 13.36, 0
1040, 90260, 6.30, 336.20, 13.36, 0
1041, 90244, 6.30, 338.10, 13.36, 0
1043, 90229, 6.05, 332.30, 13.36, 0
1044, 90214, 5.85, 340.00, 13.36, 0
1049, 90156, 5.65, 336.50, 13.26, 0
1051, 90137, 5.85, 342.60, 13.36, 0
1053, 90118, 5.85, 334.10, 13.26, 0
1053, 90112, 5.85, 41.00, 13.26, 0
1054, 90107, 5.40, 339.60, 13.26, 0
1054, 90102, 6.00, 332.10, 13.26, 0
1054, 90100, 5.20, 337.40, 13.26, 0
1054, 90099, 5.35, 334.00, 13.26, 0
1055, 90098, 6.20, 336.90, 13.26, 0
1055, 90093, 5.40, 341.10, 13.26, 0
1055, 90088, 5.75, 333.50, 13.26, 0
1056, 90084, 5.35, 335.30, 13.17, 0
1058, 90059, 5.35, 334.90, 13.17, 0
1060, 90034, 6.00, 337.60, 13.26, 0
1063, 90010, 5.45, 340.30, 13.26, 0
1064, 89999, 5.65, 329.50, 13.17, 0
1065, 89988, 5.25, 337.10, 13.17, 0
1066, 89978, 5.15, 334.10, 13.17, 0
1066, 89969, 5.90, 333.60, 13.17, 0
1067, 89960, 5.20, 336.20, 13.26, 0
1068, 89952, 5.45, 326.30, 13.17, 0
1070, 89925, 5.35, 338.60, 12.98, 0
1071, 89916, 5.70, 334.50, 12.98, 0
1072, 89908, 5.10, 336.80, 13.07, 0
1073, 89896, 5.10, 333.10, 13.17, 0
1074, 89882, 5.95, 340.40, 13.26, 0
1076, 89868, 5.10, 332.20, 13.26, 0
1082, 89797, 5.75, 337.50, 13.07, 0
1084, 89779, 4.75, 332.80, 13.07, 0
1085, 89762, 5.50, 332.40, 13.07, 0
1085, 89760, 5.00, 334.80, 13.07, 0
1088, 89736, 4.10, 331.70, 12.98, 0
1090, 89712, 5.20, 339.60, 12.98, 0
1092, 89688, 4.90, 327.10, 12.98, 0
1093, 89682, 4.80, 334.60, 12.98, 0
1093, 89677, 5.25, 341.00, 12.98, 0
1094, 89672, 4.65, 338.70, 12.98, 0
1094, 89668, 5.10, 348.80, 12.98, 0
1094, 89662, 3.95, 337.00, 12.88, 0
1095, 89656, 4.40, 337.00, 12.78, 0
1096, 89648, 4.85, 341.50, 12.78, 0
1096, 89641, 4.20, 335.10, 12.88, 0
1097, 89634, 5.00, 340.60, 12.98, 0
1098, 89623, 4.70, 333.00, 12.98, 0
1099, 89612, 4.50, 330.10, 12.98, 0
1100, 89602, 4.90, 344.00, 12.98, 0
1105, 89544, 4.50, 331.90, 12.98, 0
1107, 89530, 5.10, 346.20, 12.98, 0
1108, 89516, 4.10, 339.30, 12.98, 0
1109, 89507, 4.85, 333.20, 12.98, 0
1109, 89499, 4.40, 341.50, 12.98, 0
1110, 89492, 3.85, 335.10, 12.98, 0
1111, 89481, 4.60, 343.40, 12.98, 0
1112, 89470, 4.20, 342.90, 12.98, 0
1113, 89460, 4.60, 340.40, 12.98, 0
1114, 89446, 4.70, 343.00, 12.88, 0
1116, 89432, 4.30, 347.10, 12.98, 0
1117, 89421, 4.45, 335.60, 13.07, 0
1117, 89411, 4.45, 337.50, 12.98, 0
1118, 89402, 3.85, 347.60, 12.98, 0
1119, 89397, 3.65, 344.00, 12.88, 0
1119, 89392, 4.10, 348.30, 12.88, 0
1120, 89388, 4.45, 347.20, 12.88, 0
1122, 89362, 4.50, 340.50, 12.88, 0
1125, 89335, 3.75, 341.50, 12.98, 0
1127, 89308, 3.95, 341.30, 12.98, 0
1127, 89306, 3.70, 345.70, 12.88, 0
1128, 89294, 3.75, 349.20, 12.78, 0
1129, 89283, 4.25, 344.30, 12.88, 0
1130, 89272, 3.75, 340.20, 12.98, 0
1132, 89250, 4.25, 341.40, 12.88, 0
1134, 89229, 4.10, 347.10, 12.88, 0
1136, 89208, 3.65, 351.40, 12.88, 0
1137, 89202, 3.85, 345.30, 12.78, 0
1138, 89192, 3.05, 343.30, 12.78, 0
1139, 89182, 4.00, 347.70, 12.78, 0
1139, 89175, 4.05, 349.60, 12.78, 0
1140, 89168, 4.05, 349.30, 12.78, 0
1140, 89162, 4.15, 348.70, 12.78, 0
1144, 89123, 3.25, 352.00, 12.88, 0
1145, 89113, 3.90, 356.10, 12.88, 0
1146, 89104, 3.55, 354.20, 12.88, 0
1147, 89085, 3.25, 355.90, 12.98, 0
1149, 89067, 3.90, 1.30, 13.07, 0
1151, 89050, 3.65, 4.80, 13.17, 0
1151, 89047, 4.45, 5.80, 13.17, 0
1152, 89036, 3.75, 7.50, 13.26, 0
1153, 89026, 4.20, 356.90, 13.26, 0
1154, 89011, 4.00, 4.70, 13.46, 0
1156, 88996, 3.45, 6.50, 13.46, 0
1157, 88982, 3.85, 5.80, 13.46, 0
1159, 88965, 4.00, 11.60, 13.46, 0
1160, 88948, 4.45, 0.30, 13.46, 0
1162, 88932, 4.40, 8.70, 13.46, 0
1163, 88921, 3.35, 5.00, 13.55, 0
1164, 88911, 4.00, 4.10, 13.55, 0
1164, 88902, 3.95, 12.80, 13.46, 0
1165, 88900, 4.10, 8.40, 13.26, 0
1168, 88866, 3.85, 16.90, 13.36, 0
1169, 88850, 4.00, 9.40, 13.36, 0
1170, 88838, 4.25, 12.10, 13.46, 0
1171, 88827, 4.35, 3.20, 13.46, 0
1172, 88816, 4.60, 6.90, 13.55, 0
1173, 88809, 4.20, 5.10, 13.36, 0
1174, 88802, 4.80, 9.60, 13.55, 0
1174, 88796, 4.10, 9.00, 13.65, 0
1175, 88787, 4.10, 359.50, 13.65, 0
1176, 88778, 3.85, 8.30, 13.75, 0
1177, 88770, 3.75, 4.50, 13.65, 0
1177, 88762, 4.70, 4.40, 13.65, 0
1178, 88754, 4.00, 12.30, 13.65, 0
1179, 88746, 4.55, 0.70, 13.65, 0
1180, 88736, 4.60, 7.10, 13.75, 0
1181, 88727, 3.80, 5.50, 13.85, 0
1181, 88718, 4.30, 359.50, 13.85, 0
1183, 88701, 4.30, 7.90, 13.65, 0
1185, 88684, 4.25, 7.20, 13.55, 0
1186, 88668, 4.40, 9.30, 13.65, 0
1187, 88654, 3.50, 3.80, 13.65, 0
1189, 88640, 4.55, 355.00, 13.65, 0
1190, 88626, 3.65, 5.20, 13.65, 0
1190, 88620, 4.05, 2.70, 13.65, 0
1191, 88615, 4.75, 6.40, 13.65, 0
1191, 88610, 3.45, 4.10, 13.65, 0
1192, 88599, 4.75, 4.40, 13.65, 0
1193, 88596, 3.35, 359.80, 13.55, 0
1193, 88594, 4.20, 355.20, 13.46, 0
1194, 88583, 3.55, 6.80, 13.46, 0
1195, 88571, 3.55, 0.80, 13.46, 0
1196, 88560, 3.85, 11.30, 13.46, 0
1196, 88559, 3.10, 1.40, 13.46, 0
1197, 88552, 3.70, 9.80, 13.46, 0
1197, 88546, 3.20, 5.70, 13.36, 0
1198, 88537, 4.30, 355.90, 13.36, 0
1199, 88529, 3.40, 357.40, 13.26, 0
1200, 88522, 3.10, 353.20, 13.36, 0
1200, 88513, 3.80, 5.20, 13.26, 0
1201, 88504, 2.85, 358.30, 13.26, 0
1202, 88496, 3.60, 354.80, 13.36, 0
1203, 88486, 3.15, 0.50, 13.36, 0
1204, 88477, 3.15, 345.20, 13.46, 0
1205, 88468, 3.80, 2.70, 13.55, 0
1205, 88465, 3.60, 359.30, 13.65, 0
1205, 88463, 3.95, 353.60, 13.55, 0
1205, 88462, 3.40, 352.20, 13.46, 0
1208, 88428, 3.65, 349.40, 13.55, 0
1209, 88420, 3.65, 354.70, 13.65, 0
1210, 88412, 3.40, 353.70, 13.65, 0
1211, 88398, 4.05, 352.60, 13.55, 0
1212, 88385, 3.45, 340.80, 13.55, 0
1214, 88372, 3.15, 345.60, 13.55, 0
1215, 88356, 3.95, 352.20, 13.65, 0
1217, 88340, 3.60, 350.50, 13.65, 0
1218, 88324, 3.85, 354.50, 13.65, 0
1219, 88311, 3.35, 343.50, 13.65, 0
1220, 88299, 3.35, 347.30, 13.65, 0
1221, 88288, 3.90, 349.70, 13.65, 0
1222, 88278, 3.60, 355.60, 13.75, 0
1222, 88276, 4.30, 354.50, 13.75, 0
1223, 88274, 3.75, 341.70, 13.75, 0
1224, 88263, 3.60, 343.40, 13.85, 0
1225, 88253, 3.80, 341.50, 13.85, 0
1225, 88244, 3.65, 347.90, 13.85, 0
1226, 88235, 4.25, 350.00, 13.85, 0
1227, 88225, 4.00, 341.80, 13.85, 0
1228, 88216, 3.80, 343.80, 13.85, 0
1230, 88198, 4.10, 337.90, 13.65, 0
1231, 88181, 3.50, 342.10, 13.46, 0
1233, 88164, 4.10, 348.80, 13.46, 0
1233, 88161, 4.05, 342.60, 13.55, 0
1233, 88158, 3.90, 351.60, 13.55, 0
1234, 88156, 4.60, 346.90, 13.55, 0
1234, 88150, 3.60, 335.70, 13.55, 0
1235, 88144, 4.35, 341.50, 13.55, 0
1235, 88138, 4.45, 340.20, 13.46, 0
1236, 88126, 4.05, 349.30, 13.55, 0
1237, 88115, 4.70, 340.70, 13.65, 0
1238, 88104, 4.00, 340.10, 13.55, 0
1240, 88083, 4.05, 345.40, 13.65, 0
1242, 88062, 3.80, 333.10, 13.65, 0
1244, 88042, 3.80, 344.90, 13.65, 0
1246, 88025, 4.45, 335.00, 13.65, 0
1246, 88021, 3.65, 341.40, 13.65, 0
1246, 88018, 4.70, 346.70, 13.65, 0
1248, 87998, 4.05, 332.30, 13.65, 0
1250, 87978, 3.80, 342.50, 13.75, 0
1252, 87958, 4.70, 336.80, 13.75, 0
1252, 87955, 3.40, 336.70, 13.65, 0
1253, 87952, 4.50, 346.90, 13.65, 0
1253, 87950, 4.50, 330.20, 13.65, 0
1254, 87937, 3.60, 341.00, 13.65, 0
1255, 87924, 5.00, 338.30, 13.65, 0
1256, 87912, 3.80, 330.40, 13.65, 0
1262, 87852, 4.75, 340.60, 13.65, 0
1264, 87830, 3.80, 331.40, 13.65, 0
1266, 87808, 4.30, 345.50, 13.65, 0
1267, 87800, 4.40, 344.20, 13.55, 0
1268, 87790, 4.55, 331.00, 13.55, 0
1269, 87776, 3.55, 341.40, 13.46, 0
1270, 87763, 4.30, 340.50, 13.55, 0
1271, 87750, 3.70, 325.70, 13.55, 0
1273, 87736, 4.10, 344.80, 13.65, 0
1274, 87723, 4.60, 339.00, 13.65, 0
1275, 87710, 3.85, 333.80, 13.65, 0
1282, 87632, 4.20, 338.00, 13.65, 0
1284, 87613, 3.85, 330.70, 13.55, 0
1286, 87594, 4.80, 337.50, 13.65, 0
1287, 87582, 4.05, 335.70, 13.36, 0
1288, 87570, 4.25, 328.70, 13.36, 0
1291, 87542, 4.35, 338.80, 13.46, 0
1292, 87528, 3.60, 339.10, 13.46, 0
1293, 87515, 3.80, 342.20, 13.46, 0
1295, 87502, 4.30, 332.50, 13.46, 0
1296, 87490, 3.65, 334.50, 13.46, 0
1297, 87479, 4.70, 336.80, 13.46, 0
1298, 87468, 3.55, 334.60, 13.46, 0
1299, 87458, 3.90, 347.20, 13.46, 0
1300, 87440, 4.25, 339.10, 13.46, 0
1302, 87427, 3.60, 341.10, 13.55, 0
1303, 87414, 4.85, 342.30, 13.65, 0
1305, 87391, 3.60, 336.50, 13.75, 0
1308, 87360, 3.60, 345.60, 13.65, 0
1311, 87330, 3.90, 337.60, 13.65, 0
1313, 87308, 4.00, 359.80, 13.75, 0
1315, 87288, 3.75, 341.40, 13.75, 0
1317, 87268, 2.65, 347.40, 13.75, 0
1317, 87266, 4.20, 348.50, 13.75, 0
1317, 87264, 3.65, 350.50, 13.85, 0
1317, 87262, 3.70, 356.70, 13.94, 0
1319, 87247, 3.35, 343.40, 13.85, 0
1320, 87232, 3.10, 353.10, 13.85, 0
1321, 87218, 4.35, 340.20, 13.75, 0
1322, 87205, 2.75, 346.40, 13.85, 0
1324, 87192, 3.65, 5.60, 13.94, 0
1325, 87180, 3.90, 342.50, 13.75, 0
1326, 87167, 3.65, 9.40, 13.75, 0
1327, 87154, 4.15, 353.30, 13.75, 0
1328, 87142, 2.70, 2.30, 13.55, 0
1331, 87113, 3.65, 10.60, 13.65, 0
1334, 87084, 3.55, 353.40, 13.75, 0
1336, 87056, 2.30, 6.20, 13.75, 0
1337, 87055, 2.70, 12.20, 13.75, 0
1338, 87038, 3.15, 9.70, 13.85, 0
1340, 87022, 3.40, 5.50, 13.75, 0
1342, 86995, 2.70, 15.60, 13.55, 0
1345, 86969, 3.45, 2.80, 13.65, 0
1347, 86944, 2.70, 8.90, 13.55, 0
1347, 86942, 4.10, 21.00, 13.65, 0
1347, 86941, 3.85, 354.60, 13.65, 0
1347, 86940, 3.10, 17.40, 13.55, 0
1349, 86923, 3.20, 15.60, 13.55, 0
1351, 86906, 2.60, 20.30, 13.46, 0
1352, 86890, 3.40, 22.60, 13.46, 0
1355, 86860, 3.05, 12.90, 13.46, 0
1358, 86830, 3.10, 20.50, 13.55, 0
1361, 86800, 3.00, 4.40, 13.55, 0
1362, 86789, 2.90, 17.60, 13.65, 0
1362, 86784, 2.25, 3.70, 13.36, 0
1363, 86770, 3.00, 29.20, 13.36, 0
1365, 86757, 2.95, 15.20, 13.36, 0
1366, 86744, 3.10, 18.00, 13.26, 0
1366, 86737, 3.65, 17.60, 13.46, 0
1367, 86730, 3.40, 6.50, 13.46, 0
1368, 86724, 3.45, 29.20, 13.46, 0
1369, 86705, 2.55, 22.70, 13.46, 0
1371, 86686, 2.85, 21.70, 13.46, 0
1373, 86668, 3.45, 21.80, 13.55, 0
1375, 86644, 3.15, 6.00, 13.46, 0
1377, 86621, 3.50, 19.40, 13.46, 0
1380, 86598, 2.90, 16.10, 13.46, 0
1380, 86591, 2.45, 20.20, 13.46, 0
1381, 86585, 3.60, 20.20, 13.46, 0
1381, 86580, 3.10, 11.00, 13.36, 0
1383, 86566, 3.35, 18.60, 13.36, 0
1384, 86553, 2.80, 10.50, 13.46, 0
1385, 86540, 3.20, 12.90, 13.55, 0
1386, 86530, 4.30, 22.20, 13.55, 0
1387, 86520, 3.40, 21.00, 13.46, 0
1388, 86510, 3.40, 18.00, 13.36, 0
1389, 86494, 3.25, 24.70, 13.36, 0
1391, 86479, 3.25, 18.70, 13.36, 0
1392, 86464, 3.80, 19.40, 13.46, 0
1394, 86447, 2.85, 25.40, 13.46, 0
1395, 86431, 3.15, 24.40, 13.36, 0
1397, 86416, 2.95, 27.00, 13.26, 0
1402, 86358, 3.80, 21.80, 13.36, 0
1403, 86345, 3.35, 16.40, 13.26, 0
1405, 86332, 3.05, 31.70, 13.17, 0
1407, 86304, 3.60, 32.30, 13.26, 0
1410, 86277, 3.40, 30.40, 13.26, 0
1413, 86250, 3.80, 34.40, 13.26, 0
1414, 86235, 3.45, 28.40, 13.26, 0
1415, 86221, 2.80, 29.60, 13.26, 0
1416, 86208, 3.85, 30.50, 13.26, 0
1418, 86196, 4.05, 26.40, 13.26, 0
1419, 86184, 3.45, 30.80, 13.17, 0
1420, 86172, 3.20, 30.60, 13.17, 0
1422, 86148, 3.20, 29.40, 13.17, 0
1424, 86125, 3.30, 24.50, 13.17, 0
1427, 86102, 3.35, 23.60, 13.17, 0
1427, 86097, 3.65, 40.90, 13.17, 0
1427, 86093, 3.65, 26.30, 13.17, 0
1428, 86090, 3.80, 27.50, 13.17, 0
1428, 86089, 3.70, 39.80, 13.17, 0
1428, 86088, 3.50, 25.50, 13.07, 0
1428, 86088, 3.80, 32.20, 12.98, 0
1430, 86067, 3.00, 49.70, 12.98, 0
1432, 86046, 3.80, 28.40, 13.07, 0
1434, 86026, 4.35, 41.50, 13.07, 0
1434, 86020, 3.55, 28.20, 13.07, 0
1435, 86015, 3.20, 42.10, 13.07, 0
1435, 86010, 4.10, 32.90, 12.98, 0
1437, 85990, 3.50, 31.20, 12.98, 0
1439, 85971, 4.00, 50.80, 13.07, 0
1441, 85952, 4.00, 28.70, 13.17, 0
1442, 85938, 3.65, 48.30, 13.26, 0
1443, 85924, 4.60, 44.00, 13.36, 0
1445, 85910, 3.25, 39.10, 13.07, 0
1453, 85825, 4.20, 38.00, 13.07, 0
1454, 85813, 3.35, 48.70, 13.07, 0
1455, 85802, 4.15, 48.40, 13.07, 0
1456, 85795, 3.55, 33.50, 13.17, 0
1456, 85788, 3.85, 44.00, 13.17, 0
1457, 85782, 4.15, 41.30, 13.07, 0
1459, 85764, 3.40, 50.40, 13.07, 0
1460, 85748, 3.85, 43.90, 13.07, 0
1462, 85732, 3.45, 31.80, 13.07, 0
1463, 85723, 3.80, 50.40, 13.07, 0
1463, 85713, 4.05, 41.10, 13.07, 0
1464, 85704, 3.40, 44.60, 13.07, 0
1465, 85696, 4.05, 49.90, 13.07, 0
1466, 85688, 3.90, 40.10, 12.98, 0
1467, 85680, 3.50, 43.10, 12.98, 0
1468, 85665, 3.50, 32.20, 13.07, 0
1469, 85651, 3.40, 38.30, 13.17, 0
1471, 85638, 3.75, 38.00, 13.26, 0
1472, 85621, 4.10, 35.80, 13.17, 0
1474, 85605, 3.50, 45.00, 12.98, 0
1475, 85590, 3.60, 36.30, 12.98, 0
1477, 85568, 3.60, 35.80, 13.07, 0
1479, 85546, 3.05, 36.60, 13.07, 0
1481, 85524, 3.95, 32.70, 13.17, 0
1482, 85514, 3.25, 40.90, 13.17, 0
1483, 85504, 3.10, 31.80, 13.17, 0
1484, 85494, 3.45, 33.10, 13.17, 0
1491, 85426, 3.50, 33.60, 12.98, 0
1492, 85417, 3.75, 33.70, 13.07, 0
1493, 85408, 2.75, 32.30, 12.88, 0
1494, 85393, 3.10, 36.10, 13.07, 0
1495, 85386, 3.10, 34.40, 13.17, 0
1496, 85372, 3.60, 30.70, 13.07, 0
1497, 85359, 2.60, 26.10, 13.07, 0
1498, 85346, 3.75, 27.10, 13.07, 0
1499, 85335, 3.40, 34.80, 13.07, 0
1501, 85324, 3.00, 32.90, 13.07, 0
1502, 85314, 3.95, 32.70, 13.17, 0
