x1,y1,x2,y2,x3,y3,x4,y4,d1,d2,d3,d4,lat,lon,alt,time_est
153.0,208.0,152.0,208.0,153.0,209.0,152.0,209.0,0.022780362649,0.031759303449,0.101261433049,0.075661882449,38.00548,-121.640707,2.0,0 days 22:33:48.000000000
153.0,208.0,152.0,208.0,153.0,209.0,152.0,209.0,0.023165115969,0.031837023169,0.101331149569,0.075424334169,38.005607,-121.641863,105.0,0 days 22:35:31.000000000
153.0,208.0,152.0,208.0,153.0,209.0,152.0,209.0,0.022437839204,0.030941090404,0.102310344804,0.076234746404,38.004737,-121.642498,205.0,0 days 22:37:11.000000000
153.0,208.0,152.0,208.0,153.0,209.0,152.0,209.0,0.021866210209,0.030210367009,0.103121088609,0.076886276009,38.00403,-121.643097,309.0,0 days 22:38:55.000000000
153.0,208.0,152.0,208.0,153.0,209.0,152.0,209.0,0.0214667904,0.0297517184,0.1036098944,0.0773158084,38.00358,-121.64332,409.0,0 days 22:40:35.000000000
153.0,208.0,152.0,208.0,153.0,209.0,152.0,209.0,0.021429748329,0.029501399529,0.103970453929,0.077462930529,38.00336,-121.644123,509.0,0 days 22:42:15.000000000
153.0,208.0,152.0,208.0,153.0,209.0,152.0,209.0,0.021244772964,0.028961848164,0.104698990564,0.077836624164,38.002868,-121.645458,610.0,0 days 22:43:56.000000000
153.0,208.0,152.0,208.0,153.0,209.0,152.0,209.0,0.022269849025,0.029538857025,0.104370993025,0.077060222025,38.0035,-121.647145,711.0,0 days 22:45:37.000000000
153.0,208.0,152.0,208.0,153.0,209.0,152.0,209.0,0.028424462089,0.034266666889,0.100511964489,0.071773315889,38.008365,-121.652517,811.0,0 days 22:47:17.000000000
153.0,208.0,152.0,208.0,153.0,209.0,152.0,209.0,0.0366209921,0.0409564481,0.0948649601,0.0646184281,38.015137,-121.65819,915.0,0 days 22:49:01.000000000
153.0,208.0,152.0,208.0,153.0,209.0,152.0,209.0,0.041520454289,0.045158179089,0.091189716689,0.060244928089,38.019355,-121.660817,1015.0,0 days 22:50:41.000000000
153.0,208.0,152.0,208.0,153.0,209.0,152.0,209.0,0.047167530244,0.050102743044,0.086803136644,0.055155307044,38.024302,-121.663462,1116.0,0 days 22:52:22.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.0506847025,0.0823825025,0.0545641025,0.0516788225,38.028763,-121.66365,1218.0,0 days 22:54:04.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.047151363025,0.079249192025,0.058028528025,0.055542976025,38.032222,-121.665155,1321.0,0 days 22:55:47.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.045136325625,0.077026830625,0.060078150625,0.057385430625,38.034275,-121.664375,1427.0,0 days 22:57:33.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.042786794084,0.074093336484,0.062538178084,0.059261934884,38.036738,-121.662178,1533.0,0 days 22:59:19.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.040858895225,0.071941368225,0.064513600225,0.061013456225,38.038712,-121.661335,1633.0,0 days 23:00:59.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.040218700225,0.071043347225,0.065211995225,0.061454219225,38.039407,-121.660365,1737.0,0 days 23:02:43.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.040285119209,0.070628136609,0.065264378209,0.061025335009,38.039448,-121.658553,1838.0,0 days 23:04:24.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.040982957929,0.070985751329,0.064658376929,0.060079365729,38.03883,-121.657273,1938.0,0 days 23:06:04.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.041716868689,0.071509680089,0.063984417689,0.059195582489,38.038147,-121.656483,2039.0,0 days 23:07:45.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.042145422464,0.071679078864,0.063633296464,0.058585501264,38.037783,-121.655508,2140.0,0 days 23:09:26.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.042897377664,0.071686794064,0.063124851664,0.057333376464,38.037227,-121.652708,2241.0,0 days 23:11:07.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.043298513664,0.071024730064,0.063125987664,0.056272112464,38.037133,-121.648708,2344.0,0 days 23:12:50.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.043462350625,0.069757765625,0.063604525625,0.055320925625,38.037433,-121.643325,2446.0,0 days 23:14:32.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.041702515409,0.067114942809,0.065818624409,0.056652701209,38.039508,-121.640003,2546.0,0 days 23:16:12.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.039557266289,0.064468394889,0.068241417289,0.058574572489,38.041842,-121.638117,2647.0,0 days 23:17:53.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.0378033636,0.0621624256,0.0703174336,0.0600989376,38.043812,-121.63604,2753.0,0 days 23:19:39.000000000
152.0,209.0,153.0,209.0,152.0,208.0,153.0,208.0,0.036260888644,0.060034659044,0.072220252644,0.061416905444,38.045593,-121.633838,2856.0,0 days 23:21:22.000000000
