 Meteorological Profile: 20161101_nam12
 File start time : 16 11  1  0  0
 File ending time: 16 11  1 21  0
 
___________________________________________________ 
 Profile Time:  16 11  1 21  0
 Used Nearest Grid Point ( 143, 208) to Lat:    37.78, Lon:  -122.86
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
  1019     0  1019     0     0  14.6  89.2   3.6  -2.4  1019  18.8   3.5  14.9     0   585   328  14.9   273  1000     0     0     0     0     0  24.2     0     0     0   281   8.5                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000   4.4  -3.8   160  13.1   3.4  85.5  0.11    286.2   5.1  -2.8         
   975   4.0  -3.7   374  11.5   7.5  80.4     0    286.8   4.7  -2.9         
   950   2.5  -3.0   591  10.8  10.7  68.1     0    288.2   3.0  -2.4         
   925  0.72  -3.5   812   9.7  11.5  61.3     0    289.2   1.4  -3.3         
   900 -0.53  -3.9  1039   8.3  11.8  56.4     0    290.1   0.3  -3.9         
   875  -1.2  -4.3  1271   7.0  10.3  49.8     0    291.0  -0.3  -4.4         
   850  -1.0  -4.4  1509   5.4   8.1  44.1     0    291.8  -0.1  -4.5         
   825 -0.13  -4.9  1752   4.2   8.4  37.0     0    293.0   0.9  -4.8         
   800   1.0  -4.9  2002   3.5   9.6  28.1     0    294.8   2.0  -4.5         
   775   1.8  -5.2  2258   2.8   9.9  20.2     0    296.8   2.9  -4.7         
   750   2.3  -6.7  2523   2.0  11.0  14.1     0    298.8   3.6  -6.1         
   725   2.8  -8.6  2796   1.3  10.5  11.1     0    300.9   4.5  -7.8         
   700   3.2 -10.3  3077  0.32  11.0  13.1     0    302.8   5.3  -9.5         
   650   3.3 -14.4  3668  -1.7  14.0  11.0  2E-2    307.0   6.2 -13.4         
   600   3.3 -19.3  4301  -4.0  16.0   1.0  2E-2    311.5   7.2 -18.2         
   550   4.9 -21.8  4981  -9.0  13.9  11.0  2E-2    313.4   9.2 -20.3         
   500   7.6 -23.3  5711 -13.6  13.4  11.0  2E-2    316.5  12.2 -21.3         
   450   7.1 -24.8  6502 -19.4  12.7  24.1  2E-2    318.8  12.0 -22.9         
   400   5.0 -32.4  7366 -25.8  13.3  30.1  2E-2    321.4  11.5 -30.7         
   350   7.4 -40.1  8317 -33.5  12.1  34.2  2E-2    323.6  15.4 -37.7         
   300   8.6 -39.4  9380 -41.9  10.4  28.6  2E-2    326.3  16.5 -36.8         
   250  10.4 -36.2 10594 -47.1   4.8  16.8  2E-2    336.0  17.6 -33.3         
   200  19.1 -26.8 12071 -47.5   1.6   3.4  2E-2    357.6  24.2 -22.3         
   150  19.4 -20.6 13918 -59.4   3.5   2.7  2E-2    367.7  23.1 -16.2         
   100  12.5  -6.8 16395 -69.2  -1.4   7.6  2E-2    394.1  13.7  -4.1         
    50   3.4  0.11 20554 -65.8 -0.11   7.1  2E-2    488.4   3.3   0.8         
