 Meteorological Profile: 20161101_nam12
 File start time : 16 11  1  0  0
 File ending time: 16 11  1 21  0
 
___________________________________________________ 
 Profile Time:  16 11  1 21  0
 Used Nearest Grid Point ( 143, 210) to Lat:    37.99, Lon:  -122.91
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
  1019     0  1019     0     0  14.1  92.2   3.8  -1.9  1019  14.8   3.5  13.3     0   581   712  14.4   273  1000     0     0     0     0     0  24.2     0     0     0   281   8.8                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000   3.8  -2.2   159  12.9     0  88.5     0    286.1   4.2  -1.4         
   975   4.0  -2.7   372  11.4   3.9  83.4     0    286.6   4.5  -1.9         
   950   2.7  -2.6   589  11.0   9.8  71.1     0    288.3   3.2  -2.0         
   925  0.47  -2.8   811   9.8  14.1  65.3     0    289.3   1.0  -2.6         
   900 -0.91  -3.2  1038   8.4  15.3  59.4     0    290.2  -0.2  -3.4         
   875  -1.7  -3.8  1271   6.8  15.6  53.8     0    290.9  -0.9  -4.1         
   850  -2.1  -4.0  1508   5.3  13.4  47.1     0    291.7  -1.3  -4.4         
   825  -1.1  -4.7  1751   3.9  11.9  39.0     0    292.7  -0.1  -4.9         
   800  0.41  -5.0  2000   3.5   9.6  29.1     0    294.8   1.4  -4.8         
   775   1.6  -5.2  2257   2.9   9.9  18.2     0    297.0   2.6  -4.8         
   750   1.9  -6.3  2522   2.0   9.2  11.1     0    298.8   3.2  -5.8         
   725   2.6  -7.9  2794   1.2  10.5  10.1     0    300.7   4.2  -7.2         
   700   3.1  -9.6  3075  1E-1  11.8  13.1     0    302.6   5.0  -8.7         
   650   3.1 -13.9  3666  -1.7  15.8  11.0  2E-2    307.0   5.8 -13.0         
   600   3.2 -18.9  4299  -4.1  16.9   1.0  2E-2    311.4   7.0 -17.9         
   550   4.7 -21.4  4979  -9.1  14.8  11.0  2E-2    313.3   9.0 -20.0         
   500   7.6 -23.1  5709 -13.7  13.4  11.0  2E-2    316.3  12.2 -21.0         
   450   7.3 -24.6  6499 -19.4  14.5  27.1  2E-2    318.8  12.2 -22.6         
   400   5.4 -32.3  7363 -25.8  13.3  31.1  2E-2    321.4  11.9 -30.5         
   350   7.9 -40.0  8314 -33.5  13.9  34.2  2E-2    323.6  15.9 -37.5         
   300   9.3 -39.7  9377 -42.0  10.4  29.6  2E-2    326.1  17.2 -36.9         
   250  11.1 -36.6 10591 -47.3   4.8  17.8  2E-2    335.8  18.3 -33.5         
   200  19.3 -26.9 12067 -47.5   1.6   3.4  2E-2    357.6  24.4 -22.4         
   150  20.1 -20.6 13914 -59.4   3.5   2.7  2E-2    367.7  23.9 -16.0         
   100  12.9  -6.8 16392 -69.0 -0.28   6.6  2E-2    394.4  14.0  -4.0         
    50   3.4  0.11 20552 -65.8 -0.11   7.1  2E-2    488.4   3.3   0.8         
