 Meteorological Profile: 20161101_nam12
 File start time : 16 11  1  0  0
 File ending time: 16 11  1 21  0
 
___________________________________________________ 
 Profile Time:  16 11  1 21  0
 Used Nearest Grid Point ( 142, 209) to Lat:    37.86, Lon:  -123.02
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
  1019     0  1019     0     0  14.7  89.2   3.3  -2.4  1019  14.8     0  14.9     0   585   584  14.8   273  1000     0     0     0     0     0  24.2     0     0     0   281   8.3                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000   4.3  -4.8   160  13.4   3.4  85.5     0    286.6   5.2  -3.8         
   975   3.6  -3.7   374  11.7   5.7  82.4     0    286.9   4.3  -2.9         
   950   2.1  -3.6   591  10.7   9.8  70.1     0    288.1   2.8  -3.1         
   925  0.59  -3.6   812   9.4  11.5  61.3     0    288.9   1.3  -3.4         
   900 -0.53  -4.0  1039   8.3  11.0  54.4     0    290.1   0.3  -4.0         
   875  -1.1  -4.2  1271   7.0  10.3  47.8     0    291.0  -0.2  -4.3         
   850  -1.1  -4.5  1508   5.3   8.1  45.1     0    291.7  -0.2  -4.7         
   825 -0.13  -4.9  1752   4.3   8.4  36.0     0    293.1   0.9  -4.8         
   800   1.0  -4.9  2001   3.6   9.6  27.1     0    295.0   2.0  -4.5         
   775   1.7  -5.3  2258   3.1   9.9  18.2     0    297.1   2.8  -4.9         
   750   2.2  -6.7  2523   2.1  11.0  13.1     0    298.9   3.5  -6.1         
   725   2.9  -8.4  2796   1.3  10.5  12.1     0    300.9   4.6  -7.7         
   700   3.4 -10.2  3077  0.44  11.8  15.1     0    303.0   5.4  -9.3         
   650   3.2 -14.4  3668  -1.6  15.8   9.0  2E-2    307.2   6.1 -13.4         
   600   3.6 -19.2  4302  -4.0  16.0   1.0  2E-2    311.5   7.5 -18.0         
   550   5.0 -21.4  4982  -9.0  13.9  13.0  2E-2    313.4   9.3 -19.9         
   500   7.8 -23.1  5712 -13.5  12.6  11.0  2E-2    316.6  12.3 -21.0         
   450   7.2 -24.5  6503 -19.4  12.7  29.1  2E-2    318.8  12.1 -22.5         
   400   5.3 -32.1  7367 -25.8  13.3  30.1  2E-2    321.4  11.8 -30.4         
   350   7.9 -39.3  8319 -33.5  13.9  34.2  2E-2    323.6  15.8 -36.9         
   300   9.1 -39.1  9381 -42.0  10.4  28.6  2E-2    326.1  16.9 -36.3         
   250  10.9 -35.9 10595 -47.1   3.9  17.8  2E-2    336.0  18.1 -32.9         
   200  19.0 -26.5 12072 -47.6   1.6   3.4  2E-2    357.4  24.1 -22.0         
   150  19.9 -20.3 13918 -59.7   3.5   2.7  2E-2    367.3  23.6 -15.8         
   100  12.7  -6.7 16394 -69.0 -0.28   7.6  2E-2    394.4  13.8  -3.9         
    50   3.4  0.11 20553 -65.8 -0.11   7.1  2E-2    488.4   3.3   0.8         
