 Meteorological Profile: 20160519_nam12
 File start time : 16  5 19  0  0
 File ending time: 16  5 19 21  0
 
___________________________________________________ 
 Profile Time:  16  5 19 18  0
 Used Nearest Grid Point ( 412, 206) to Lat:    39.59, Lon:   -86.15
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
   994   232  1021     0     0  20.8  39.7  -3.3  -1.3   994   405   206  58.3  0.28   997  3194  23.8   288   744     0     0     0     0     0  24.2     0     0     0   280   8.4                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000  -3.2  -1.2   180  18.7  -4.7  38.2   1.1    291.9  -3.2  -1.0         
   975  -3.7  -1.4   397  16.1  -4.7  39.2   2.5    291.4  -3.8  -1.2         
   950  -4.2  -1.7   616  13.5  -4.7  43.2   2.8    290.9  -4.3  -1.4         
   925  -4.5  -1.8   839  11.3  -2.9  46.0   2.8    290.9  -4.6  -1.5         
   900  -4.8  -1.8  1067   9.2  -2.9  52.0   2.6    291.0  -4.9  -1.5         
   875  -5.0  -1.7  1299   7.1  -3.1  61.5   2.5    291.2  -5.0  -1.3         
   850  -5.0  -1.8  1537   4.8  -2.4  71.3   2.0    291.2  -5.1  -1.4         
   825  -5.9  -1.4  1779   3.0  -2.8  44.3   1.4    291.7  -5.9  -1.0         
   800  -6.8  -1.7  2028   3.0  -1.5  16.1  0.50    294.3  -6.9  -1.3         
   775  -6.5  -2.5  2285   2.7  -1.1  23.0     0    296.7  -6.7  -2.1         
   750  -5.1  -2.6  2549   1.3 -0.76  26.6     0    298.0  -5.3  -2.3         
   725  -3.3  -2.6  2821  0.63     0  18.2     0    300.2  -3.5  -2.4         
   700  -1.4  -2.6  3102 -1E-1     0  11.6     0    302.4  -1.6  -2.5         
   650   1.1  -1.9  3691  -3.1  0.22   7.4     0    305.4   1.0  -2.0         
   600   3.4  -2.0  4319  -7.2   1.8   7.0     0    307.8   3.3  -2.2         
   550   7.7  -3.8  4992 -10.9   3.4   4.0  2E-2    311.2   7.4  -4.2         
   500  11.9  -3.8  5716 -16.1   3.7   5.0  2E-2    313.4  11.6  -4.5         
   450  16.3  -2.6  6500 -21.3   3.4   7.0  2E-2    316.5  16.1  -3.7         
   400  20.0  -1.7  7357 -28.1   1.9  13.0  2E-2    318.5  19.8  -3.0         
   350  25.0 -0.60  8297 -36.4   1.5  37.0  2E-2    319.7  24.9  -2.2         
   300  31.2   2.2  9347 -44.8  0.75  50.0  2E-2    322.2  31.3   0.2         
   250  42.3  0.74 10541 -53.0   3.2  37.0  2E-2    327.3  42.2  -2.0         
   200  35.8   4.3 11964 -55.8  0.93  26.0  2E-2    344.3  36.0   1.9         
   150  27.4   5.0 13788 -57.7  -1.1   4.0  2E-2    370.7  27.7   3.2         
   100  16.0   5.2 16335 -59.0 -0.99   1.3  2E-2    413.7  16.3   4.2         
    50   5.1   4.0 20670 -57.9  3E-2   1.3  2E-2    507.1   5.3   3.6         
