 Meteorological Profile: 20161102_nam12
 File start time : 16 11  2  0  0
 File ending time: 16 11  2 21  0
 
___________________________________________________ 
 Profile Time:  16 11  2 15  0
 Used Nearest Grid Point ( 151, 210) to Lat:    38.16, Lon:  -121.85
        2D Fields 
        SHGT  MSLP  TPP3  CPP3  T02M  RH2M  U10M  V10M  PRSS  LHTF  SHTF  USTR  RGHS  DSWF  PBLH  TMPS  SOLT  SOLW  WESD  CSNO  CICE  CFZR  CRAI  VSBY  TCLD  CAPE  CINH  LISD  LIB4 
           m   hPa    mm    mm    oC     %   m/s   m/s   hPa  W/m2  W/m2  cm/s     m  W/m2     m    oC    oK  kgm2                                  km     %                         
  1019  16.1  1022     0     0  11.0  83.9 -0.49  0.23  1019   3.5     0   9.3  0.19  34.5   131  11.2   284   544     0     0     0     0     0  24.4  86.0     0     0   291  12.2                   
        3D Fields 
        UWND  VWND  HGTS  TEMP  WWND  RELH  TKEN     TPOT  UWND  VWND         
         m/s   m/s     m    oC  mb/h     %  Joul       oK  W->E  S->N         
  1000 -0.76  -2.0   181  11.9  -1.6  76.4     0    285.1  -0.4  -2.1         
   975 -0.66 -0.22   394  12.3   3.9  71.4     0    287.6  -0.6  -0.3         
   950  -2.0  0.51   611  10.1  10.0  86.6  0.25    287.4  -2.0   0.1         
   925  -2.6  0.49   832   7.9  12.3  97.3  0.25    287.4  -2.6  -0.0         
   900  -3.5   1.1  1059  10.3  10.4  75.6     0    292.1  -3.7   0.4         
   875  -2.9  0.87  1293   9.4   7.6  50.7     0    293.6  -3.0   0.3         
   850  -1.8  0.53  1533   9.3   5.0  25.9     0    295.9  -1.9   0.2         
   825 -0.46  0.23  1780   9.2   4.3  12.3     0    298.3  -0.5   0.1         
   800  0.47  0.21  2034   8.8   1.8   5.2     0    300.5   0.4   0.3         
   775   1.4  0.19  2296   8.5   2.2   1.1     0    302.9   1.3   0.5         
   750   1.6  0.40  2566   8.7   2.8     0     0    306.0   1.5   0.7         
   725   1.2  0.66  2846   8.3   3.9     0  2E-2    308.6   1.0   0.9         
   700 -1E-1  0.54  3134   6.1   9.0     0     0    309.3  -0.2   0.5         
   650  -2.2   1.0  3734   2.0   7.6   2.0  2E-2    311.3  -2.4   0.6         
   600   1.9  0.63  4377  0.33     0   7.0  2E-2    316.5   1.8   1.0         
   550   7.3  0.51  5068  -3.8  -1.0   8.2  2E-2    319.6   7.0   1.9         
   500   8.9  0.55  5811 -10.1  0.71  17.0  2E-2    320.7   8.7   2.3         
   450  10.0 -0.23  6611 -16.9   3.3  31.0  2E-2    321.9   9.8   1.7         
   400  12.0  -1.4  7482 -24.3   3.7  41.1  2E-2    323.4  12.1   1.0         
   350  13.4  -1.8  8438 -32.1   3.8  49.0  2E-2    325.5  13.5   0.9         
   300  13.1  -1.3  9507 -40.9   2.9  46.5  2E-2    327.7  13.1   1.3         
   250  10.0  -1.1 10724 -48.2   2.0  33.2  2E-2    334.4  10.0   0.9         
   200   9.0  -1.9 12174 -54.3   1.9  11.6  2E-2    346.8   9.2  -0.1         
   150  12.5   1.2 13982 -61.9   1.2   7.7  2E-2    363.4  12.0   3.6         
   100  12.0   2.6 16427 -71.2  0.38  11.6  2E-2    390.3  11.3   4.9         
    50   2.7   3.9 20562 -65.6  0.27   7.2  2E-2    488.9   1.9   4.3         
